      E;     ( 1| 0);     ( 1| 1);     ( 1|-1);     ( 0| 2);     ( 0|-2);     ( 2| 0);     ( 1| 2);     ( 1|-2);     ( 2| 1);     ( 2|-1);     ( 2| 2);     ( 2|-2);     ( 1| 3);     ( 1|-3);     ( 3| 0);     ( 3| 1);     ( 3|-1);     ( 2| 3);     ( 2|-3);     ( 3| 2);     ( 3|-2);     ( 0| 4);     ( 0|-4);     ( 1| 4);     ( 1|-4);     ( 4| 0);     ( 3| 3);     ( 3|-3);     ( 4| 1);     ( 4|-1);     ( 2| 4);     ( 2|-4);     ( 4| 2);     ( 4|-2);     ( 1| 5);     ( 1|-5);     ( 3| 4);     ( 3|-4);     ( 4| 3);     ( 4|-3);     ( 5| 0);     ( 2| 5);     ( 2|-5);     ( 5| 1);     ( 5|-1);     ( 5| 2);     ( 5|-2);     ( 4| 4);     ( 4|-4);     ( 3| 5);     ( 3|-5);     ( 0| 6);     ( 0|-6);     ( 5| 3);     ( 5|-3);     ( 2| 6);     ( 2|-6)
 437.00; 5.53850E-06; 3.40030E-04; 6.63070E-04; 1.88690E-04; 2.18190E-04; 4.24570E-05; 7.35830E-06; 1.91370E-05; 2.05400E-05; 6.05470E-05; 2.39730E-04; 6.32940E-05; 1.98470E-04; 3.68260E-04; 1.87230E-05; 2.89830E-04; 3.85630E-04; 1.66340E-05; 6.23710E-06; 2.94510E-05; 1.05070E-04; 5.60790E-04; 7.00070E-05; 2.45070E-05; 1.23290E-04; 2.59320E-04; 2.09350E-04; 2.31560E-04; 8.20170E-06; 5.73990E-06; 9.15090E-05; 7.58860E-05; 1.53610E-04; 1.07240E-04; 3.69140E-04; 1.00060E-04; 1.53760E-04; 8.55480E-07; 1.24100E-04; 1.85200E-04; 4.07320E-05; 3.22110E-05; 6.30170E-05; 4.98450E-05; 2.16210E-05; 3.58870E-05; 7.76110E-05; 1.72620E-04; 2.08770E-04; 2.34930E-04; 6.41420E-05; 2.29850E-04; 1.81350E-04; 2.20160E-04; 4.50170E-06; 7.98390E-05; 6.09090E-06
 440.00; 6.30090E-06; 1.85790E-04; 4.58900E-04; 1.44970E-04; 2.95150E-04; 6.78090E-05; 2.46640E-05; 2.48020E-05; 3.04330E-05; 4.51530E-05; 1.67150E-04; 6.01850E-05; 2.96750E-04; 3.17770E-04; 4.94670E-05; 2.85510E-04; 3.76280E-04; 9.29790E-06; 1.24710E-06; 3.04290E-05; 1.14650E-04; 5.36630E-04; 5.18550E-05; 2.00170E-05; 1.45960E-04; 2.18820E-04; 1.48710E-04; 2.23740E-04; 9.73960E-06; 1.17610E-05; 1.06390E-04; 8.99480E-05; 1.72940E-04; 7.22050E-05; 3.26010E-04; 9.16970E-05; 1.27290E-04; 2.46190E-06; 1.17420E-04; 1.99680E-04; 5.24100E-05; 3.37880E-05; 7.45180E-05; 2.67930E-05; 2.73630E-05; 4.22970E-05; 3.59460E-05; 1.66830E-04; 2.18870E-04; 1.52140E-04; 4.70270E-05; 3.56520E-04; 1.04520E-04; 2.43540E-04; 8.72400E-06; 9.95580E-05; 1.55060E-06
 443.00; 5.10800E-06; 1.28550E-04; 2.47490E-04; 1.21150E-04; 3.53690E-04; 1.02660E-04; 4.08710E-05; 3.80680E-05; 4.21980E-05; 4.40900E-05; 1.38420E-04; 6.58610E-05; 3.20350E-04; 2.58370E-04; 9.68560E-05; 3.30620E-04; 3.77300E-04; 3.58970E-06; 3.65170E-06; 3.18650E-05; 1.06950E-04; 3.51230E-04; 9.19930E-05; 1.83190E-05; 1.34270E-04; 1.94600E-04; 7.44210E-05; 2.27790E-04; 6.39570E-06; 1.97610E-05; 9.57690E-05; 1.15620E-04; 2.03820E-04; 5.27440E-05; 3.12710E-04; 7.04000E-05; 9.75380E-05; 8.29720E-06; 9.40780E-05; 2.04290E-04; 7.21710E-05; 2.27210E-05; 7.74490E-05; 2.17950E-05; 3.72840E-05; 3.97450E-05; 1.28950E-05; 1.18520E-04; 1.90570E-04; 7.53530E-05; 3.83140E-05; 4.75340E-04; 2.41040E-05; 2.30810E-04; 1.59930E-05; 1.10090E-04; 9.22570E-06
 446.00; 3.55860E-06; 1.36320E-04; 1.07370E-04; 1.34380E-04; 3.14100E-04; 1.23530E-04; 2.84930E-05; 3.96760E-05; 4.09460E-05; 5.44940E-05; 1.32820E-04; 7.63860E-05; 2.71860E-04; 2.12030E-04; 1.41500E-04; 3.78100E-04; 3.71390E-04; 2.11990E-06; 1.15300E-05; 2.47780E-05; 8.69690E-05; 2.82340E-04; 1.42640E-04; 1.89290E-05; 1.39000E-04; 1.55650E-04; 2.64040E-05; 2.16700E-04; 7.87340E-06; 2.46390E-05; 1.05530E-04; 1.46390E-04; 2.39850E-04; 5.82260E-05; 2.80580E-04; 4.66800E-05; 9.02600E-05; 1.86390E-05; 7.17030E-05; 2.07010E-04; 8.51270E-05; 1.41490E-05; 8.19150E-05; 3.54190E-05; 4.75820E-05; 3.37230E-05; 1.36570E-07; 7.14320E-05; 1.21200E-04; 3.83250E-05; 5.02130E-05; 5.35930E-04; 1.21200E-05; 1.73590E-04; 2.13610E-05; 1.16800E-04; 1.72870E-05
 449.00; 3.17590E-06; 1.69890E-04; 5.78670E-05; 1.89060E-04; 1.94350E-04; 1.23980E-04; 1.84960E-05; 2.73550E-05; 3.24070E-05; 5.20960E-05; 9.79160E-05; 9.26720E-05; 2.26060E-04; 2.13070E-04; 1.29230E-04; 4.01720E-04; 4.04400E-04; 8.12320E-07; 1.86730E-05; 1.08240E-05; 1.14410E-04; 3.61120E-04; 1.48700E-04; 1.89810E-05; 1.55480E-04; 1.13790E-04; 7.90890E-06; 2.39390E-04; 1.64900E-05; 2.26360E-05; 1.17750E-04; 1.47000E-04; 2.56940E-04; 7.06920E-05; 2.26790E-04; 3.92730E-05; 5.59690E-05; 3.36350E-05; 4.56490E-05; 1.94550E-04; 9.80200E-05; 7.83780E-06; 8.83800E-05; 4.28180E-05; 5.58920E-05; 5.20100E-05; 1.23480E-05; 5.05700E-05; 5.42400E-05; 4.21050E-05; 8.71380E-05; 4.99700E-04; 9.13120E-05; 1.15530E-04; 1.97160E-05; 1.28490E-04; 2.61350E-05
 452.00; 3.10840E-06; 2.07900E-04; 8.26740E-05; 2.85940E-04; 1.45060E-04; 1.43050E-04; 2.50730E-05; 2.46770E-05; 2.60570E-05; 5.49500E-05; 5.61560E-05; 1.25990E-04; 2.29640E-04; 2.42910E-04; 6.55740E-05; 4.02990E-04; 4.41960E-04; 1.74740E-06; 1.77020E-05; 3.47220E-06; 1.66270E-04; 3.17270E-04; 1.79030E-04; 1.72580E-05; 1.37510E-04; 6.96040E-05; 2.67070E-05; 2.54980E-04; 3.20150E-05; 1.33800E-05; 1.25230E-04; 1.32330E-04; 2.32820E-04; 7.63580E-05; 2.17250E-04; 3.99740E-05; 1.80030E-05; 4.75910E-05; 1.92750E-05; 1.82720E-04; 1.00380E-04; 1.24210E-06; 8.25230E-05; 3.55460E-05; 9.33720E-05; 8.49370E-05; 3.31650E-05; 4.78120E-05; 2.25380E-05; 5.57440E-05; 1.29480E-04; 3.77970E-04; 2.08070E-04; 6.08100E-05; 1.48320E-05; 1.45400E-04; 2.94180E-05
 455.00; 2.71420E-06; 2.25740E-04; 1.79400E-04; 3.90210E-04; 2.34260E-04; 1.62880E-04; 4.96660E-05; 3.48860E-05; 2.69230E-05; 6.69200E-05; 3.20300E-05; 2.00430E-04; 2.53140E-04; 2.22020E-04; 3.71460E-05; 3.82390E-04; 4.59420E-04; 6.33730E-06; 1.51660E-05; 2.86760E-06; 1.68040E-04; 1.62110E-04; 2.38350E-04; 1.32580E-05; 8.00240E-05; 4.16480E-05; 6.79600E-05; 2.44930E-04; 3.99310E-05; 8.06460E-06; 1.50340E-04; 1.14980E-04; 1.79260E-04; 6.98980E-05; 2.51920E-04; 2.96180E-05; 1.24920E-05; 5.83490E-05; 7.61620E-06; 1.63320E-04; 1.14870E-04; 1.57670E-06; 5.19220E-05; 2.57080E-05; 1.59060E-04; 9.07970E-05; 4.63030E-05; 4.46110E-05; 1.47250E-05; 5.71430E-05; 1.62850E-04; 2.24030E-04; 3.00640E-04; 2.98690E-05; 1.16670E-05; 1.50400E-04; 1.65320E-05
 458.00; 2.95000E-06; 2.08630E-04; 2.84350E-04; 4.30500E-04; 2.84900E-04; 1.56390E-04; 7.05670E-05; 3.52380E-05; 3.00880E-05; 7.74290E-05; 3.73860E-05; 3.47460E-04; 2.42530E-04; 1.43260E-04; 5.57010E-05; 3.63260E-04; 4.67660E-04; 1.29070E-05; 1.32850E-05; 3.82210E-07; 1.46630E-04; 8.29240E-05; 2.45850E-04; 7.96830E-06; 2.98020E-05; 3.19730E-05; 1.58990E-04; 2.43220E-04; 4.65770E-05; 1.52570E-05; 1.76030E-04; 1.13060E-04; 1.35620E-04; 5.11370E-05; 2.76010E-04; 2.32690E-05; 2.23570E-05; 8.77120E-05; 4.47290E-06; 1.36370E-04; 1.26770E-04; 4.62110E-06; 2.06870E-05; 1.38320E-05; 1.96720E-04; 7.09580E-05; 5.45480E-05; 3.50600E-05; 1.24050E-05; 4.93130E-05; 1.75210E-04; 9.52910E-05; 3.24500E-04; 3.52450E-05; 1.75720E-05; 1.44230E-04; 5.60320E-06
 461.00; 4.08760E-06; 1.68310E-04; 2.89750E-04; 3.63150E-04; 2.19260E-04; 1.17170E-04; 6.84940E-05; 2.48230E-05; 3.35020E-05; 7.64280E-05; 5.67010E-05; 5.25490E-04; 2.14130E-04; 7.21130E-05; 7.03850E-05; 3.77400E-04; 4.47820E-04; 1.38310E-05; 9.69120E-06; 5.59070E-06; 1.36810E-04; 8.91890E-05; 2.22510E-04; 3.30090E-06; 1.13170E-05; 2.34480E-05; 2.72490E-04; 2.61820E-04; 5.44190E-05; 3.55060E-05; 1.88350E-04; 1.34300E-04; 1.24340E-04; 3.79830E-05; 2.76920E-04; 2.51510E-05; 2.51820E-05; 1.46260E-04; 1.30300E-06; 1.09900E-04; 1.24420E-04; 3.33660E-06; 8.66140E-06; 5.49400E-06; 2.07630E-04; 4.94940E-05; 6.08350E-05; 2.74050E-05; 1.57910E-05; 3.69200E-05; 1.95250E-04; 3.17460E-05; 2.81570E-04; 4.90720E-05; 4.31480E-05; 1.55430E-04; 1.03700E-05
 464.00; 5.88120E-06; 1.20690E-04; 2.34420E-04; 2.49910E-04; 1.45110E-04; 1.39760E-04; 4.66910E-05; 2.18240E-05; 4.01630E-05; 7.27290E-05; 5.88520E-05; 6.11270E-04; 1.88840E-04; 2.82090E-05; 6.13010E-05; 3.72880E-04; 4.03400E-04; 1.50760E-05; 5.45350E-06; 2.15190E-05; 1.04980E-04; 1.38470E-04; 2.38460E-04; 1.70900E-06; 1.23590E-05; 8.63150E-06; 2.82800E-04; 2.70130E-04; 6.21110E-05; 6.35000E-05; 2.30950E-04; 1.69820E-04; 1.03330E-04; 2.63910E-05; 2.46880E-04; 2.62320E-05; 1.81510E-05; 1.84800E-04; 3.33390E-06; 7.17900E-05; 1.13320E-04; 5.07170E-06; 4.82020E-06; 9.60640E-06; 2.05640E-04; 4.27330E-05; 6.61550E-05; 2.36860E-05; 1.34630E-05; 2.96590E-05; 2.24660E-04; 1.38800E-05; 2.10090E-04; 5.09030E-05; 9.47380E-05; 1.63940E-04; 2.61700E-05
 467.00; 8.42550E-06; 1.05120E-04; 2.61300E-04; 1.64830E-04; 8.88740E-05; 3.00020E-04; 3.58950E-05; 2.57460E-05; 3.96470E-05; 7.21650E-05; 5.55040E-05; 5.58380E-04; 1.68280E-04; 2.38260E-05; 5.36520E-05; 3.23890E-04; 3.44640E-04; 4.29110E-05; 3.95970E-06; 2.83490E-05; 6.65070E-05; 2.11920E-04; 2.55510E-04; 8.66080E-07; 1.98280E-05; 6.38580E-07; 2.49590E-04; 2.60930E-04; 6.62880E-05; 1.06310E-04; 2.45610E-04; 1.92310E-04; 7.07150E-05; 2.13690E-05; 1.81810E-04; 3.06250E-05; 1.91030E-05; 1.50880E-04; 9.18940E-06; 4.12020E-05; 8.81250E-05; 7.84120E-06; 1.02580E-06; 3.27840E-05; 1.85020E-04; 4.49630E-05; 7.21530E-05; 2.25410E-05; 6.52120E-06; 4.13580E-05; 2.30810E-04; 6.07150E-06; 1.52890E-04; 5.26360E-05; 1.64740E-04; 1.19630E-04; 3.76650E-05
 470.00; 1.24660E-05; 1.33290E-04; 3.11910E-04; 9.82440E-05; 5.17230E-05; 4.02850E-04; 4.51020E-05; 3.16310E-05; 3.30980E-05; 5.92010E-05; 6.67980E-05; 5.08370E-04; 1.73980E-04; 6.26400E-05; 5.86820E-05; 2.67350E-04; 2.58170E-04; 7.50080E-05; 4.65810E-06; 4.08040E-05; 5.45930E-05; 2.44080E-04; 2.25100E-04; 3.91160E-06; 2.18940E-05; 9.44560E-07; 2.61530E-04; 2.36290E-04; 5.49100E-05; 1.19670E-04; 2.33490E-04; 1.79770E-04; 6.52300E-05; 2.40050E-05; 1.16220E-04; 3.97760E-05; 3.54790E-05; 8.00560E-05; 1.42780E-05; 2.63630E-05; 7.41960E-05; 1.25000E-05; 2.41240E-06; 8.42320E-05; 1.55270E-04; 4.76810E-05; 6.15720E-05; 2.20240E-05; 1.74480E-05; 6.63430E-05; 2.09520E-04; 4.83480E-06; 8.75350E-05; 6.05770E-05; 2.03580E-04; 6.92250E-05; 4.76040E-05
 473.00; 1.45840E-05; 1.50900E-04; 2.87550E-04; 1.78960E-04; 4.07230E-05; 3.87810E-04; 5.08120E-05; 2.85110E-05; 2.63710E-05; 4.16830E-05; 1.18320E-04; 5.18860E-04; 1.82840E-04; 1.28140E-04; 5.53140E-05; 2.55030E-04; 1.57700E-04; 7.52220E-05; 7.78660E-06; 5.40450E-05; 6.08910E-05; 2.22220E-04; 1.61300E-04; 1.31830E-05; 1.77430E-05; 3.33980E-06; 2.90420E-04; 2.02810E-04; 2.84410E-05; 7.97240E-05; 2.27000E-04; 1.67750E-04; 6.72580E-05; 2.89190E-05; 8.17020E-05; 4.59080E-05; 4.98160E-05; 6.01350E-05; 1.94760E-05; 1.15550E-05; 6.28620E-05; 2.47800E-05; 2.22410E-06; 1.20800E-04; 1.23460E-04; 5.67750E-05; 4.20800E-05; 1.97870E-05; 3.40400E-05; 8.39140E-05; 1.48170E-04; 1.54770E-05; 5.23580E-05; 6.88180E-05; 1.89220E-04; 5.30110E-05; 4.86760E-05
 476.00; 1.29390E-05; 1.18970E-04; 2.43980E-04; 3.34160E-04; 5.53810E-05; 3.88210E-04; 4.49120E-05; 1.67430E-05; 2.18170E-05; 3.40390E-05; 1.93310E-04; 5.15460E-04; 1.85070E-04; 1.83640E-04; 4.10650E-05; 2.89660E-04; 7.98470E-05; 4.37810E-05; 9.84270E-06; 4.28560E-05; 6.02080E-05; 2.62970E-04; 1.05830E-04; 1.96360E-05; 1.10060E-05; 3.87180E-06; 3.02960E-04; 1.57620E-04; 1.60470E-05; 6.17980E-05; 2.09170E-04; 1.95450E-04; 5.66020E-05; 3.35540E-05; 8.43860E-05; 6.42170E-05; 4.42820E-05; 5.61150E-05; 2.71220E-05; 1.11330E-06; 3.93630E-05; 3.44630E-05; 1.23980E-07; 1.38940E-04; 1.06930E-04; 5.26200E-05; 4.36130E-05; 2.51990E-05; 4.32770E-05; 9.25650E-05; 8.37020E-05; 4.63470E-05; 7.56180E-05; 7.60440E-05; 1.92760E-04; 4.64840E-05; 6.50780E-05
 479.00; 1.93120E-05; 7.69820E-05; 2.36480E-04; 4.15000E-04; 7.13060E-05; 4.33120E-04; 4.34980E-05; 1.21430E-05; 1.76500E-05; 3.57660E-05; 2.54040E-04; 4.28590E-04; 1.99500E-04; 2.18380E-04; 3.37670E-05; 3.29770E-04; 3.99970E-05; 2.18310E-05; 9.12640E-06; 3.21990E-05; 4.54840E-05; 3.42480E-04; 7.54970E-05; 2.35770E-05; 6.61910E-06; 1.06620E-05; 2.99160E-04; 8.99350E-05; 1.16330E-05; 7.97560E-05; 1.87700E-04; 2.25810E-04; 5.07870E-05; 4.26080E-05; 1.31430E-04; 8.48400E-05; 3.10950E-05; 4.14040E-05; 2.50540E-05; 3.70130E-06; 2.64370E-05; 3.93520E-05; 2.25880E-06; 1.49270E-04; 1.07970E-04; 2.95880E-05; 6.01990E-05; 4.52260E-05; 5.43030E-05; 1.01110E-04; 6.10920E-05; 8.58040E-05; 9.96390E-05; 8.61500E-05; 2.15690E-04; 3.58000E-05; 1.03830E-04
 482.00; 3.74470E-05; 5.64330E-05; 2.57990E-04; 5.10670E-04; 9.39280E-05; 4.06440E-04; 4.98900E-05; 1.57210E-05; 1.09340E-05; 3.30690E-05; 2.97410E-04; 2.80980E-04; 2.36800E-04; 2.55090E-04; 2.96440E-05; 3.41550E-04; 2.60770E-05; 2.51960E-05; 7.50480E-06; 1.94880E-05; 3.24420E-05; 3.63760E-04; 8.44110E-05; 2.62790E-05; 3.47790E-06; 2.59970E-05; 2.78330E-04; 4.60830E-05; 6.58300E-06; 9.13470E-05; 1.99750E-04; 2.09810E-04; 6.50730E-05; 5.65360E-05; 1.69890E-04; 8.54160E-05; 2.10400E-05; 3.08900E-05; 1.12610E-05; 8.13680E-06; 1.93960E-05; 4.27860E-05; 9.52240E-06; 1.47730E-04; 1.19210E-04; 9.57760E-06; 5.88940E-05; 6.40750E-05; 7.73130E-05; 9.45830E-05; 5.94150E-05; 1.15140E-04; 9.18970E-05; 9.41230E-05; 1.73130E-04; 3.06040E-05; 1.25100E-04
 485.00; 5.09250E-05; 4.78900E-05; 2.66170E-04; 5.20350E-04; 1.48780E-04; 3.55600E-04; 5.18620E-05; 1.46370E-05; 6.46590E-06; 2.70880E-05; 3.42440E-04; 1.63520E-04; 2.86080E-04; 2.82410E-04; 2.45130E-05; 3.02880E-04; 2.13650E-05; 2.53360E-05; 4.28890E-06; 1.26800E-05; 2.44900E-05; 3.55420E-04; 1.12610E-04; 2.22920E-05; 1.69190E-06; 5.03970E-05; 2.58070E-04; 4.05660E-05; 1.58040E-05; 7.85870E-05; 2.31450E-04; 1.67240E-04; 8.84660E-05; 8.16790E-05; 1.71670E-04; 7.31670E-05; 1.55500E-05; 3.05590E-05; 3.75390E-06; 1.37920E-05; 6.31750E-06; 4.65040E-05; 9.19760E-06; 1.34290E-04; 1.29490E-04; 2.11240E-06; 3.63140E-05; 7.78120E-05; 1.05470E-04; 7.65020E-05; 4.44540E-05; 1.28410E-04; 1.11070E-04; 1.06620E-04; 1.02830E-04; 2.56680E-05; 1.30930E-04
 488.00; 5.05420E-05; 3.77030E-05; 2.42400E-04; 4.01220E-04; 2.29040E-04; 3.27450E-04; 4.97720E-05; 7.72610E-06; 2.98670E-06; 2.19820E-05; 2.91630E-04; 1.14820E-04; 3.23970E-04; 2.83920E-04; 2.53620E-05; 2.52930E-04; 4.51690E-05; 1.84400E-05; 3.13050E-06; 1.03700E-05; 2.94920E-05; 3.12260E-04; 1.02310E-04; 1.66620E-05; 1.62610E-06; 7.97490E-05; 2.37650E-04; 4.84580E-05; 2.44350E-05; 6.96010E-05; 2.26630E-04; 1.85150E-04; 1.01180E-04; 1.26810E-04; 1.64480E-04; 6.09430E-05; 8.29610E-06; 3.82450E-05; 1.44910E-06; 9.16400E-06; 1.23220E-05; 4.01490E-05; 6.11610E-06; 1.11860E-04; 1.32480E-04; 5.60220E-06; 1.81520E-05; 1.06400E-04; 1.18180E-04; 5.75320E-05; 2.98530E-05; 1.30520E-04; 1.62630E-04; 9.22270E-05; 6.64570E-05; 2.10500E-05; 1.47070E-04
 491.00; 4.20530E-05; 2.69080E-05; 1.99840E-04; 2.67200E-04; 2.73130E-04; 2.91680E-04; 4.63240E-05; 2.68030E-06; 1.18210E-06; 2.45570E-05; 2.32520E-04; 9.25160E-05; 3.17990E-04; 2.49060E-04; 2.38540E-05; 2.05870E-04; 6.61090E-05; 9.52660E-06; 8.87510E-06; 5.91880E-06; 4.66550E-05; 2.44920E-04; 7.04850E-05; 1.49820E-05; 2.40810E-06; 9.77930E-05; 2.37990E-04; 6.50890E-05; 2.56440E-05; 6.82950E-05; 1.98430E-04; 2.47210E-04; 9.53530E-05; 1.70560E-04; 1.42270E-04; 5.00730E-05; 2.18560E-06; 4.76670E-05; 7.36880E-07; 1.58150E-06; 3.65270E-05; 2.45900E-05; 7.28440E-06; 1.12830E-04; 1.19370E-04; 7.74920E-06; 1.54010E-05; 1.54930E-04; 1.18260E-04; 3.22560E-05; 2.64010E-05; 1.11510E-04; 2.01470E-04; 5.87140E-05; 4.08810E-05; 1.19050E-05; 1.55140E-04
 494.00; 4.79540E-05; 1.39590E-05; 1.61700E-04; 1.84380E-04; 3.06080E-04; 2.62140E-04; 3.61930E-05; 2.09350E-06; 5.38130E-07; 3.89000E-05; 2.08800E-04; 8.68830E-05; 2.80910E-04; 2.08460E-04; 1.49500E-05; 1.69140E-04; 5.75750E-05; 4.37590E-06; 2.09040E-05; 1.42480E-06; 5.25850E-05; 1.77180E-04; 7.06400E-05; 1.16910E-05; 4.54020E-06; 1.09560E-04; 2.51780E-04; 9.48110E-05; 3.49820E-05; 6.64530E-05; 1.67170E-04; 2.68540E-04; 7.43800E-05; 1.97050E-04; 1.00190E-04; 3.32000E-05; 5.86300E-07; 5.53780E-05; 6.17190E-06; 2.43390E-06; 4.21310E-05; 1.19610E-05; 8.31680E-06; 1.27760E-04; 1.24440E-04; 1.03610E-05; 2.55410E-05; 2.23570E-04; 1.07070E-04; 1.37360E-05; 1.97180E-05; 8.48020E-05; 2.10260E-04; 2.50140E-05; 2.37150E-05; 1.59030E-06; 1.45140E-04
 497.00; 5.38150E-05; 7.22510E-06; 1.39840E-04; 1.47430E-04; 3.26340E-04; 2.54280E-04; 2.47270E-05; 5.85390E-06; 7.34600E-07; 5.71880E-05; 1.96180E-04; 8.90560E-05; 2.35270E-04; 1.78140E-04; 8.62070E-06; 1.54420E-04; 3.75210E-05; 7.58720E-06; 3.44260E-05; 1.77600E-06; 5.60380E-05; 1.15000E-04; 9.49990E-05; 7.40430E-06; 7.11460E-06; 1.37380E-04; 2.37240E-04; 9.88260E-05; 5.23320E-05; 6.56890E-05; 1.49520E-04; 2.33420E-04; 5.81970E-05; 1.96960E-04; 6.57480E-05; 2.57600E-05; 1.92050E-06; 5.21990E-05; 1.67870E-05; 4.63230E-06; 3.63010E-05; 4.70750E-06; 9.23970E-06; 1.27430E-04; 1.39280E-04; 1.62700E-05; 7.94260E-05; 2.74770E-04; 8.61170E-05; 2.78310E-06; 1.37290E-05; 7.67710E-05; 2.02970E-04; 4.30080E-06; 3.33630E-05; 1.33000E-06; 1.34280E-04
 500.00; 3.50770E-05; 7.75070E-06; 1.27080E-04; 1.19430E-04; 3.03580E-04; 2.56080E-04; 2.22500E-05; 1.06770E-05; 1.89380E-06; 7.31420E-05; 1.82540E-04; 1.07360E-04; 1.89800E-04; 1.39100E-04; 8.56970E-06; 1.40750E-04; 2.31680E-05; 1.06100E-05; 3.90240E-05; 2.38100E-06; 5.47040E-05; 6.07930E-05; 1.10730E-04; 5.85240E-06; 1.00320E-05; 1.86540E-04; 2.01810E-04; 8.76410E-05; 7.33690E-05; 6.03370E-05; 1.38550E-04; 1.77950E-04; 5.00270E-05; 1.70570E-04; 4.39820E-05; 5.12780E-05; 9.24630E-06; 3.67650E-05; 4.09080E-05; 6.25670E-06; 3.17910E-05; 2.31240E-06; 9.10060E-06; 1.14740E-04; 1.43670E-04; 1.57780E-05; 1.65970E-04; 2.81700E-04; 7.21740E-05; 8.47180E-08; 1.59360E-05; 7.56050E-05; 1.66060E-04; 1.71190E-05; 4.55240E-05; 1.23940E-05; 1.27330E-04
 503.00; 1.38550E-05; 1.15360E-05; 9.55780E-05; 9.90980E-05; 2.74270E-04; 2.33090E-04; 3.04030E-05; 9.87440E-06; 3.94060E-06; 1.10100E-04; 1.65150E-04; 1.31510E-04; 1.68790E-04; 8.92440E-05; 1.55970E-05; 9.92780E-05; 2.12420E-05; 1.01500E-05; 3.02310E-05; 4.15910E-06; 4.91450E-05; 4.17370E-05; 1.32760E-04; 3.03470E-06; 1.59990E-05; 2.05380E-04; 1.90990E-04; 5.77830E-05; 9.66520E-05; 5.44690E-05; 1.18700E-04; 1.15870E-04; 3.96710E-05; 1.66990E-04; 2.89190E-05; 1.05400E-04; 2.12720E-05; 3.19380E-05; 7.13340E-05; 1.31250E-05; 3.29390E-05; 6.32350E-06; 7.41610E-06; 1.15420E-04; 1.45370E-04; 1.95120E-05; 2.02990E-04; 2.43360E-04; 6.67450E-05; 3.06200E-06; 2.83090E-05; 7.88780E-05; 1.20310E-04; 4.12880E-05; 3.75300E-05; 4.65590E-05; 1.24530E-04
 506.00; 6.47180E-06; 1.18060E-05; 5.42260E-05; 9.85040E-05; 2.42920E-04; 1.93870E-04; 3.85590E-05; 5.68340E-06; 2.76910E-06; 1.38140E-04; 1.67870E-04; 1.19190E-04; 1.55600E-04; 6.38090E-05; 2.50600E-05; 5.54590E-05; 2.54890E-05; 8.67420E-06; 2.21580E-05; 6.29890E-06; 3.58950E-05; 3.23940E-05; 1.27670E-04; 9.07760E-07; 2.26980E-05; 1.70150E-04; 2.21520E-04; 3.81790E-05; 1.02950E-04; 4.96910E-05; 1.04330E-04; 7.19610E-05; 2.44850E-05; 2.05330E-04; 2.44790E-05; 1.44510E-04; 2.18120E-05; 4.10760E-05; 9.18180E-05; 1.65380E-05; 5.35840E-05; 9.44080E-06; 5.16680E-06; 1.30720E-04; 1.18630E-04; 3.27790E-05; 1.92430E-04; 2.06780E-04; 5.82500E-05; 8.11030E-06; 4.98810E-05; 1.80300E-04; 7.44580E-05; 4.17220E-05; 3.67480E-05; 1.23370E-04; 1.21150E-04
 509.00; 3.86710E-06; 9.01910E-06; 3.90670E-05; 1.11970E-04; 1.85510E-04; 1.43620E-04; 3.49710E-05; 2.19550E-06; 2.04850E-06; 1.26770E-04; 2.09600E-04; 8.31750E-05; 1.21400E-04; 5.52970E-05; 2.48530E-05; 3.22240E-05; 2.74050E-05; 9.29250E-06; 2.85940E-05; 7.53940E-06; 2.01470E-05; 7.20540E-06; 9.75520E-05; 3.60810E-07; 3.45340E-05; 1.37070E-04; 2.54510E-04; 3.41280E-05; 8.81210E-05; 4.33670E-05; 8.93850E-05; 7.29190E-05; 1.57610E-05; 1.82570E-04; 2.03000E-05; 1.65840E-04; 1.89710E-05; 5.65860E-05; 1.09330E-04; 1.09690E-05; 8.12830E-05; 6.46690E-06; 2.63900E-06; 1.32320E-04; 7.78500E-05; 4.33300E-05; 1.81140E-04; 1.58240E-04; 4.94200E-05; 8.55360E-06; 6.56820E-05; 3.36010E-04; 4.34350E-05; 4.03560E-05; 3.87000E-05; 2.19670E-04; 1.19240E-04
 512.00; 1.14580E-06; 1.32460E-05; 6.05130E-05; 1.33620E-04; 1.39730E-04; 1.06060E-04; 3.17700E-05; 9.05050E-07; 1.01360E-05; 1.02070E-04; 2.30830E-04; 6.16530E-05; 8.18390E-05; 4.44290E-05; 1.47140E-05; 1.97730E-05; 2.81030E-05; 9.43480E-06; 4.51360E-05; 6.40220E-06; 1.07080E-05; 3.25730E-05; 8.63420E-05; 1.90010E-06; 5.48890E-05; 1.11970E-04; 2.54290E-04; 3.64550E-05; 6.63130E-05; 3.31940E-05; 7.80660E-05; 9.45030E-05; 6.82940E-06; 1.43830E-04; 1.39960E-05; 1.77450E-04; 3.17980E-05; 5.77860E-05; 1.19980E-04; 4.82280E-06; 9.14080E-05; 4.27120E-06; 1.27670E-06; 1.14490E-04; 4.66350E-05; 4.52700E-05; 1.66370E-04; 1.17600E-04; 4.34970E-05; 2.78790E-06; 6.31250E-05; 3.95430E-04; 2.50770E-05; 5.40850E-05; 3.56660E-05; 2.66840E-04; 1.15290E-04
