# This file was automatically generated by TLEEDMAP v.0.1a.
#
# Structure: tst2
#
# Max. LEED Energy: 700.0 eV
# Bulk lattice: Hexagonal (p6m); a = 2.5500 AA; alpha = 120.00 deg
#        Basis: a = [ 2.5500 -0.0000]; b = [-1.2750  2.2084]
# Surface lattice: Rectangular (pg[0 1]); a = 7.6500 AA; b = 4.4167 AA
#
# Exporting beams from 3 domain(s) out of 3 symmetry-equivalent ones
# Domain 1 - Basis: a = [3.8250 6.6251]; b = [-3.8250  2.2084]
#            Superlattice: [[ 3  3] [-1  1]]
# Domain 2 - Basis: a = [ 3.8250 -6.6251]; b = [-3.8250 -2.2084]
#            Superlattice: [[ 0 -3] [-2 -1]]
# Domain 3 - Basis: a = [-7.6500  0.0000]; b = [0.0000 4.4167]
#            Superlattice: [[-3  0] [ 1  2]]
#
# * h and k are the surface Miller indices of each LEED spot; both fractional
#   and floating-point versions are provided.
# * gx and gy are the horizontal and vertical components of reciprocal lattice
#   vectors in AA^(-1), and include a factor of 2*pi.
# * Beams with the same absolute value of "group" are symmetry equivalent (at
#   normal incidence); extinct spots have a negative "group" index.
# * The domains contributing to each spot are listed in "domain(s)". Domains
#   contributing with glide-extinct spots are reported in parentheses.

(   h |   k ),    h   ,    k   ,    gx   ,    gy   ,group,domain(s),
(  1  | -4  ), 1.00000,-4.00000,  2.46399, -9.95811,  151,    1+2+3,
(  4  | -1  ), 4.00000,-1.00000,  9.85598,  2.84518,  151,    1+2+3,
(  3  | -4  ), 3.00000,-4.00000,  7.39198, -7.11294,  152,    1+2+3,
(  4  | -3  ), 4.00000,-3.00000,  9.85598, -2.84518,  152,    1+2+3,
( -7/3|-11/6),-2.33333,-1.83333, -5.74932, -8.53553,  153,        3,
( 11/6|-25/6), 1.83333,-4.16667,  4.51732, -9.24682,  153,        1,
( 11/6|  7/3), 1.83333, 2.33333,  4.51732,  9.24682,  153,        2,
( 25/6|-11/6), 4.16667,-1.83333, 10.26664,  0.71129,  153,        1,
( 25/6| -7/3), 4.16667,-2.33333, 10.26664, -0.71129,  153,        2,
(  7/3|-25/6), 2.33333,-4.16667,  5.74932, -8.53553,  153,        3,
(-11/6| -7/3),-1.83333,-2.33333, -4.51732, -9.24682,  154,        2,
(-11/6| 25/6),-1.83333, 4.16667, -4.51732,  9.24682,  154,        1,
(-25/6| 11/6),-4.16667, 1.83333,-10.26664, -0.71129,  154,        1,
(-25/6|  7/3),-4.16667, 2.33333,-10.26664,  0.71129,  154,        2,
( -7/3| 25/6),-2.33333, 4.16667, -5.74932,  8.53553,  154,        3,
(  7/3| 11/6), 2.33333, 1.83333,  5.74932,  8.53553,  154,        3,
( -4/3|-17/6),-1.33333,-2.83333, -3.28533, -9.95811,  155,        3,
( 17/6|-25/6), 2.83333,-4.16667,  6.98132, -7.82423,  155,        1,
( 17/6|  4/3), 2.83333, 1.33333,  6.98132,  7.82423,  155,        2,
( 25/6|-17/6), 4.16667,-2.83333, 10.26664, -2.13388,  155,        1,
( 25/6| -4/3), 4.16667,-1.33333, 10.26664,  2.13388,  155,        2,
(  4/3|-25/6), 1.33333,-4.16667,  3.28533, -9.95811,  155,        3,
(-17/6| -4/3),-2.83333,-1.33333, -6.98132, -7.82423,  156,        2,
(-17/6| 25/6),-2.83333, 4.16667, -6.98132,  7.82423,  156,        1,
(-25/6| 17/6),-4.16667, 2.83333,-10.26664,  2.13388,  156,        1,
(-25/6|  4/3),-4.16667, 1.33333,-10.26664, -2.13388,  156,        2,
( -4/3| 25/6),-1.33333, 4.16667, -3.28533,  9.95811,  156,        3,
(  4/3| 17/6), 1.33333, 2.83333,  3.28533,  9.95811,  156,        3,
( -1/6|-11/3),-0.16667,-3.66667, -0.41067,-10.66941,  157,        2,
( -1/6| 23/6),-0.16667, 3.83333, -0.41067, 10.66941,  157,        1,
(-11/3| 23/6),-3.66667, 3.83333, -9.03465,  5.69035,  157,        3,
(-23/6|  1/6),-3.83333, 0.16667, -9.44531, -4.97906,  157,        1,
(-23/6| 11/3),-3.83333, 3.66667, -9.44531,  4.97906,  157,        2,
( 11/3|  1/6), 3.66667, 0.16667,  9.03465,  5.69035,  157,        3,
(-13/3| 13/6),-4.33333, 2.16667,-10.67731,  0.00000,  158,        3,
(-13/6|-13/6),-2.16667,-2.16667, -5.33865, -9.24682,  158,        1,
(-13/6| 13/3),-2.16667, 4.33333, -5.33865,  9.24682,  158,        2,
( 13/3|-13/6), 4.33333,-2.16667, 10.67731, -0.00000,  158,        3,
( 13/6|-13/3), 2.16667,-4.33333,  5.33865, -9.24682,  158,        2,
( 13/6| 13/6), 2.16667, 2.16667,  5.33865,  9.24682,  158,        1,
(-11/3| -1/6),-3.66667,-0.16667, -9.03465, -5.69035,  159,        3,
(  1/6|-23/6), 0.16667,-3.83333,  0.41067,-10.66941,  159,        1,
(  1/6| 11/3), 0.16667, 3.66667,  0.41067, 10.66941,  159,        2,
( 11/3|-23/6), 3.66667,-3.83333,  9.03465, -5.69035,  159,        3,
( 23/6| -1/6), 3.83333,-0.16667,  9.44531,  4.97906,  159,        1,
( 23/6|-11/3), 3.83333,-3.66667,  9.44531, -4.97906,  159,        2,
( -1/2| -7/2),-0.50000,-3.50000, -1.23200,-10.66941,  160,        1,
( -1/2|  4  ),-0.50000, 4.00000, -1.23200, 10.66941,  160,        2,
( -4  |  1/2),-4.00000, 0.50000, -9.85598, -4.26776,  160,        3,
(  4  | -7/2), 4.00000,-3.50000,  9.85598, -4.26776,  160,        3,
(  7/2| -4  ), 3.50000,-4.00000,  8.62398, -6.40164,  160,        2,
(  7/2|  1/2), 3.50000, 0.50000,  8.62398,  6.40164,  160,        1,
( -4  |  7/2),-4.00000, 3.50000, -9.85598,  4.26776,  161,        3,
( -7/2| -1/2),-3.50000,-0.50000, -8.62398, -6.40164,  161,        1,
( -7/2|  4  ),-3.50000, 4.00000, -8.62398,  6.40164,  161,        2,
(  1/2| -4  ), 0.50000,-4.00000,  1.23200,-10.66941,  161,        2,
(  1/2|  7/2), 0.50000, 3.50000,  1.23200, 10.66941,  161,        1,
(  4  | -1/2), 4.00000,-0.50000,  9.85598,  4.26776,  161,        3,
( -8/3| -5/3),-2.66667,-1.66667, -6.57065, -8.53553,  162,    1+2+3,
(  5/3|  8/3), 1.66667, 2.66667,  4.10666,  9.95811,  162,    1+2+3,
( -5/3| -8/3),-1.66667,-2.66667, -4.10666, -9.95811,  163,    1+2+3,
(  8/3|  5/3), 2.66667, 1.66667,  6.57065,  8.53553,  163,    1+2+3,
(-13/3|  5/3),-4.33333, 1.66667,-10.67731, -1.42259,  164,    1+2+3,
( -5/3| 13/3),-1.66667, 4.33333, -4.10666,  9.95811,  164,    1+2+3,
( 13/3| -5/3), 4.33333,-1.66667, 10.67731,  1.42259,  165,    1+2+3,
(  5/3|-13/3), 1.66667,-4.33333,  4.10666, -9.95811,  165,    1+2+3,
(-13/3|  8/3),-4.33333, 2.66667,-10.67731,  1.42259,  166,    1+2+3,
( -8/3| 13/3),-2.66667, 4.33333, -6.57065,  8.53553,  166,    1+2+3,
( 13/3| -8/3), 4.33333,-2.66667, 10.67731, -1.42259,  167,    1+2+3,
(  8/3|-13/3), 2.66667,-4.33333,  6.57065, -8.53553,  167,    1+2+3,
(-10/3| -5/6),-3.33333,-0.83333, -8.21331, -7.11294,  168,        3,
( 10/3|-25/6), 3.33333,-4.16667,  8.21331, -7.11294,  168,        3,
( 25/6|-10/3), 4.16667,-3.33333, 10.26664, -3.55647,  168,        2,
( 25/6| -5/6), 4.16667,-0.83333, 10.26664,  3.55647,  168,        1,
(  5/6|-25/6), 0.83333,-4.16667,  2.05333,-10.66941,  168,        1,
(  5/6| 10/3), 0.83333, 3.33333,  2.05333, 10.66941,  168,        2,
(-10/3| 25/6),-3.33333, 4.16667, -8.21331,  7.11294,  169,        3,
(-25/6| 10/3),-4.16667, 3.33333,-10.26664,  3.55647,  169,        2,
(-25/6|  5/6),-4.16667, 0.83333,-10.26664, -3.55647,  169,        1,
( -5/6|-10/3),-0.83333,-3.33333, -2.05333,-10.66941,  169,        2,
( -5/6| 25/6),-0.83333, 4.16667, -2.05333, 10.66941,  169,        1,
( 10/3|  5/6), 3.33333, 0.83333,  8.21331,  7.11294,  169,        3,
(-13/3|  7/6),-4.33333, 1.16667,-10.67731, -2.84518,  170,        3,
( -7/6|-19/6),-1.16667,-3.16667, -2.87466,-10.66941,  170,        1,
( -7/6| 13/3),-1.16667, 4.33333, -2.87466, 10.66941,  170,        2,
( 13/3|-19/6), 4.33333,-3.16667, 10.67731, -2.84518,  170,        3,
( 19/6|-13/3), 3.16667,-4.33333,  7.80265, -7.82423,  170,        2,
( 19/6|  7/6), 3.16667, 1.16667,  7.80265,  7.82423,  170,        1,
(-13/3| 19/6),-4.33333, 3.16667,-10.67731,  2.84518,  171,        3,
(-19/6| -7/6),-3.16667,-1.16667, -7.80265, -7.82423,  171,        1,
(-19/6| 13/3),-3.16667, 4.33333, -7.80265,  7.82423,  171,        2,
( 13/3| -7/6), 4.33333,-1.16667, 10.67731,  2.84518,  171,        3,
(  7/6|-13/3), 1.16667,-4.33333,  2.87466,-10.66941,  171,        2,
(  7/6| 19/6), 1.16667, 3.16667,  2.87466, 10.66941,  171,        1,
