# This file was automatically generated by TLEEDMAP v.0.1a.
# It contains the list of LEED beams generated from input file:
# E:/Work/Vienna/SPECSLab/Technical/Upgrades/Python LEED-IV/00 - GUI/leedTaS2.tlm
#
# Structure: TaS2-(r13xr13)R13.9° - all domains
#
# Max. LEED Energy: 700.0 eV
# Bulk lattice: Hexagonal (p6m); a = 3.3540 AA; alpha = 120.00 deg
#        Basis: a = [ 3.3540 -0.0000]; b = [-1.6770  2.9046]
# Surface lattice: Hexagonal (p3); a = 12.0930 AA; alpha = 120.00 deg
#
# Exporting beams from 2 domain(s) out of 2 symmetry-equivalent ones
# Domain 1 - Basis: a = [11.7390  2.9046]; b = [-8.3850  8.7139]
#            Superlattice: [[ 4  1] [-1  3]]
# Domain 2 - Basis: a = [11.7390 -2.9046]; b = [-8.3850 -8.7139]
#            Superlattice: [[ 3 -1] [-4 -3]]
#
# * h and k are the surface Miller indices of each LEED spot; both fractional
#   and floating-point versions are provided.
# * gx and gy are the horizontal and vertical components of reciprocal lattice
#   vectors in AA^(-1), and include a factor of 2*pi.
# * Beams with the same absolute value of "group" are symmetry equivalent (at
#   normal incidence); extinct spots have a negative "group" index.
# * The domains contributing to each spot are listed in "domain(s)". Domains
#   contributing with glide-extinct spots are reported in parentheses.

(   h  |   k  ),    h   ,    k   ,    gx   ,    gy   ,group,domain(s),
(  5/13|-24/13), 0.38462,-1.84615,  0.72052, -3.57751,   84,        2,
(-25/13|  9/13),-1.92308, 0.69231, -3.60258, -0.58239,   85,        1,
( 16/13|-25/13), 1.23077,-1.92308,  2.30565, -2.82873,   85,        1,
(  9/13| 16/13), 0.69231, 1.23077,  1.29693,  3.41112,   85,        1,
(-24/13|  5/13),-1.84615, 0.38462, -3.45848, -1.16477,   86,        1,
( 19/13|-24/13), 1.46154,-1.84615,  2.73796, -2.41274,   86,        1,
(  5/13| 19/13), 0.38462, 1.46154,  0.72052,  3.57751,   86,        1,
(-19/13| 24/13),-1.46154, 1.84615, -2.73796,  2.41274,   87,        1,
( -5/13|-19/13),-0.38462,-1.46154, -0.72052, -3.57751,   87,        1,
( 24/13| -5/13), 1.84615,-0.38462,  3.45848,  1.16477,   87,        1,
(-16/13| 25/13),-1.23077, 1.92308, -2.30565,  2.82873,   88,        1,
( -9/13|-16/13),-0.69231,-1.23077, -1.29693, -3.41112,   88,        1,
( 25/13| -9/13), 1.92308,-0.69231,  3.60258,  0.58239,   88,        1,
(-19/13| -5/13),-1.46154,-0.38462, -2.73796, -2.41274,   89,        2,
( -5/13| 24/13),-0.38462, 1.84615, -0.72052,  3.57751,   89,        2,
( 24/13|-19/13), 1.84615,-1.46154,  3.45848, -1.16477,   89,        2,
(-16/13| -9/13),-1.23077,-0.69231, -2.30565, -2.82873,   90,        2,
( -9/13| 25/13),-0.69231, 1.92308, -1.29693,  3.41112,   90,        2,
( 25/13|-16/13), 1.92308,-1.23077,  3.60258, -0.58239,   90,        2,
( -2   |  1   ),-2.00000, 1.00000, -3.74668,  0.00000,   91,      1+2,
(  1   | -2   ), 1.00000,-2.00000,  1.87334, -3.24472,   91,      1+2,
(  1   |  1   ), 1.00000, 1.00000,  1.87334,  3.24472,   91,      1+2,
(-23/13| 22/13),-1.76923, 1.69231, -3.31437,  1.74716,   92,        2,
(  1/13|-23/13), 0.07692,-1.76923,  0.14410, -3.74391,   92,        2,
( 22/13|  1/13), 1.69231, 0.07692,  3.17027,  1.99675,   92,        2,
(-23/13|  1/13),-1.76923, 0.07692, -3.31437, -1.74716,   93,        1,
(  1/13| 22/13), 0.07692, 1.69231,  0.14410,  3.74391,   93,        1,
( 22/13|-23/13), 1.69231,-1.76923,  3.17027, -1.99675,   93,        1,
( -1   | -1   ),-1.00000,-1.00000, -1.87334, -3.24472,   94,      1+2,
( -1   |  2   ),-1.00000, 2.00000, -1.87334,  3.24472,   94,      1+2,
(  2   | -1   ), 2.00000,-1.00000,  3.74668, -0.00000,   94,      1+2,
( -1/13| 23/13),-0.07692, 1.76923, -0.14410,  3.74391,   95,        2,
(-22/13| -1/13),-1.69231,-0.07692, -3.17027, -1.99675,   95,        2,
( 23/13|-22/13), 1.76923,-1.69231,  3.31437, -1.74716,   95,        2,
( -1/13|-22/13),-0.07692,-1.69231, -0.14410, -3.74391,   96,        1,
(-22/13| 23/13),-1.69231, 1.76923, -3.17027,  1.99675,   96,        1,
( 23/13| -1/13), 1.76923,-0.07692,  3.31437,  1.74716,   96,        1,
(-27/13| 17/13),-2.07692, 1.30769, -3.89078,  0.58239,   97,        1,
( 10/13|-27/13), 0.76923,-2.07692,  1.44103, -3.66071,   97,        1,
( 17/13| 10/13), 1.30769, 0.76923,  2.44975,  3.07833,   97,        1,
(-25/13| 22/13),-1.92308, 1.69231, -3.60258,  1.58076,   98,        1,
( 22/13|  3/13), 1.69231, 0.23077,  3.17027,  2.32954,   98,        1,
(  3/13|-25/13), 0.23077,-1.92308,  0.43231, -3.91031,   98,        1,
(-27/13| 10/13),-2.07692, 0.76923, -3.89078, -0.58239,   99,        2,
( 10/13| 17/13), 0.76923, 1.30769,  1.44103,  3.66071,   99,        2,
( 17/13|-27/13), 1.30769,-2.07692,  2.44975, -3.07833,   99,        2,
(-22/13| 25/13),-1.69231, 1.92308, -3.17027,  2.32954,  100,        2,
( -3/13|-22/13),-0.23077,-1.69231, -0.43231, -3.91031,  100,        2,
( 25/13| -3/13), 1.92308,-0.23077,  3.60258,  1.58076,  100,        2,
(-25/13|  3/13),-1.92308, 0.23077, -3.60258, -1.58076,  101,        2,
( 22/13|-25/13), 1.69231,-1.92308,  3.17027, -2.32954,  101,        2,
(  3/13| 22/13), 0.23077, 1.69231,  0.43231,  3.91031,  101,        2,
(-22/13| -3/13),-1.69231,-0.23077, -3.17027, -2.32954,  102,        1,
( -3/13| 25/13),-0.23077, 1.92308, -0.43231,  3.91031,  102,        1,
( 25/13|-22/13), 1.92308,-1.69231,  3.60258, -1.58076,  102,        1,
(-10/13| 27/13),-0.76923, 2.07692, -1.44103,  3.66071,  103,        1,
(-17/13|-10/13),-1.30769,-0.76923, -2.44975, -3.07833,  103,        1,
( 27/13|-17/13), 2.07692,-1.30769,  3.89078, -0.58239,  103,        1,
(-10/13|-17/13),-0.76923,-1.30769, -1.44103, -3.66071,  104,        2,
(-17/13| 27/13),-1.30769, 2.07692, -2.44975,  3.07833,  104,        2,
( 27/13|-10/13), 2.07692,-0.76923,  3.89078,  0.58239,  104,        2,
(-28/13| 20/13),-2.15385, 1.53846, -4.03489,  0.99838,  105,        2,
( 20/13|  8/13), 1.53846, 0.61538,  2.88206,  2.99513,  105,        2,
(  8/13|-28/13), 0.61538,-2.15385,  1.15283, -3.99350,  105,        2,
(-28/13|  8/13),-2.15385, 0.61538, -4.03489, -0.99838,  106,        1,
( 20/13|-28/13), 1.53846,-2.15385,  2.88206, -2.99513,  106,        1,
(  8/13| 20/13), 0.61538, 1.53846,  1.15283,  3.99350,  106,        1,
(-20/13| 28/13),-1.53846, 2.15385, -2.88206,  2.99513,  107,        1,
( -8/13|-20/13),-0.61538,-1.53846, -1.15283, -3.99350,  107,        1,
( 28/13| -8/13), 2.15385,-0.61538,  4.03489,  0.99838,  107,        1,
(-20/13| -8/13),-1.53846,-0.61538, -2.88206, -2.99513,  108,        2,
( -8/13| 28/13),-0.61538, 2.15385, -1.15283,  3.99350,  108,        2,
( 28/13|-20/13), 2.15385,-1.53846,  4.03489, -0.99838,  108,        2,
(-28/13| 21/13),-2.15385, 1.61538, -4.03489,  1.16477,  109,        1,
( 21/13|  7/13), 1.61538, 0.53846,  3.02617,  2.91193,  109,        1,
(  7/13|-28/13), 0.53846,-2.15385,  1.00872, -4.07670,  109,        1,
(-29/13| 17/13),-2.23077, 1.30769, -4.17899,  0.41599,  110,        2,
( 12/13|-29/13), 0.92308,-2.23077,  1.72924, -3.82711,  110,        2,
( 17/13| 12/13), 1.30769, 0.92308,  2.44975,  3.41112,  110,        2,
(-27/13| 23/13),-2.07692, 1.76923, -3.89078,  1.58076,  111,        2,
( 23/13|  4/13), 1.76923, 0.30769,  3.31437,  2.57914,  111,        2,
(  4/13|-27/13), 0.30769,-2.07692,  0.57641, -4.15990,  111,        2,
(-29/13| 12/13),-2.23077, 0.92308, -4.17899, -0.41599,  112,        1,
( 12/13| 17/13), 0.92308, 1.30769,  1.72924,  3.82711,  112,        1,
( 17/13|-29/13), 1.30769,-2.23077,  2.44975, -3.41112,  112,        1,
(-23/13| 27/13),-1.76923, 2.07692, -3.31437,  2.57914,  113,        1,
( -4/13|-23/13),-0.30769,-1.76923, -0.57641, -4.15990,  113,        1,
( 27/13| -4/13), 2.07692,-0.30769,  3.89078,  1.58076,  113,        1,
(-28/13|  7/13),-2.15385, 0.53846, -4.03489, -1.16477,  114,        2,
( 21/13|-28/13), 1.61538,-2.15385,  3.02617, -2.91193,  114,        2,
(  7/13| 21/13), 0.53846, 1.61538,  1.00872,  4.07670,  114,        2,
(-21/13| 28/13),-1.61538, 2.15385, -3.02617,  2.91193,  115,        2,
( -7/13|-21/13),-0.53846,-1.61538, -1.00872, -4.07670,  115,        2,
( 28/13| -7/13), 2.15385,-0.53846,  4.03489,  1.16477,  115,        2,
(-27/13|  4/13),-2.07692, 0.30769, -3.89078, -1.58076,  116,        1,
( 23/13|-27/13), 1.76923,-2.07692,  3.31437, -2.57914,  116,        1,
(  4/13| 23/13), 0.30769, 1.76923,  0.57641,  4.15990,  116,        1,
(-23/13| -4/13),-1.76923,-0.30769, -3.31437, -2.57914,  117,        2,
( -4/13| 27/13),-0.30769, 2.07692, -0.57641,  4.15990,  117,        2,
( 27/13|-23/13), 2.07692,-1.76923,  3.89078, -1.58076,  117,        2,
(-12/13| 29/13),-0.92308, 2.23077, -1.72924,  3.82711,  118,        2,
(-17/13|-12/13),-1.30769,-0.92308, -2.44975, -3.41112,  118,        2,
( 29/13|-17/13), 2.23077,-1.30769,  4.17899, -0.41599,  118,        2,
(-21/13| -7/13),-1.61538,-0.53846, -3.02617, -2.91193,  119,        1,
( -7/13| 28/13),-0.53846, 2.15385, -1.00872,  4.07670,  119,        1,
( 28/13|-21/13), 2.15385,-1.61538,  4.03489, -1.16477,  119,        1,
(-12/13|-17/13),-0.92308,-1.30769, -1.72924, -3.82711,  120,        1,
(-17/13| 29/13),-1.30769, 2.23077, -2.44975,  3.41112,  120,        1,
( 29/13|-12/13), 2.23077,-0.92308,  4.17899,  0.41599,  120,        1,
(-30/13| 16/13),-2.30769, 1.23077, -4.32309,  0.16640,  121,        1,
( 14/13|-30/13), 1.07692,-2.30769,  2.01744, -3.82711,  121,        1,
( 16/13| 14/13), 1.23077, 1.07692,  2.30565,  3.66071,  121,        1,
(-30/13| 14/13),-2.30769, 1.07692, -4.32309, -0.16640,  122,        2,
( 14/13| 16/13), 1.07692, 1.23077,  2.01744,  3.82711,  122,        2,
( 16/13|-30/13), 1.23077,-2.30769,  2.30565, -3.66071,  122,        2,
( -2   |  2   ),-2.00000, 2.00000, -3.74668,  2.16315,  123,      1+2,
(  0   | -2   ), 0.00000,-2.00000, -0.00000, -4.32630,  123,      1+2,
(  2   |  0   ), 2.00000, 0.00000,  3.74668,  2.16315,  123,      1+2,
( -2   |  0   ),-2.00000, 0.00000, -3.74668, -2.16315,  124,      1+2,
(  0   |  2   ), 0.00000, 2.00000,  0.00000,  4.32630,  124,      1+2,
(  2   | -2   ), 2.00000,-2.00000,  3.74668, -2.16315,  124,      1+2,
(-14/13| 30/13),-1.07692, 2.30769, -2.01744,  3.82711,  125,        1,
(-16/13|-14/13),-1.23077,-1.07692, -2.30565, -3.66071,  125,        1,
( 30/13|-16/13), 2.30769,-1.23077,  4.32309, -0.16640,  125,        1,
(-14/13|-16/13),-1.07692,-1.23077, -2.01744, -3.82711,  126,        2,
(-16/13| 30/13),-1.23077, 2.30769, -2.30565,  3.66071,  126,        2,
( 30/13|-14/13), 2.30769,-1.07692,  4.32309,  0.16640,  126,        2,
(-31/13| 20/13),-2.38462, 1.53846, -4.46720,  0.74878,  127,        1,
( 11/13|-31/13), 0.84615,-2.38462,  1.58513, -4.24310,  127,        1,
( 20/13| 11/13), 1.53846, 0.84615,  2.88206,  3.49432,  127,        1,
(-29/13| 25/13),-2.23077, 1.92308, -4.17899,  1.74716,  128,        1,
( 25/13|  4/13), 1.92308, 0.30769,  3.60258,  2.74553,  128,        1,
(  4/13|-29/13), 0.30769,-2.23077,  0.57641, -4.49269,  128,        1,
(-31/13| 11/13),-2.38462, 0.84615, -4.46720, -0.74878,  129,        2,
( 11/13| 20/13), 0.84615, 1.53846,  1.58513,  4.24310,  129,        2,
( 20/13|-31/13), 1.53846,-2.38462,  2.88206, -3.49432,  129,        2,
(-25/13| 29/13),-1.92308, 2.23077, -3.60258,  2.74553,  130,        2,
( -4/13|-25/13),-0.30769,-1.92308, -0.57641, -4.49269,  130,        2,
( 29/13| -4/13), 2.23077,-0.30769,  4.17899,  1.74716,  130,        2,
(-29/13|  4/13),-2.23077, 0.30769, -4.17899, -1.74716,  131,        2,
( 25/13|-29/13), 1.92308,-2.23077,  3.60258, -2.74553,  131,        2,
(  4/13| 25/13), 0.30769, 1.92308,  0.57641,  4.49269,  131,        2,
(-25/13| -4/13),-1.92308,-0.30769, -3.60258, -2.74553,  132,        1,
( -4/13| 29/13),-0.30769, 2.23077, -0.57641,  4.49269,  132,        1,
( 29/13|-25/13), 2.23077,-1.92308,  4.17899, -1.74716,  132,        1,
(-11/13| 31/13),-0.84615, 2.38462, -1.58513,  4.24310,  133,        1,
(-20/13|-11/13),-1.53846,-0.84615, -2.88206, -3.49432,  133,        1,
( 31/13|-20/13), 2.38462,-1.53846,  4.46720, -0.74878,  133,        1,
(-11/13|-20/13),-0.84615,-1.53846, -1.58513, -4.24310,  134,        2,
(-20/13| 31/13),-1.53846, 2.38462, -2.88206,  3.49432,  134,        2,
( 31/13|-11/13), 2.38462,-0.84615,  4.46720,  0.74878,  134,        2,
(-32/13| 21/13),-2.46154, 1.61538, -4.61130,  0.83198,  135,        2,
( 11/13|-32/13), 0.84615,-2.46154,  1.58513, -4.40949,  135,        2,
( 21/13| 11/13), 1.61538, 0.84615,  3.02617,  3.57751,  135,        2,
(-31/13| 24/13),-2.38462, 1.84615, -4.46720,  1.41437,  136,        2,
( 24/13|  7/13), 1.84615, 0.53846,  3.45848,  3.16152,  136,        2,
(  7/13|-31/13), 0.53846,-2.38462,  1.00872, -4.57589,  136,        2,
(-32/13| 11/13),-2.46154, 0.84615, -4.61130, -0.83198,  137,        1,
( 11/13| 21/13), 0.84615, 1.61538,  1.58513,  4.40949,  137,        1,
( 21/13|-32/13), 1.61538,-2.46154,  3.02617, -3.57751,  137,        1,
(-31/13|  7/13),-2.38462, 0.53846, -4.46720, -1.41437,  138,        1,
( 24/13|-31/13), 1.84615,-2.38462,  3.45848, -3.16152,  138,        1,
(  7/13| 24/13), 0.53846, 1.84615,  1.00872,  4.57589,  138,        1,
(-24/13| 31/13),-1.84615, 2.38462, -3.45848,  3.16152,  139,        1,
( -7/13|-24/13),-0.53846,-1.84615, -1.00872, -4.57589,  139,        1,
( 31/13| -7/13), 2.38462,-0.53846,  4.46720,  1.41437,  139,        1,
(-24/13| -7/13),-1.84615,-0.53846, -3.45848, -3.16152,  140,        2,
( -7/13| 31/13),-0.53846, 2.38462, -1.00872,  4.57589,  140,        2,
( 31/13|-24/13), 2.38462,-1.84615,  4.46720, -1.41437,  140,        2,
(-11/13| 32/13),-0.84615, 2.46154, -1.58513,  4.40949,  141,        2,
(-21/13|-11/13),-1.61538,-0.84615, -3.02617, -3.57751,  141,        2,
( 32/13|-21/13), 2.46154,-1.61538,  4.61130, -0.83198,  141,        2,
(-11/13|-21/13),-0.84615,-1.61538, -1.58513, -4.40949,  142,        1,
(-21/13| 32/13),-1.61538, 2.46154, -3.02617,  3.57751,  142,        1,
( 32/13|-11/13), 2.46154,-0.84615,  4.61130,  0.83198,  142,        1,
(-33/13| 18/13),-2.53846, 1.38462, -4.75540,  0.24959,  143,        2,
( 15/13|-33/13), 1.15385,-2.53846,  2.16155, -4.24310,  143,        2,
( 18/13| 15/13), 1.38462, 1.15385,  2.59386,  3.99350,  143,        2,
(-30/13| 27/13),-2.30769, 2.07692, -4.32309,  1.99675,  144,        2,
( 27/13|  3/13), 2.07692, 0.23077,  3.89078,  2.74553,  144,        2,
(  3/13|-30/13), 0.23077,-2.30769,  0.43231, -4.74229,  144,        2,
(-33/13| 15/13),-2.53846, 1.15385, -4.75540, -0.24959,  145,        1,
( 15/13| 18/13), 1.15385, 1.38462,  2.16155,  4.24310,  145,        1,
( 18/13|-33/13), 1.38462,-2.53846,  2.59386, -3.99350,  145,        1,
(-27/13| 30/13),-2.07692, 2.30769, -3.89078,  2.74553,  146,        1,
( -3/13|-27/13),-0.23077,-2.07692, -0.43231, -4.74229,  146,        1,
( 30/13| -3/13), 2.30769,-0.23077,  4.32309,  1.99675,  146,        1,
(-30/13|  3/13),-2.30769, 0.23077, -4.32309, -1.99675,  147,        1,
( 27/13|-30/13), 2.07692,-2.30769,  3.89078, -2.74553,  147,        1,
(  3/13| 27/13), 0.23077, 2.07692,  0.43231,  4.74229,  147,        1,
(-27/13| -3/13),-2.07692,-0.23077, -3.89078, -2.74553,  148,        2,
( -3/13| 30/13),-0.23077, 2.30769, -0.43231,  4.74229,  148,        2,
( 30/13|-27/13), 2.30769,-2.07692,  4.32309, -1.99675,  148,        2,
(-15/13| 33/13),-1.15385, 2.53846, -2.16155,  4.24310,  149,        2,
(-18/13|-15/13),-1.38462,-1.15385, -2.59386, -3.99350,  149,        2,
( 33/13|-18/13), 2.53846,-1.38462,  4.75540, -0.24959,  149,        2,
(-15/13|-18/13),-1.15385,-1.38462, -2.16155, -4.24310,  150,        1,
(-18/13| 33/13),-1.38462, 2.53846, -2.59386,  3.99350,  150,        1,
( 33/13|-15/13), 2.53846,-1.15385,  4.75540,  0.24959,  150,        1,
(-32/13| 24/13),-2.46154, 1.84615, -4.61130,  1.33117,  151,        1,
( 24/13|  8/13), 1.84615, 0.61538,  3.45848,  3.32792,  151,        1,
(  8/13|-32/13), 0.61538,-2.46154,  1.15283, -4.65909,  151,        1,
(-32/13|  8/13),-2.46154, 0.61538, -4.61130, -1.33117,  152,        2,
( 24/13|-32/13), 1.84615,-2.46154,  3.45848, -3.32792,  152,        2,
(  8/13| 24/13), 0.61538, 1.84615,  1.15283,  4.65909,  152,        2,
(-24/13| 32/13),-1.84615, 2.46154, -3.45848,  3.32792,  153,        2,
( -8/13|-24/13),-0.61538,-1.84615, -1.15283, -4.65909,  153,        2,
( 32/13| -8/13), 2.46154,-0.61538,  4.61130,  1.33117,  153,        2,
(-24/13| -8/13),-1.84615,-0.61538, -3.45848, -3.32792,  154,        1,
( -8/13| 32/13),-0.61538, 2.46154, -1.15283,  4.65909,  154,        1,
( 32/13|-24/13), 2.46154,-1.84615,  4.61130, -1.33117,  154,        1,
(-34/13| 19/13),-2.61538, 1.46154, -4.89951,  0.33279,  155,        1,
( 15/13|-34/13), 1.15385,-2.61538,  2.16155, -4.40949,  155,        1,
( 19/13| 15/13), 1.46154, 1.15385,  2.73796,  4.07670,  155,        1,
(-34/13| 15/13),-2.61538, 1.15385, -4.89951, -0.33279,  156,        2,
( 15/13| 19/13), 1.15385, 1.46154,  2.16155,  4.40949,  156,        2,
( 19/13|-34/13), 1.46154,-2.61538,  2.73796, -4.07670,  156,        2,
(-30/13| 29/13),-2.30769, 2.23077, -4.32309,  2.32954,  157,        1,
(  1/13|-30/13), 0.07692,-2.30769,  0.14410, -4.90868,  157,        1,
( 29/13|  1/13), 2.23077, 0.07692,  4.17899,  2.57914,  157,        1,
(-30/13|  1/13),-2.30769, 0.07692, -4.32309, -2.32954,  158,        2,
(  1/13| 29/13), 0.07692, 2.23077,  0.14410,  4.90868,  158,        2,
( 29/13|-30/13), 2.23077,-2.30769,  4.17899, -2.57914,  158,        2,
(-15/13| 34/13),-1.15385, 2.61538, -2.16155,  4.40949,  159,        1,
(-19/13|-15/13),-1.46154,-1.15385, -2.73796, -4.07670,  159,        1,
( 34/13|-19/13), 2.61538,-1.46154,  4.89951, -0.33279,  159,        1,
(-15/13|-19/13),-1.15385,-1.46154, -2.16155, -4.40949,  160,        2,
(-19/13| 34/13),-1.46154, 2.61538, -2.73796,  4.07670,  160,        2,
( 34/13|-15/13), 2.61538,-1.15385,  4.89951,  0.33279,  160,        2,
( -1/13| 30/13),-0.07692, 2.30769, -0.14410,  4.90868,  161,        1,
(-29/13| -1/13),-2.23077,-0.07692, -4.17899, -2.57914,  161,        1,
( 30/13|-29/13), 2.30769,-2.23077,  4.32309, -2.32954,  161,        1,
( -1/13|-29/13),-0.07692,-2.23077, -0.14410, -4.90868,  162,        2,
(-29/13| 30/13),-2.23077, 2.30769, -4.17899,  2.57914,  162,        2,
( 30/13| -1/13), 2.30769,-0.07692,  4.32309,  2.32954,  162,        2,
(-35/13| 23/13),-2.69231, 1.76923, -5.04361,  0.91518,  163,        1,
( 12/13|-35/13), 0.92308,-2.69231,  1.72924, -4.82548,  163,        1,
( 23/13| 12/13), 1.76923, 0.92308,  3.31437,  3.91031,  163,        1,
(-33/13| 28/13),-2.53846, 2.15385, -4.75540,  1.91355,  164,        1,
( 28/13|  5/13), 2.15385, 0.38462,  4.03489,  3.16152,  164,        1,
(  5/13|-33/13), 0.38462,-2.53846,  0.72052, -5.07508,  164,        1,
(-35/13| 12/13),-2.69231, 0.92308, -5.04361, -0.91518,  165,        2,
( 12/13| 23/13), 0.92308, 1.76923,  1.72924,  4.82548,  165,        2,
( 23/13|-35/13), 1.76923,-2.69231,  3.31437, -3.91031,  165,        2,
(-28/13| 33/13),-2.15385, 2.53846, -4.03489,  3.16152,  166,        2,
( -5/13|-28/13),-0.38462,-2.15385, -0.72052, -5.07508,  166,        2,
( 33/13| -5/13), 2.53846,-0.38462,  4.75540,  1.91355,  166,        2,
(-33/13|  5/13),-2.53846, 0.38462, -4.75540, -1.91355,  167,        2,
( 28/13|-33/13), 2.15385,-2.53846,  4.03489, -3.16152,  167,        2,
(  5/13| 28/13), 0.38462, 2.15385,  0.72052,  5.07508,  167,        2,
(-28/13| -5/13),-2.15385,-0.38462, -4.03489, -3.16152,  168,        1,
( -5/13| 33/13),-0.38462, 2.53846, -0.72052,  5.07508,  168,        1,
( 33/13|-28/13), 2.53846,-2.15385,  4.75540, -1.91355,  168,        1,
(-12/13| 35/13),-0.92308, 2.69231, -1.72924,  4.82548,  169,        1,
(-23/13|-12/13),-1.76923,-0.92308, -3.31437, -3.91031,  169,        1,
( 35/13|-23/13), 2.69231,-1.76923,  5.04361, -0.91518,  169,        1,
(-12/13|-23/13),-0.92308,-1.76923, -1.72924, -4.82548,  170,        2,
(-23/13| 35/13),-1.76923, 2.69231, -3.31437,  3.91031,  170,        2,
( 35/13|-12/13), 2.69231,-0.92308,  5.04361,  0.91518,  170,        2,
(-35/13| 25/13),-2.69231, 1.92308, -5.04361,  1.24797,  171,        2,
( 10/13|-35/13), 0.76923,-2.69231,  1.44103, -4.99188,  171,        2,
( 25/13| 10/13), 1.92308, 0.76923,  3.60258,  3.74391,  171,        2,
(-35/13| 10/13),-2.69231, 0.76923, -5.04361, -1.24797,  172,        1,
( 10/13| 25/13), 0.76923, 1.92308,  1.44103,  4.99188,  172,        1,
( 25/13|-35/13), 1.92308,-2.69231,  3.60258, -3.74391,  172,        1,
(-10/13| 35/13),-0.76923, 2.69231, -1.44103,  4.99188,  173,        2,
(-25/13|-10/13),-1.92308,-0.76923, -3.60258, -3.74391,  173,        2,
( 35/13|-25/13), 2.69231,-1.92308,  5.04361, -1.24797,  173,        2,
(-10/13|-25/13),-0.76923,-1.92308, -1.44103, -4.99188,  174,        1,
(-25/13| 35/13),-1.92308, 2.69231, -3.60258,  3.74391,  174,        1,
( 35/13|-10/13), 2.69231,-0.76923,  5.04361,  1.24797,  174,        1,
(-36/13| 22/13),-2.76923, 1.69231, -5.18771,  0.66558,  175,        2,
( 14/13|-36/13), 1.07692,-2.76923,  2.01744, -4.82548,  175,        2,
( 22/13| 14/13), 1.69231, 1.07692,  3.17027,  4.15990,  175,        2,
(-34/13| 28/13),-2.61538, 2.15385, -4.89951,  1.83036,  176,        2,
( 28/13|  6/13), 2.15385, 0.46154,  4.03489,  3.32792,  176,        2,
(  6/13|-34/13), 0.46154,-2.61538,  0.86462, -5.15828,  176,        2,
(-36/13| 14/13),-2.76923, 1.07692, -5.18771, -0.66558,  177,        1,
( 14/13| 22/13), 1.07692, 1.69231,  2.01744,  4.82548,  177,        1,
( 22/13|-36/13), 1.69231,-2.76923,  3.17027, -4.15990,  177,        1,
(-28/13| 34/13),-2.15385, 2.61538, -4.03489,  3.32792,  178,        1,
( -6/13|-28/13),-0.46154,-2.15385, -0.86462, -5.15828,  178,        1,
( 34/13| -6/13), 2.61538,-0.46154,  4.89951,  1.83036,  178,        1,
(-34/13|  6/13),-2.61538, 0.46154, -4.89951, -1.83036,  179,        1,
( 28/13|-34/13), 2.15385,-2.61538,  4.03489, -3.32792,  179,        1,
(  6/13| 28/13), 0.46154, 2.15385,  0.86462,  5.15828,  179,        1,
(-28/13| -6/13),-2.15385,-0.46154, -4.03489, -3.32792,  180,        2,
( -6/13| 34/13),-0.46154, 2.61538, -0.86462,  5.15828,  180,        2,
( 34/13|-28/13), 2.61538,-2.15385,  4.89951, -1.83036,  180,        2,
(-14/13| 36/13),-1.07692, 2.76923, -2.01744,  4.82548,  181,        2,
(-22/13|-14/13),-1.69231,-1.07692, -3.17027, -4.15990,  181,        2,
( 36/13|-22/13), 2.76923,-1.69231,  5.18771, -0.66558,  181,        2,
(-14/13|-22/13),-1.07692,-1.69231, -2.01744, -4.82548,  182,        1,
(-22/13| 36/13),-1.69231, 2.76923, -3.17027,  4.15990,  182,        1,
( 36/13|-14/13), 2.76923,-1.07692,  5.18771,  0.66558,  182,        1,
(-37/13| 19/13),-2.84615, 1.46154, -5.33182,  0.08320,  183,        2,
( 18/13|-37/13), 1.38462,-2.84615,  2.59386, -4.65909,  183,        2,
( 19/13| 18/13), 1.46154, 1.38462,  2.73796,  4.57589,  183,        2,
(-37/13| 18/13),-2.84615, 1.38462, -5.33182, -0.08320,  184,        1,
( 18/13| 19/13), 1.38462, 1.46154,  2.59386,  4.65909,  184,        1,
( 19/13|-37/13), 1.46154,-2.84615,  2.73796, -4.57589,  184,        1,
(-33/13| 31/13),-2.53846, 2.38462, -4.75540,  2.41274,  185,        2,
(  2/13|-33/13), 0.15385,-2.53846,  0.28821, -5.32467,  185,        2,
( 31/13|  2/13), 2.38462, 0.15385,  4.46720,  2.91193,  185,        2,
(-33/13|  2/13),-2.53846, 0.15385, -4.75540, -2.41274,  186,        1,
(  2/13| 31/13), 0.15385, 2.38462,  0.28821,  5.32467,  186,        1,
( 31/13|-33/13), 2.38462,-2.53846,  4.46720, -2.91193,  186,        1,
(-18/13| 37/13),-1.38462, 2.84615, -2.59386,  4.65909,  187,        2,
(-19/13|-18/13),-1.46154,-1.38462, -2.73796, -4.57589,  187,        2,
( 37/13|-19/13), 2.84615,-1.46154,  5.33182, -0.08320,  187,        2,
(-18/13|-19/13),-1.38462,-1.46154, -2.59386, -4.65909,  188,        1,
(-19/13| 37/13),-1.46154, 2.84615, -2.73796,  4.57589,  188,        1,
( 37/13|-18/13), 2.84615,-1.38462,  5.33182,  0.08320,  188,        1,
( -2/13| 33/13),-0.15385, 2.53846, -0.28821,  5.32467,  189,        2,
(-31/13| -2/13),-2.38462,-0.15385, -4.46720, -2.91193,  189,        2,
( 33/13|-31/13), 2.53846,-2.38462,  4.75540, -2.41274,  189,        2,
