# This file was automatically generated by TLEEDMAP v.0.1a.
# It contains the list of LEED beams generated from input file:
# E:/Work/Vienna/SPECSLab/Technical/Upgrades/Python LEED-IV/00 - GUI/leedTaS2.tlm
#
# Structure: TaS2-(r13xr13)R13.9° - all domains
#
# Max. LEED Energy: 700.0 eV
# Bulk lattice: Hexagonal (p6m); a = 3.3540 AA; alpha = 120.00 deg
#        Basis: a = [ 3.3540 -0.0000]; b = [-1.6770  2.9046]
# Surface lattice: Hexagonal (p3); a = 12.0930 AA; alpha = 120.00 deg
#
# Exporting beams from 2 domain(s) out of 2 symmetry-equivalent ones
# Domain 1 - Basis: a = [11.7390  2.9046]; b = [-8.3850  8.7139]
#            Superlattice: [[ 4  1] [-1  3]]
# Domain 2 - Basis: a = [11.7390 -2.9046]; b = [-8.3850 -8.7139]
#            Superlattice: [[ 3 -1] [-4 -3]]
#
# * h and k are the surface Miller indices of each LEED spot; both fractional
#   and floating-point versions are provided.
# * gx and gy are the horizontal and vertical components of reciprocal lattice
#   vectors in AA^(-1), and include a factor of 2*pi.
# * Beams with the same absolute value of "group" are symmetry equivalent (at
#   normal incidence); extinct spots have a negative "group" index.
# * The domains contributing to each spot are listed in "domain(s)". Domains
#   contributing with glide-extinct spots are reported in parentheses.

(   h  |   k  ),    h   ,    k   ,    gx   ,    gy   ,group,domain(s),
(  6/13|-50/13), 0.46154,-3.84615,  0.86462, -7.82061,  400,        1,
(-54/13| 20/13),-4.15385, 1.53846, -7.78157, -1.16477,  401,        2,
( 20/13| 34/13), 1.53846, 2.61538,  2.88206,  7.32142,  401,        2,
( 34/13|-54/13), 2.61538,-4.15385,  4.89951, -6.15665,  401,        2,
(-44/13| 50/13),-3.38462, 3.84615, -6.34054,  4.65909,  402,        2,
( -6/13|-44/13),-0.46154,-3.38462, -0.86462, -7.82061,  402,        2,
( 50/13| -6/13), 3.84615,-0.46154,  7.20516,  3.16152,  402,        2,
(-50/13|  6/13),-3.84615, 0.46154, -7.20516, -3.16152,  403,        2,
( 44/13|-50/13), 3.38462,-3.84615,  6.34054, -4.65909,  403,        2,
(  6/13| 44/13), 0.46154, 3.38462,  0.86462,  7.82061,  403,        2,
(-44/13| -6/13),-3.38462,-0.46154, -6.34054, -4.65909,  404,        1,
( -6/13| 50/13),-0.46154, 3.84615, -0.86462,  7.82061,  404,        1,
( 50/13|-44/13), 3.84615,-3.38462,  7.20516, -3.16152,  404,        1,
(-20/13| 54/13),-1.53846, 4.15385, -2.88206,  7.32142,  405,        1,
(-34/13|-20/13),-2.61538,-1.53846, -4.89951, -6.15665,  405,        1,
( 54/13|-34/13), 4.15385,-2.61538,  7.78157, -1.16477,  405,        1,
(-20/13|-34/13),-1.53846,-2.61538, -2.88206, -7.32142,  406,        2,
(-34/13| 54/13),-2.61538, 4.15385, -4.89951,  6.15665,  406,        2,
( 54/13|-20/13), 4.15385,-1.53846,  7.78157,  1.16477,  406,        2,
(-55/13| 30/13),-4.23077, 2.30769, -7.92567,  0.41599,  407,        2,
( 25/13|-55/13), 1.92308,-4.23077,  3.60258, -7.07183,  407,        2,
( 30/13| 25/13), 2.30769, 1.92308,  4.32309,  6.65584,  407,        2,
(-50/13| 45/13),-3.84615, 3.46154, -7.20516,  3.32792,  408,        2,
( 45/13|  5/13), 3.46154, 0.38462,  6.48464,  4.57589,  408,        2,
(  5/13|-50/13), 0.38462,-3.84615,  0.72052, -7.90381,  408,        2,
(-55/13| 25/13),-4.23077, 1.92308, -7.92567, -0.41599,  409,        1,
( 25/13| 30/13), 1.92308, 2.30769,  3.60258,  7.07183,  409,        1,
( 30/13|-55/13), 2.30769,-4.23077,  4.32309, -6.65584,  409,        1,
(-45/13| 50/13),-3.46154, 3.84615, -6.48464,  4.57589,  410,        1,
( -5/13|-45/13),-0.38462,-3.46154, -0.72052, -7.90381,  410,        1,
( 50/13| -5/13), 3.84615,-0.38462,  7.20516,  3.32792,  410,        1,
(-50/13|  5/13),-3.84615, 0.38462, -7.20516, -3.32792,  411,        1,
( 45/13|-50/13), 3.46154,-3.84615,  6.48464, -4.57589,  411,        1,
(  5/13| 45/13), 0.38462, 3.46154,  0.72052,  7.90381,  411,        1,
(-45/13| -5/13),-3.46154,-0.38462, -6.48464, -4.57589,  412,        2,
( -5/13| 50/13),-0.38462, 3.84615, -0.72052,  7.90381,  412,        2,
( 50/13|-45/13), 3.84615,-3.46154,  7.20516, -3.32792,  412,        2,
(-25/13| 55/13),-1.92308, 4.23077, -3.60258,  7.07183,  413,        2,
(-30/13|-25/13),-2.30769,-1.92308, -4.32309, -6.65584,  413,        2,
( 55/13|-30/13), 4.23077,-2.30769,  7.92567, -0.41599,  413,        2,
(-25/13|-30/13),-1.92308,-2.30769, -3.60258, -7.07183,  414,        1,
(-30/13| 55/13),-2.30769, 4.23077, -4.32309,  6.65584,  414,        1,
( 55/13|-25/13), 4.23077,-1.92308,  7.92567,  0.41599,  414,        1,
(-56/13| 29/13),-4.30769, 2.23077, -8.06978,  0.16640,  415,        1,
( 27/13|-56/13), 2.07692,-4.30769,  3.89078, -7.07183,  415,        1,
( 29/13| 27/13), 2.23077, 2.07692,  4.17899,  6.90543,  415,        1,
(-56/13| 27/13),-4.30769, 2.07692, -8.06978, -0.16640,  416,        2,
( 27/13| 29/13), 2.07692, 2.23077,  3.89078,  7.07183,  416,        2,
( 29/13|-56/13), 2.23077,-4.30769,  4.17899, -6.90543,  416,        2,
(-49/13| 48/13),-3.76923, 3.69231, -7.06105,  3.91031,  417,        2,
(  1/13|-49/13), 0.07692,-3.76923,  0.14410, -8.07020,  417,        2,
( 48/13|  1/13), 3.69231, 0.07692,  6.91695,  4.15990,  417,        2,
(-49/13|  1/13),-3.76923, 0.07692, -7.06105, -3.91031,  418,        1,
(  1/13| 48/13), 0.07692, 3.69231,  0.14410,  8.07020,  418,        1,
( 48/13|-49/13), 3.69231,-3.76923,  6.91695, -4.15990,  418,        1,
(-27/13| 56/13),-2.07692, 4.30769, -3.89078,  7.07183,  419,        1,
(-29/13|-27/13),-2.23077,-2.07692, -4.17899, -6.90543,  419,        1,
( 56/13|-29/13), 4.30769,-2.23077,  8.06978, -0.16640,  419,        1,
(-27/13|-29/13),-2.07692,-2.23077, -3.89078, -7.07183,  420,        2,
(-29/13| 56/13),-2.23077, 4.30769, -4.17899,  6.90543,  420,        2,
( 56/13|-27/13), 4.30769,-2.07692,  8.06978,  0.16640,  420,        2,
( -1/13| 49/13),-0.07692, 3.76923, -0.14410,  8.07020,  421,        2,
(-48/13| -1/13),-3.69231,-0.07692, -6.91695, -4.15990,  421,        2,
( 49/13|-48/13), 3.76923,-3.69231,  7.06105, -3.91031,  421,        2,
( -1/13|-48/13),-0.07692,-3.69231, -0.14410, -8.07020,  422,        1,
(-48/13| 49/13),-3.69231, 3.76923, -6.91695,  4.15990,  422,        1,
( 49/13| -1/13), 3.76923,-0.07692,  7.06105,  3.91031,  422,        1,
(-55/13| 38/13),-4.23077, 2.92308, -7.92567,  1.74716,  423,        1,
( 17/13|-55/13), 1.30769,-4.23077,  2.44975, -7.73741,  423,        1,
( 38/13| 17/13), 2.92308, 1.30769,  5.47592,  5.99026,  423,        1,
(-53/13| 43/13),-4.07692, 3.30769, -7.63747,  2.74553,  424,        1,
( 10/13|-53/13), 0.76923,-4.07692,  1.44103, -7.98701,  424,        1,
( 43/13| 10/13), 3.30769, 0.76923,  6.19644,  5.24147,  424,        1,
(-55/13| 17/13),-4.23077, 1.30769, -7.92567, -1.74716,  425,        2,
( 17/13| 38/13), 1.30769, 2.92308,  2.44975,  7.73741,  425,        2,
( 38/13|-55/13), 2.92308,-4.23077,  5.47592, -5.99026,  425,        2,
(-53/13| 10/13),-4.07692, 0.76923, -7.63747, -2.74553,  426,        2,
( 10/13| 43/13), 0.76923, 3.30769,  1.44103,  7.98701,  426,        2,
( 43/13|-53/13), 3.30769,-4.07692,  6.19644, -5.24147,  426,        2,
(-17/13| 55/13),-1.30769, 4.23077, -2.44975,  7.73741,  427,        1,
(-38/13|-17/13),-2.92308,-1.30769, -5.47592, -5.99026,  427,        1,
( 55/13|-38/13), 4.23077,-2.92308,  7.92567, -1.74716,  427,        1,
(-10/13| 53/13),-0.76923, 4.07692, -1.44103,  7.98701,  428,        1,
(-43/13|-10/13),-3.30769,-0.76923, -6.19644, -5.24147,  428,        1,
( 53/13|-43/13), 4.07692,-3.30769,  7.63747, -2.74553,  428,        1,
(-17/13|-38/13),-1.30769,-2.92308, -2.44975, -7.73741,  429,        2,
(-38/13| 55/13),-2.92308, 4.23077, -5.47592,  5.99026,  429,        2,
( 55/13|-17/13), 4.23077,-1.30769,  7.92567,  1.74716,  429,        2,
(-10/13|-43/13),-0.76923,-3.30769, -1.44103, -7.98701,  430,        2,
(-43/13| 53/13),-3.30769, 4.07692, -6.19644,  5.24147,  430,        2,
( 53/13|-10/13), 4.07692,-0.76923,  7.63747,  2.74553,  430,        2,
(-57/13| 33/13),-4.38462, 2.53846, -8.21388,  0.74878,  431,        1,
( 24/13|-57/13), 1.84615,-4.38462,  3.45848, -7.48782,  431,        1,
( 33/13| 24/13), 2.53846, 1.84615,  4.75540,  6.73904,  431,        1,
(-51/13| 48/13),-3.92308, 3.69231, -7.34926,  3.74391,  432,        1,
(  3/13|-51/13), 0.23077,-3.92308,  0.43231, -8.23660,  432,        1,
( 48/13|  3/13), 3.69231, 0.23077,  6.91695,  4.49269,  432,        1,
(-57/13| 24/13),-4.38462, 1.84615, -8.21388, -0.74878,  433,        2,
( 24/13| 33/13), 1.84615, 2.53846,  3.45848,  7.48782,  433,        2,
( 33/13|-57/13), 2.53846,-4.38462,  4.75540, -6.73904,  433,        2,
(-51/13|  3/13),-3.92308, 0.23077, -7.34926, -3.74391,  434,        2,
(  3/13| 48/13), 0.23077, 3.69231,  0.43231,  8.23660,  434,        2,
( 48/13|-51/13), 3.69231,-3.92308,  6.91695, -4.49269,  434,        2,
(-24/13| 57/13),-1.84615, 4.38462, -3.45848,  7.48782,  435,        1,
(-33/13|-24/13),-2.53846,-1.84615, -4.75540, -6.73904,  435,        1,
( 57/13|-33/13), 4.38462,-2.53846,  8.21388, -0.74878,  435,        1,
( -3/13| 51/13),-0.23077, 3.92308, -0.43231,  8.23660,  436,        1,
(-48/13| -3/13),-3.69231,-0.23077, -6.91695, -4.49269,  436,        1,
( 51/13|-48/13), 3.92308,-3.69231,  7.34926, -3.74391,  436,        1,
(-24/13|-33/13),-1.84615,-2.53846, -3.45848, -7.48782,  437,        2,
(-33/13| 57/13),-2.53846, 4.38462, -4.75540,  6.73904,  437,        2,
( 57/13|-24/13), 4.38462,-1.84615,  8.21388,  0.74878,  437,        2,
( -3/13|-48/13),-0.23077,-3.69231, -0.43231, -8.23660,  438,        2,
(-48/13| 51/13),-3.69231, 3.92308, -6.91695,  4.49269,  438,        2,
( 51/13| -3/13), 3.92308,-0.23077,  7.34926,  3.74391,  438,        2,
(-56/13| 40/13),-4.30769, 3.07692, -8.06978,  1.99675,  439,        2,
( 16/13|-56/13), 1.23077,-4.30769,  2.30565, -7.98701,  439,        2,
( 40/13| 16/13), 3.07692, 1.23077,  5.76413,  5.99026,  439,        2,
(-56/13| 16/13),-4.30769, 1.23077, -8.06978, -1.99675,  440,        1,
( 16/13| 40/13), 1.23077, 3.07692,  2.30565,  7.98701,  440,        1,
( 40/13|-56/13), 3.07692,-4.30769,  5.76413, -5.99026,  440,        1,
(-16/13| 56/13),-1.23077, 4.30769, -2.30565,  7.98701,  441,        2,
(-40/13|-16/13),-3.07692,-1.23077, -5.76413, -5.99026,  441,        2,
( 56/13|-40/13), 4.30769,-3.07692,  8.06978, -1.99675,  441,        2,
(-16/13|-40/13),-1.23077,-3.07692, -2.30565, -7.98701,  442,        1,
(-40/13| 56/13),-3.07692, 4.30769, -5.76413,  5.99026,  442,        1,
( 56/13|-16/13), 4.30769,-1.23077,  8.06978,  1.99675,  442,        1,
(-57/13| 37/13),-4.38462, 2.84615, -8.21388,  1.41437,  443,        2,
( 20/13|-57/13), 1.53846,-4.38462,  2.88206, -7.82061,  443,        2,
( 37/13| 20/13), 2.84615, 1.53846,  5.33182,  6.40625,  443,        2,
(-55/13| 43/13),-4.23077, 3.30769, -7.92567,  2.57914,  444,        2,
( 12/13|-55/13), 0.92308,-4.23077,  1.72924, -8.15340,  444,        2,
( 43/13| 12/13), 3.30769, 0.92308,  6.19644,  5.57427,  444,        2,
(-57/13| 20/13),-4.38462, 1.53846, -8.21388, -1.41437,  445,        1,
( 20/13| 37/13), 1.53846, 2.84615,  2.88206,  7.82061,  445,        1,
( 37/13|-57/13), 2.84615,-4.38462,  5.33182, -6.40625,  445,        1,
(-55/13| 12/13),-4.23077, 0.92308, -7.92567, -2.57914,  446,        1,
( 12/13| 43/13), 0.92308, 3.30769,  1.72924,  8.15340,  446,        1,
( 43/13|-55/13), 3.30769,-4.23077,  6.19644, -5.57427,  446,        1,
(-20/13| 57/13),-1.53846, 4.38462, -2.88206,  7.82061,  447,        2,
(-37/13|-20/13),-2.84615,-1.53846, -5.33182, -6.40625,  447,        2,
( 57/13|-37/13), 4.38462,-2.84615,  8.21388, -1.41437,  447,        2,
(-12/13| 55/13),-0.92308, 4.23077, -1.72924,  8.15340,  448,        2,
(-43/13|-12/13),-3.30769,-0.92308, -6.19644, -5.57427,  448,        2,
( 55/13|-43/13), 4.23077,-3.30769,  7.92567, -2.57914,  448,        2,
(-20/13|-37/13),-1.53846,-2.84615, -2.88206, -7.82061,  449,        1,
(-37/13| 57/13),-2.84615, 4.38462, -5.33182,  6.40625,  449,        1,
( 57/13|-20/13), 4.38462,-1.53846,  8.21388,  1.41437,  449,        1,
(-12/13|-43/13),-0.92308,-3.30769, -1.72924, -8.15340,  450,        1,
(-43/13| 55/13),-3.30769, 4.23077, -6.19644,  5.57427,  450,        1,
( 55/13|-12/13), 4.23077,-0.92308,  7.92567,  2.57914,  450,        1,
(-56/13| 42/13),-4.30769, 3.23077, -8.06978,  2.32954,  451,        1,
( 14/13|-56/13), 1.07692,-4.30769,  2.01744, -8.15340,  451,        1,
( 42/13| 14/13), 3.23077, 1.07692,  6.05233,  5.82386,  451,        1,
(-58/13| 34/13),-4.46154, 2.61538, -8.35798,  0.83198,  452,        2,
( 24/13|-58/13), 1.84615,-4.46154,  3.45848, -7.65422,  452,        2,
( 34/13| 24/13), 2.61538, 1.84615,  4.89951,  6.82224,  452,        2,
(-54/13| 46/13),-4.15385, 3.53846, -7.78157,  3.16152,  453,        2,
( 46/13|  8/13), 3.53846, 0.61538,  6.62874,  5.15828,  453,        2,
(  8/13|-54/13), 0.61538,-4.15385,  1.15283, -8.31980,  453,        2,
(-58/13| 24/13),-4.46154, 1.84615, -8.35798, -0.83198,  454,        1,
( 24/13| 34/13), 1.84615, 2.61538,  3.45848,  7.65422,  454,        1,
( 34/13|-58/13), 2.61538,-4.46154,  4.89951, -6.82224,  454,        1,
(-46/13| 54/13),-3.53846, 4.15385, -6.62874,  5.15828,  455,        1,
( -8/13|-46/13),-0.61538,-3.53846, -1.15283, -8.31980,  455,        1,
( 54/13| -8/13), 4.15385,-0.61538,  7.78157,  3.16152,  455,        1,
(-56/13| 14/13),-4.30769, 1.07692, -8.06978, -2.32954,  456,        2,
( 14/13| 42/13), 1.07692, 3.23077,  2.01744,  8.15340,  456,        2,
( 42/13|-56/13), 3.23077,-4.30769,  6.05233, -5.82386,  456,        2,
(-54/13|  8/13),-4.15385, 0.61538, -7.78157, -3.16152,  457,        1,
( 46/13|-54/13), 3.53846,-4.15385,  6.62874, -5.15828,  457,        1,
(  8/13| 46/13), 0.61538, 3.53846,  1.15283,  8.31980,  457,        1,
(-46/13| -8/13),-3.53846,-0.61538, -6.62874, -5.15828,  458,        2,
( -8/13| 54/13),-0.61538, 4.15385, -1.15283,  8.31980,  458,        2,
( 54/13|-46/13), 4.15385,-3.53846,  7.78157, -3.16152,  458,        2,
(-24/13| 58/13),-1.84615, 4.46154, -3.45848,  7.65422,  459,        2,
(-34/13|-24/13),-2.61538,-1.84615, -4.89951, -6.82224,  459,        2,
( 58/13|-34/13), 4.46154,-2.61538,  8.35798, -0.83198,  459,        2,
(-14/13| 56/13),-1.07692, 4.30769, -2.01744,  8.15340,  460,        1,
(-42/13|-14/13),-3.23077,-1.07692, -6.05233, -5.82386,  460,        1,
( 56/13|-42/13), 4.30769,-3.23077,  8.06978, -2.32954,  460,        1,
(-24/13|-34/13),-1.84615,-2.61538, -3.45848, -7.65422,  461,        1,
(-34/13| 58/13),-2.61538, 4.46154, -4.89951,  6.82224,  461,        1,
( 58/13|-24/13), 4.46154,-1.84615,  8.35798,  0.83198,  461,        1,
(-14/13|-42/13),-1.07692,-3.23077, -2.01744, -8.15340,  462,        2,
(-42/13| 56/13),-3.23077, 4.30769, -6.05233,  5.82386,  462,        2,
( 56/13|-14/13), 4.30769,-1.07692,  8.06978,  2.32954,  462,        2,
(-58/13| 37/13),-4.46154, 2.84615, -8.35798,  1.33117,  463,        1,
( 21/13|-58/13), 1.61538,-4.46154,  3.02617, -7.90381,  463,        1,
( 37/13| 21/13), 2.84615, 1.61538,  5.33182,  6.57264,  463,        1,
(-54/13| 47/13),-4.15385, 3.61538, -7.78157,  3.32792,  464,        1,
( 47/13|  7/13), 3.61538, 0.53846,  6.77285,  5.07508,  464,        1,
(  7/13|-54/13), 0.53846,-4.15385,  1.00872, -8.40300,  464,        1,
(-58/13| 21/13),-4.46154, 1.61538, -8.35798, -1.33117,  465,        2,
( 21/13| 37/13), 1.61538, 2.84615,  3.02617,  7.90381,  465,        2,
( 37/13|-58/13), 2.84615,-4.46154,  5.33182, -6.57264,  465,        2,
(-47/13| 54/13),-3.61538, 4.15385, -6.77285,  5.07508,  466,        2,
( -7/13|-47/13),-0.53846,-3.61538, -1.00872, -8.40300,  466,        2,
( 54/13| -7/13), 4.15385,-0.53846,  7.78157,  3.32792,  466,        2,
(-54/13|  7/13),-4.15385, 0.53846, -7.78157, -3.32792,  467,        2,
( 47/13|-54/13), 3.61538,-4.15385,  6.77285, -5.07508,  467,        2,
(  7/13| 47/13), 0.53846, 3.61538,  1.00872,  8.40300,  467,        2,
(-47/13| -7/13),-3.61538,-0.53846, -6.77285, -5.07508,  468,        1,
( -7/13| 54/13),-0.53846, 4.15385, -1.00872,  8.40300,  468,        1,
( 54/13|-47/13), 4.15385,-3.61538,  7.78157, -3.32792,  468,        1,
(-21/13| 58/13),-1.61538, 4.46154, -3.02617,  7.90381,  469,        1,
(-37/13|-21/13),-2.84615,-1.61538, -5.33182, -6.57264,  469,        1,
( 58/13|-37/13), 4.46154,-2.84615,  8.35798, -1.33117,  469,        1,
(-21/13|-37/13),-1.61538,-2.84615, -3.02617, -7.90381,  470,        2,
(-37/13| 58/13),-2.84615, 4.46154, -5.33182,  6.57264,  470,        2,
( 58/13|-21/13), 4.46154,-1.61538,  8.35798,  1.33117,  470,        2,
(-59/13| 31/13),-4.53846, 2.38462, -8.50209,  0.24959,  471,        2,
( 28/13|-59/13), 2.15385,-4.53846,  4.03489, -7.48782,  471,        2,
( 31/13| 28/13), 2.38462, 2.15385,  4.46720,  7.23823,  471,        2,
(-59/13| 28/13),-4.53846, 2.15385, -8.50209, -0.24959,  472,        1,
( 28/13| 31/13), 2.15385, 2.38462,  4.03489,  7.48782,  472,        1,
( 31/13|-59/13), 2.38462,-4.53846,  4.46720, -7.23823,  472,        1,
(-53/13| 49/13),-4.07692, 3.76923, -7.63747,  3.74391,  473,        2,
(  4/13|-53/13), 0.30769,-4.07692,  0.57641, -8.48619,  473,        2,
( 49/13|  4/13), 3.76923, 0.30769,  7.06105,  4.74229,  473,        2,
(-53/13|  4/13),-4.07692, 0.30769, -7.63747, -3.74391,  474,        1,
(  4/13| 49/13), 0.30769, 3.76923,  0.57641,  8.48619,  474,        1,
( 49/13|-53/13), 3.76923,-4.07692,  7.06105, -4.74229,  474,        1,
(-28/13| 59/13),-2.15385, 4.53846, -4.03489,  7.48782,  475,        2,
(-31/13|-28/13),-2.38462,-2.15385, -4.46720, -7.23823,  475,        2,
( 59/13|-31/13), 4.53846,-2.38462,  8.50209, -0.24959,  475,        2,
(-28/13|-31/13),-2.15385,-2.38462, -4.03489, -7.48782,  476,        1,
(-31/13| 59/13),-2.38462, 4.53846, -4.46720,  7.23823,  476,        1,
( 59/13|-28/13), 4.53846,-2.15385,  8.50209,  0.24959,  476,        1,
( -4/13| 53/13),-0.30769, 4.07692, -0.57641,  8.48619,  477,        2,
(-49/13| -4/13),-3.76923,-0.30769, -7.06105, -4.74229,  477,        2,
( 53/13|-49/13), 4.07692,-3.76923,  7.63747, -3.74391,  477,        2,
( -4/13|-49/13),-0.30769,-3.76923, -0.57641, -8.48619,  478,        1,
(-49/13| 53/13),-3.76923, 4.07692, -7.06105,  4.74229,  478,        1,
( 53/13| -4/13), 4.07692,-0.30769,  7.63747,  3.74391,  478,        1,
(-60/13| 32/13),-4.61538, 2.46154, -8.64619,  0.33279,  479,        1,
( 28/13|-60/13), 2.15385,-4.61538,  4.03489, -7.65422,  479,        1,
( 32/13| 28/13), 2.46154, 2.15385,  4.61130,  7.32142,  479,        1,
(-60/13| 28/13),-4.61538, 2.15385, -8.64619, -0.33279,  480,        2,
( 28/13| 32/13), 2.15385, 2.46154,  4.03489,  7.65422,  480,        2,
( 32/13|-60/13), 2.46154,-4.61538,  4.61130, -7.32142,  480,        2,
( -4   |  4   ),-4.00000, 4.00000, -7.49336,  4.32630,  481,      1+2,
(  0   | -4   ), 0.00000,-4.00000, -0.00000, -8.65259,  481,      1+2,
(  4   |  0   ), 4.00000, 0.00000,  7.49336,  4.32630,  481,      1+2,
( -4   |  0   ),-4.00000, 0.00000, -7.49336, -4.32630,  482,      1+2,
(  0   |  4   ), 0.00000, 4.00000,  0.00000,  8.65259,  482,      1+2,
(  4   | -4   ), 4.00000,-4.00000,  7.49336, -4.32630,  482,      1+2,
(-28/13| 60/13),-2.15385, 4.61538, -4.03489,  7.65422,  483,        1,
(-32/13|-28/13),-2.46154,-2.15385, -4.61130, -7.32142,  483,        1,
( 60/13|-32/13), 4.61538,-2.46154,  8.64619, -0.33279,  483,        1,
(-28/13|-32/13),-2.15385,-2.46154, -4.03489, -7.65422,  484,        2,
(-32/13| 60/13),-2.46154, 4.61538, -4.61130,  7.32142,  484,        2,
( 60/13|-28/13), 4.61538,-2.15385,  8.64619,  0.33279,  484,        2,
(-59/13| 41/13),-4.53846, 3.15385, -8.50209,  1.91355,  485,        1,
( 18/13|-59/13), 1.38462,-4.53846,  2.59386, -8.31980,  485,        1,
( 41/13| 18/13), 3.15385, 1.38462,  5.90823,  6.40625,  485,        1,
(-57/13| 46/13),-4.38462, 3.53846, -8.21388,  2.91193,  486,        1,
( 11/13|-57/13), 0.84615,-4.38462,  1.58513, -8.56939,  486,        1,
( 46/13| 11/13), 3.53846, 0.84615,  6.62874,  5.65746,  486,        1,
(-59/13| 18/13),-4.53846, 1.38462, -8.50209, -1.91355,  487,        2,
( 18/13| 41/13), 1.38462, 3.15385,  2.59386,  8.31980,  487,        2,
( 41/13|-59/13), 3.15385,-4.53846,  5.90823, -6.40625,  487,        2,
(-57/13| 11/13),-4.38462, 0.84615, -8.21388, -2.91193,  488,        2,
( 11/13| 46/13), 0.84615, 3.53846,  1.58513,  8.56939,  488,        2,
( 46/13|-57/13), 3.53846,-4.38462,  6.62874, -5.65746,  488,        2,
(-18/13| 59/13),-1.38462, 4.53846, -2.59386,  8.31980,  489,        1,
(-41/13|-18/13),-3.15385,-1.38462, -5.90823, -6.40625,  489,        1,
( 59/13|-41/13), 4.53846,-3.15385,  8.50209, -1.91355,  489,        1,
(-11/13| 57/13),-0.84615, 4.38462, -1.58513,  8.56939,  490,        1,
(-46/13|-11/13),-3.53846,-0.84615, -6.62874, -5.65746,  490,        1,
( 57/13|-46/13), 4.38462,-3.53846,  8.21388, -2.91193,  490,        1,
(-18/13|-41/13),-1.38462,-3.15385, -2.59386, -8.31980,  491,        2,
(-41/13| 59/13),-3.15385, 4.53846, -5.90823,  6.40625,  491,        2,
( 59/13|-18/13), 4.53846,-1.38462,  8.50209,  1.91355,  491,        2,
(-11/13|-46/13),-0.84615,-3.53846, -1.58513, -8.56939,  492,        2,
(-46/13| 57/13),-3.53846, 4.38462, -6.62874,  5.65746,  492,        2,
( 57/13|-11/13), 4.38462,-0.84615,  8.21388,  2.91193,  492,        2,
(-60/13| 41/13),-4.61538, 3.15385, -8.64619,  1.83036,  493,        2,
( 19/13|-60/13), 1.46154,-4.61538,  2.73796, -8.40300,  493,        2,
( 41/13| 19/13), 3.15385, 1.46154,  5.90823,  6.57264,  493,        2,
(-59/13| 44/13),-4.53846, 3.38462, -8.50209,  2.41274,  494,        2,
( 15/13|-59/13), 1.15385,-4.53846,  2.16155, -8.56939,  494,        2,
( 44/13| 15/13), 3.38462, 1.15385,  6.34054,  6.15665,  494,        2,
(-61/13| 36/13),-4.69231, 2.76923, -8.79029,  0.91518,  495,        1,
( 25/13|-61/13), 1.92308,-4.69231,  3.60258, -8.07020,  495,        1,
( 36/13| 25/13), 2.76923, 1.92308,  5.18771,  7.15503,  495,        1,
(-55/13| 51/13),-4.23077, 3.92308, -7.92567,  3.91031,  496,        1,
(  4/13|-55/13), 0.30769,-4.23077,  0.57641, -8.81899,  496,        1,
( 51/13|  4/13), 3.92308, 0.30769,  7.34926,  4.90868,  496,        1,
(-61/13| 25/13),-4.69231, 1.92308, -8.79029, -0.91518,  497,        2,
( 25/13| 36/13), 1.92308, 2.76923,  3.60258,  8.07020,  497,        2,
( 36/13|-61/13), 2.76923,-4.69231,  5.18771, -7.15503,  497,        2,
(-60/13| 19/13),-4.61538, 1.46154, -8.64619, -1.83036,  498,        1,
( 19/13| 41/13), 1.46154, 3.15385,  2.73796,  8.40300,  498,        1,
( 41/13|-60/13), 3.15385,-4.61538,  5.90823, -6.57264,  498,        1,
(-59/13| 15/13),-4.53846, 1.15385, -8.50209, -2.41274,  499,        1,
( 15/13| 44/13), 1.15385, 3.38462,  2.16155,  8.56939,  499,        1,
( 44/13|-59/13), 3.38462,-4.53846,  6.34054, -6.15665,  499,        1,
(-55/13|  4/13),-4.23077, 0.30769, -7.92567, -3.91031,  500,        2,
(  4/13| 51/13), 0.30769, 3.92308,  0.57641,  8.81899,  500,        2,
( 51/13|-55/13), 3.92308,-4.23077,  7.34926, -4.90868,  500,        2,
(-25/13| 61/13),-1.92308, 4.69231, -3.60258,  8.07020,  501,        1,
(-36/13|-25/13),-2.76923,-1.92308, -5.18771, -7.15503,  501,        1,
( 61/13|-36/13), 4.69231,-2.76923,  8.79029, -0.91518,  501,        1,
(-19/13| 60/13),-1.46154, 4.61538, -2.73796,  8.40300,  502,        2,
(-41/13|-19/13),-3.15385,-1.46154, -5.90823, -6.57264,  502,        2,
( 60/13|-41/13), 4.61538,-3.15385,  8.64619, -1.83036,  502,        2,
(-15/13| 59/13),-1.15385, 4.53846, -2.16155,  8.56939,  503,        2,
(-44/13|-15/13),-3.38462,-1.15385, -6.34054, -6.15665,  503,        2,
( 59/13|-44/13), 4.53846,-3.38462,  8.50209, -2.41274,  503,        2,
( -4/13| 55/13),-0.30769, 4.23077, -0.57641,  8.81899,  504,        1,
(-51/13| -4/13),-3.92308,-0.30769, -7.34926, -4.90868,  504,        1,
( 55/13|-51/13), 4.23077,-3.92308,  7.92567, -3.91031,  504,        1,
(-25/13|-36/13),-1.92308,-2.76923, -3.60258, -8.07020,  505,        2,
(-36/13| 61/13),-2.76923, 4.69231, -5.18771,  7.15503,  505,        2,
( 61/13|-25/13), 4.69231,-1.92308,  8.79029,  0.91518,  505,        2,
