# This file was automatically generated by TLEEDMAP v.0.1a.
# It contains the list of LEED beams generated from input file:
# E:/Work/Vienna/SPECSLab/Technical/Upgrades/Python LEED-IV/000-package/viperleed/guilib/leedsim/input examples/Cu(111)-(3xr3)rect.tlm
#
# Structure: Cu(111)-(3xr3)rect
#
# Max. LEED Energy: 1100.0 eV
# Bulk lattice: Hexagonal (p6m); a = 2.5435 AA; alpha = 120.00 deg
#        Basis: a = [2.5435 0.0000]; b = [-1.2717  2.2027]
# Surface lattice: Rectangular (pg[1 0]); a = 4.4055 AA; b = 7.6305 AA
#
# Exporting beams from 3 domain(s) out of 3 symmetry-equivalent ones
# Domain 1 - Basis: a = [0.0000 4.4055]; b = [7.6305 0.0000]
#            Superlattice: [[1 2] [3 0]]
# Domain 2 - Basis: a = [-3.8152  2.2027]; b = [-3.8153 -6.6082]
#            Superlattice: [[-1  1] [-3 -3]]
# Domain 3 - Basis: a = [3.8153 2.2027]; b = [-3.8152  6.6082]
#            Superlattice: [[2 1] [0 3]]
#
# * h and k are the surface Miller indices of each LEED spot; both fractional
#   and floating-point versions are provided.
# * gx and gy are the horizontal and vertical components of reciprocal lattice
#   vectors in AA^(-1), and include a factor of 2*pi.
# * Beams with the same absolute value of "group" are symmetry equivalent (at
#   normal incidence); extinct spots have a negative "group" index.
# * The domains contributing to each spot are listed in "domain(s)". Domains
#   contributing with glide-extinct spots are reported in parentheses.

(   h |   k ),    h   ,    k   ,    gx   ,    gy   ,group,domain(s),
( 11/6|  7/3), 1.83333, 2.33333,  4.52887,  9.27045,  145,        3,
( 25/6| -7/3), 4.16667,-2.33333, 10.29288, -0.71311,  145,        3,
(  7/3| 11/6), 2.33333, 1.83333,  5.76401,  8.55734,  145,        1,
(-17/6| -4/3),-2.83333,-1.33333, -6.99916, -7.84423,  146,        3,
(-25/6|  4/3),-4.16667, 1.33333,-10.29288, -2.13933,  146,        3,
( -4/3|-17/6),-1.33333,-2.83333, -3.29372, -9.98356,  146,        1,
( 17/6|-25/6), 2.83333,-4.16667,  6.99916, -7.84423,  146,        2,
( 25/6|-17/6), 4.16667,-2.83333, 10.29288, -2.13933,  146,        2,
(  4/3|-25/6), 1.33333,-4.16667,  3.29372, -9.98356,  146,        1,
(-17/6| 25/6),-2.83333, 4.16667, -6.99916,  7.84423,  147,        2,
(-25/6| 17/6),-4.16667, 2.83333,-10.29288,  2.13933,  147,        2,
( -4/3| 25/6),-1.33333, 4.16667, -3.29372,  9.98356,  147,        1,
( 17/6|  4/3), 2.83333, 1.33333,  6.99916,  7.84423,  147,        3,
( 25/6| -4/3), 4.16667,-1.33333, 10.29288,  2.13933,  147,        3,
(  4/3| 17/6), 1.33333, 2.83333,  3.29372,  9.98356,  147,        1,
(-13/3| 13/6),-4.33333, 2.16667,-10.70459,  0.00000,  148,        1,
(-13/6|-13/6),-2.16667,-2.16667, -5.35230, -9.27045,  148,        2,
(-13/6| 13/3),-2.16667, 4.33333, -5.35230,  9.27045,  148,        3,
( 13/3|-13/6), 4.33333,-2.16667, 10.70459, -0.00000,  148,        1,
( 13/6|-13/3), 2.16667,-4.33333,  5.35230, -9.27045,  148,        3,
( 13/6| 13/6), 2.16667, 2.16667,  5.35230,  9.27045,  148,        2,
( -1/6|-11/3),-0.16667,-3.66667, -0.41172,-10.69667,  149,        3,
(-11/3| -1/6),-3.66667,-0.16667, -9.05773, -5.70489,  149,        1,
(-23/6| 11/3),-3.83333, 3.66667, -9.46945,  4.99178,  149,        3,
(  1/6|-23/6), 0.16667,-3.83333,  0.41172,-10.69667,  149,        2,
( 11/3|-23/6), 3.66667,-3.83333,  9.05773, -5.70489,  149,        1,
( 23/6| -1/6), 3.83333,-0.16667,  9.46945,  4.99178,  149,        2,
( -1/6| 23/6),-0.16667, 3.83333, -0.41172, 10.69667,  150,        2,
(-11/3| 23/6),-3.66667, 3.83333, -9.05773,  5.70489,  150,        1,
(-23/6|  1/6),-3.83333, 0.16667, -9.46945, -4.99178,  150,        2,
(  1/6| 11/3), 0.16667, 3.66667,  0.41172, 10.69667,  150,        3,
( 11/3|  1/6), 3.66667, 0.16667,  9.05773,  5.70489,  150,        1,
( 23/6|-11/3), 3.83333,-3.66667,  9.46945, -4.99178,  150,        3,
( -1/2| -7/2),-0.50000,-3.50000, -1.23515,-10.69667,  151,        2,
( -4  |  1/2),-4.00000, 0.50000, -9.88116, -4.27867,  151,        1,
( -7/2|  4  ),-3.50000, 4.00000, -8.64602,  6.41800,  151,        3,
(  1/2| -4  ), 0.50000,-4.00000,  1.23515,-10.69667,  151,        3,
(  4  | -7/2), 4.00000,-3.50000,  9.88116, -4.27867,  151,        1,
(  7/2|  1/2), 3.50000, 0.50000,  8.64602,  6.41800,  151,        2,
( -1/2|  4  ),-0.50000, 4.00000, -1.23515, 10.69667,  152,        3,
( -4  |  7/2),-4.00000, 3.50000, -9.88116,  4.27867,  152,        1,
( -7/2| -1/2),-3.50000,-0.50000, -8.64602, -6.41800,  152,        2,
(  1/2|  7/2), 0.50000, 3.50000,  1.23515, 10.69667,  152,        2,
(  4  | -1/2), 4.00000,-0.50000,  9.88116,  4.27867,  152,        1,
(  7/2| -4  ), 3.50000,-4.00000,  8.64602, -6.41800,  152,        3,
(-13/3|  5/3),-4.33333, 1.66667,-10.70459, -1.42622,  153,    1+2+3,
( 13/3| -8/3), 4.33333,-2.66667, 10.70459, -1.42622,  153,    1+2+3,
( -8/3| -5/3),-2.66667,-1.66667, -6.58744, -8.55734,  154,    1+2+3,
(  8/3|-13/3), 2.66667,-4.33333,  6.58744, -8.55734,  154,    1+2+3,
( -5/3| -8/3),-1.66667,-2.66667, -4.11715, -9.98356,  155,    1+2+3,
(  5/3|-13/3), 1.66667,-4.33333,  4.11715, -9.98356,  155,    1+2+3,
(-13/3|  8/3),-4.33333, 2.66667,-10.70459,  1.42622,  156,    1+2+3,
( 13/3| -5/3), 4.33333,-1.66667, 10.70459,  1.42622,  156,    1+2+3,
( -8/3| 13/3),-2.66667, 4.33333, -6.58744,  8.55734,  157,    1+2+3,
(  8/3|  5/3), 2.66667, 1.66667,  6.58744,  8.55734,  157,    1+2+3,
( -5/3| 13/3),-1.66667, 4.33333, -4.11715,  9.98356,  158,    1+2+3,
(  5/3|  8/3), 1.66667, 2.66667,  4.11715,  9.98356,  158,    1+2+3,
(-10/3| -5/6),-3.33333,-0.83333, -8.23430, -7.13112,  159,        1,
(-25/6| 10/3),-4.16667, 3.33333,-10.29288,  3.56556,  159,        3,
( -5/6|-10/3),-0.83333,-3.33333, -2.05858,-10.69667,  159,        3,
( 10/3|-25/6), 3.33333,-4.16667,  8.23430, -7.13112,  159,        1,
( 25/6| -5/6), 4.16667,-0.83333, 10.29288,  3.56556,  159,        2,
(  5/6|-25/6), 0.83333,-4.16667,  2.05858,-10.69667,  159,        2,
(-10/3| 25/6),-3.33333, 4.16667, -8.23430,  7.13112,  160,        1,
(-25/6|  5/6),-4.16667, 0.83333,-10.29288, -3.56556,  160,        2,
( -5/6| 25/6),-0.83333, 4.16667, -2.05858, 10.69667,  160,        2,
( 10/3|  5/6), 3.33333, 0.83333,  8.23430,  7.13112,  160,        1,
( 25/6|-10/3), 4.16667,-3.33333, 10.29288, -3.56556,  160,        3,
(  5/6| 10/3), 0.83333, 3.33333,  2.05858, 10.69667,  160,        3,
(-13/3|  7/6),-4.33333, 1.16667,-10.70459, -2.85245,  161,        1,
(-19/6| 13/3),-3.16667, 4.33333, -7.82259,  7.84423,  161,        3,
( -7/6|-19/6),-1.16667,-3.16667, -2.88201,-10.69667,  161,        2,
( 13/3|-19/6), 4.33333,-3.16667, 10.70459, -2.85245,  161,        1,
( 19/6|  7/6), 3.16667, 1.16667,  7.82259,  7.84423,  161,        2,
(  7/6|-13/3), 1.16667,-4.33333,  2.88201,-10.69667,  161,        3,
(-13/3| 19/6),-4.33333, 3.16667,-10.70459,  2.85245,  162,        1,
(-19/6| -7/6),-3.16667,-1.16667, -7.82259, -7.84423,  162,        2,
( -7/6| 13/3),-1.16667, 4.33333, -2.88201, 10.69667,  162,        3,
( 13/3| -7/6), 4.33333,-1.16667, 10.70459,  2.85245,  162,        1,
( 19/6|-13/3), 3.16667,-4.33333,  7.82259, -7.84423,  162,        3,
(  7/6| 19/6), 1.16667, 3.16667,  2.88201, 10.69667,  162,        2,
( -2  | -5/2),-2.00000,-2.50000, -4.94058, -9.98356,  163,        1,
( -5/2| -2  ),-2.50000,-2.00000, -6.17573, -9.27045,  163,        3,
( -9/2|  2  ),-4.50000, 2.00000,-11.11631, -0.71311,  163,        3,
(  2  | -9/2), 2.00000,-4.50000,  4.94058, -9.98356,  163,        1,
(  5/2| -9/2), 2.50000,-4.50000,  6.17573, -9.27045,  163,        2,
(  9/2| -5/2), 4.50000,-2.50000, 11.11631, -0.71311,  163,        2,
( -2  |  9/2),-2.00000, 4.50000, -4.94058,  9.98356,  164,        1,
( -5/2|  9/2),-2.50000, 4.50000, -6.17573,  9.27045,  164,        2,
( -9/2|  5/2),-4.50000, 2.50000,-11.11631,  0.71311,  164,        2,
(  2  |  5/2), 2.00000, 2.50000,  4.94058,  9.98356,  164,        1,
(  5/2|  2  ), 2.50000, 2.00000,  6.17573,  9.27045,  164,        3,
(  9/2| -2  ), 4.50000,-2.00000, 11.11631,  0.71311,  164,        3,
( -3  | -3/2),-3.00000,-1.50000, -7.41087, -8.55734,  165,        1,
( -3/2| -3  ),-1.50000,-3.00000, -3.70544,-10.69667,  165,        3,
( -9/2|  3  ),-4.50000, 3.00000,-11.11631,  2.13933,  165,        3,
(  3  | -9/2), 3.00000,-4.50000,  7.41087, -8.55734,  165,        1,
(  3/2| -9/2), 1.50000,-4.50000,  3.70544,-10.69667,  165,        2,
(  9/2| -3/2), 4.50000,-1.50000, 11.11631,  2.13933,  165,        2,
( -3  |  9/2),-3.00000, 4.50000, -7.41087,  8.55734,  166,        1,
( -3/2|  9/2),-1.50000, 4.50000, -3.70544, 10.69667,  166,        2,
( -9/2|  3/2),-4.50000, 1.50000,-11.11631, -2.13933,  166,        2,
(  3  |  3/2), 3.00000, 1.50000,  7.41087,  8.55734,  166,        1,
(  3/2|  3  ), 1.50000, 3.00000,  3.70544, 10.69667,  166,        3,
(  9/2| -3  ), 4.50000,-3.00000, 11.11631, -2.13933,  166,        3,
( -4  |  0  ),-4.00000, 0.00000, -9.88116, -5.70489,  167,    1+2+3,
(  0  | -4  ), 0.00000,-4.00000,  0.00000,-11.40979,  167,    1+2+3,
(  4  | -4  ), 4.00000,-4.00000,  9.88116, -5.70489,  167,    1+2+3,
( -4  |  4  ),-4.00000, 4.00000, -9.88116,  5.70489,  168,    1+2+3,
(  4  |  0  ), 4.00000, 0.00000,  9.88116,  5.70489,  168,    1+2+3,
( -4  |  4  ),-4.00000, 4.00000, -9.88116,  5.70489,  169,    1+2+3,
(  0  |  4  ), 0.00000, 4.00000,  0.00000, 11.40979,  169,    1+2+3,
(  4  |  0  ), 4.00000, 0.00000,  9.88116,  5.70489,  169,    1+2+3,
( -1/3|-23/6),-0.33333,-3.83333, -0.82343,-11.40979,  170,        1,
(-23/6| -1/3),-3.83333,-0.33333, -9.46945, -6.41800,  170,        3,
(-25/6|  1/3),-4.16667, 0.33333,-10.29288, -4.99178,  170,        3,
(  1/3|-25/6), 0.33333,-4.16667,  0.82343,-11.40979,  170,        1,
( 23/6|-25/6), 3.83333,-4.16667,  9.46945, -6.41800,  170,        2,
( 25/6|-23/6), 4.16667,-3.83333, 10.29288, -4.99178,  170,        2,
( -1/3| 25/6),-0.33333, 4.16667, -0.82343, 11.40979,  171,        1,
(-23/6| 25/6),-3.83333, 4.16667, -9.46945,  6.41800,  171,        2,
(-25/6| 23/6),-4.16667, 3.83333,-10.29288,  4.99178,  171,        2,
(  1/3| 23/6), 0.33333, 3.83333,  0.82343, 11.40979,  171,        1,
( 23/6|  1/3), 3.83333, 0.33333,  9.46945,  6.41800,  171,        3,
( 25/6| -1/3), 4.16667,-0.33333, 10.29288,  4.99178,  171,        3,
(-13/3|  2/3),-4.33333, 0.66667,-10.70459, -4.27867,  172,    1+2+3,
( 13/3|-11/3), 4.33333,-3.66667, 10.70459, -4.27867,  172,    1+2+3,
(-11/3| -2/3),-3.66667,-0.66667, -9.05773, -7.13112,  173,    1+2+3,
( 11/3|-13/3), 3.66667,-4.33333,  9.05773, -7.13112,  173,    1+2+3,
( -2/3|-11/3),-0.66667,-3.66667, -1.64686,-11.40979,  174,    1+2+3,
(  2/3|-13/3), 0.66667,-4.33333,  1.64686,-11.40979,  174,    1+2+3,
( -2/3| 13/3),-0.66667, 4.33333, -1.64686, 11.40979,  175,    1+2+3,
(  2/3| 11/3), 0.66667, 3.66667,  1.64686, 11.40979,  175,    1+2+3,
(-14/3|  7/3),-4.66667, 2.33333,-11.52802,  0.00000,  176,    1+2+3,
( -7/3| -7/3),-2.33333,-2.33333, -5.76401, -9.98356,  176,    1+2+3,
( 14/3| -7/3), 4.66667,-2.33333, 11.52802, -0.00000,  176,    1+2+3,
(  7/3|-14/3), 2.33333,-4.66667,  5.76401, -9.98356,  176,    1+2+3,
(-14/3|  7/3),-4.66667, 2.33333,-11.52802,  0.00000,  177,    1+2+3,
( -7/3| 14/3),-2.33333, 4.66667, -5.76401,  9.98356,  177,    1+2+3,
( 14/3| -7/3), 4.66667,-2.33333, 11.52802, -0.00000,  177,    1+2+3,
(  7/3|  7/3), 2.33333, 2.33333,  5.76401,  9.98356,  177,    1+2+3,
(-13/3| 11/3),-4.33333, 3.66667,-10.70459,  4.27867,  178,    1+2+3,
( 13/3| -2/3), 4.33333,-0.66667, 10.70459,  4.27867,  178,    1+2+3,
(-11/3| 13/3),-3.66667, 4.33333, -9.05773,  7.13112,  179,    1+2+3,
( 11/3|  2/3), 3.66667, 0.66667,  9.05773,  7.13112,  179,    1+2+3,
(-11/6|-17/6),-1.83333,-2.83333, -4.52887,-10.69667,  180,        2,
(-14/3| 11/6),-4.66667, 1.83333,-11.52802, -1.42622,  180,        1,
(-17/6| 14/3),-2.83333, 4.66667, -6.99916,  9.27045,  180,        3,
( 11/6|-14/3), 1.83333,-4.66667,  4.52887,-10.69667,  180,        3,
( 14/3|-17/6), 4.66667,-2.83333, 11.52802, -1.42622,  180,        1,
( 17/6| 11/6), 2.83333, 1.83333,  6.99916,  9.27045,  180,        2,
(-11/6| 14/3),-1.83333, 4.66667, -4.52887, 10.69667,  181,        3,
(-14/3| 17/6),-4.66667, 2.83333,-11.52802,  1.42622,  181,        1,
(-17/6|-11/6),-2.83333,-1.83333, -6.99916, -9.27045,  181,        2,
( 11/6| 17/6), 1.83333, 2.83333,  4.52887, 10.69667,  181,        2,
( 14/3|-11/6), 4.66667,-1.83333, 11.52802,  1.42622,  181,        1,
( 17/6|-14/3), 2.83333,-4.66667,  6.99916, -9.27045,  181,        3,
( -1  | -7/2),-1.00000,-3.50000, -2.47029,-11.40979,  182,        1,
( -7/2| -1  ),-3.50000,-1.00000, -8.64602, -7.84423,  182,        3,
( -9/2|  1  ),-4.50000, 1.00000,-11.11631, -3.56556,  182,        3,
(  1  | -9/2), 1.00000,-4.50000,  2.47029,-11.40979,  182,        1,
(  7/2| -9/2), 3.50000,-4.50000,  8.64602, -7.84423,  182,        2,
(  9/2| -7/2), 4.50000,-3.50000, 11.11631, -3.56556,  182,        2,
( -1  |  9/2),-1.00000, 4.50000, -2.47029, 11.40979,  183,        1,
( -7/2|  9/2),-3.50000, 4.50000, -8.64602,  7.84423,  183,        2,
( -9/2|  7/2),-4.50000, 3.50000,-11.11631,  3.56556,  183,        2,
(  1  |  7/2), 1.00000, 3.50000,  2.47029, 11.40979,  183,        1,
(  7/2|  1  ), 3.50000, 1.00000,  8.64602,  7.84423,  183,        3,
(  9/2| -1  ), 4.50000,-1.00000, 11.11631,  3.56556,  183,        3,
(-10/3| -4/3),-3.33333,-1.33333, -8.23430, -8.55734,  184,    1+2+3,
( 10/3|-14/3), 3.33333,-4.66667,  8.23430, -8.55734,  184,    1+2+3,
( -4/3|-10/3),-1.33333,-3.33333, -3.29372,-11.40979,  185,    1+2+3,
(  4/3|-14/3), 1.33333,-4.66667,  3.29372,-11.40979,  185,    1+2+3,
( -4/3| 14/3),-1.33333, 4.66667, -3.29372, 11.40979,  186,    1+2+3,
(  4/3| 10/3), 1.33333, 3.33333,  3.29372, 11.40979,  186,    1+2+3,
(-14/3|  4/3),-4.66667, 1.33333,-11.52802, -2.85245,  187,    1+2+3,
( 14/3|-10/3), 4.66667,-3.33333, 11.52802, -2.85245,  187,    1+2+3,
(-14/3| 10/3),-4.66667, 3.33333,-11.52802,  2.85245,  188,    1+2+3,
( 14/3| -4/3), 4.66667,-1.33333, 11.52802,  2.85245,  188,    1+2+3,
(-10/3| 14/3),-3.33333, 4.66667, -8.23430,  8.55734,  189,    1+2+3,
( 10/3|  4/3), 3.33333, 1.33333,  8.23430,  8.55734,  189,    1+2+3,
(-13/6| -8/3),-2.16667,-2.66667, -5.35230,-10.69667,  190,        3,
(-29/6|  8/3),-4.83333, 2.66667,-11.93974,  0.71311,  190,        3,
( -8/3|-13/6),-2.66667,-2.16667, -6.58744, -9.98356,  190,        1,
( 13/6|-29/6), 2.16667,-4.83333,  5.35230,-10.69667,  190,        2,
( 29/6|-13/6), 4.83333,-2.16667, 11.93974,  0.71311,  190,        2,
(  8/3|-29/6), 2.66667,-4.83333,  6.58744, -9.98356,  190,        1,
(-13/6| 29/6),-2.16667, 4.83333, -5.35230, 10.69667,  191,        2,
(-29/6| 13/6),-4.83333, 2.16667,-11.93974, -0.71311,  191,        2,
( -8/3| 29/6),-2.66667, 4.83333, -6.58744,  9.98356,  191,        1,
( 13/6|  8/3), 2.16667, 2.66667,  5.35230, 10.69667,  191,        3,
( 29/6| -8/3), 4.83333,-2.66667, 11.93974, -0.71311,  191,        3,
(  8/3| 13/6), 2.66667, 2.16667,  6.58744,  9.98356,  191,        1,
(-19/6| -5/3),-3.16667,-1.66667, -7.82259, -9.27045,  192,        3,
(-29/6|  5/3),-4.83333, 1.66667,-11.93974, -2.13933,  192,        3,
( -5/3|-19/6),-1.66667,-3.16667, -4.11715,-11.40979,  192,        1,
( 19/6|-29/6), 3.16667,-4.83333,  7.82259, -9.27045,  192,        2,
( 29/6|-19/6), 4.83333,-3.16667, 11.93974, -2.13933,  192,        2,
(  5/3|-29/6), 1.66667,-4.83333,  4.11715,-11.40979,  192,        1,
(-19/6| 29/6),-3.16667, 4.83333, -7.82259,  9.27045,  193,        2,
(-29/6| 19/6),-4.83333, 3.16667,-11.93974,  2.13933,  193,        2,
( -5/3| 29/6),-1.66667, 4.83333, -4.11715, 11.40979,  193,        1,
( 19/6|  5/3), 3.16667, 1.66667,  7.82259,  9.27045,  193,        3,
( 29/6| -5/3), 4.83333,-1.66667, 11.93974,  2.13933,  193,        3,
(  5/3| 19/6), 1.66667, 3.16667,  4.11715, 11.40979,  193,        1,
( -1/6| 13/3),-0.16667, 4.33333, -0.41172, 12.12290,  194,        3,
(-13/3| 25/6),-4.33333, 4.16667,-10.70459,  5.70489,  194,        1,
(-25/6| -1/6),-4.16667,-0.16667,-10.29288, -6.41800,  194,        2,
(  1/6| 25/6), 0.16667, 4.16667,  0.41172, 12.12290,  194,        2,
( 13/3| -1/6), 4.33333,-0.16667, 10.70459,  5.70489,  194,        1,
( 25/6|-13/3), 4.16667,-4.33333, 10.29288, -6.41800,  194,        3,
( -1/6|-25/6),-0.16667,-4.16667, -0.41172,-12.12290,  195,        2,
(-13/3|  1/6),-4.33333, 0.16667,-10.70459, -5.70489,  195,        1,
(-25/6| 13/3),-4.16667, 4.33333,-10.29288,  6.41800,  195,        3,
(  1/6|-13/3), 0.16667,-4.33333,  0.41172,-12.12290,  195,        3,
( 13/3|-25/6), 4.33333,-4.16667, 10.70459, -5.70489,  195,        1,
( 25/6|  1/6), 4.16667, 0.16667, 10.29288,  6.41800,  195,        2,
( -1/2| -4  ),-0.50000,-4.00000, -1.23515,-12.12290,  196,        3,
( -4  | -1/2),-4.00000,-0.50000, -9.88116, -7.13112,  196,        1,
( -9/2|  4  ),-4.50000, 4.00000,-11.11631,  4.99178,  196,        3,
(  1/2| -9/2), 0.50000,-4.50000,  1.23515,-12.12290,  196,        2,
(  4  | -9/2), 4.00000,-4.50000,  9.88116, -7.13112,  196,        1,
(  9/2| -1/2), 4.50000,-0.50000, 11.11631,  4.99178,  196,        2,
( -1/2|  9/2),-0.50000, 4.50000, -1.23515, 12.12290,  197,        2,
( -4  |  9/2),-4.00000, 4.50000, -9.88116,  7.13112,  197,        1,
( -9/2|  1/2),-4.50000, 0.50000,-11.11631, -4.99178,  197,        2,
(  1/2|  4  ), 0.50000, 4.00000,  1.23515, 12.12290,  197,        3,
(  4  |  1/2), 4.00000, 0.50000,  9.88116,  7.13112,  197,        1,
(  9/2| -4  ), 4.50000,-4.00000, 11.11631, -4.99178,  197,        3,
(-14/3|  5/6),-4.66667, 0.83333,-11.52802, -4.27867,  198,        1,
(-23/6| 14/3),-3.83333, 4.66667, -9.46945,  7.84423,  198,        3,
( -5/6|-23/6),-0.83333,-3.83333, -2.05858,-12.12290,  198,        2,
( 14/3|-23/6), 4.66667,-3.83333, 11.52802, -4.27867,  198,        1,
( 23/6|  5/6), 3.83333, 0.83333,  9.46945,  7.84423,  198,        2,
(  5/6|-14/3), 0.83333,-4.66667,  2.05858,-12.12290,  198,        3,
(-14/3| 23/6),-4.66667, 3.83333,-11.52802,  4.27867,  199,        1,
(-23/6| -5/6),-3.83333,-0.83333, -9.46945, -7.84423,  199,        2,
( -5/6| 14/3),-0.83333, 4.66667, -2.05858, 12.12290,  199,        3,
( 14/3| -5/6), 4.66667,-0.83333, 11.52802,  4.27867,  199,        1,
( 23/6|-14/3), 3.83333,-4.66667,  9.46945, -7.84423,  199,        3,
(  5/6| 23/6), 0.83333, 3.83333,  2.05858, 12.12290,  199,        2,
( -5  |  5/2),-5.00000, 2.50000,-12.35146,  0.00000,  200,        1,
( -5/2| -5/2),-2.50000,-2.50000, -6.17573,-10.69667,  200,        2,
( -5/2|  5  ),-2.50000, 5.00000, -6.17573, 10.69667,  200,        3,
(  5  | -5/2), 5.00000,-2.50000, 12.35146, -0.00000,  200,        1,
(  5/2| -5  ), 2.50000,-5.00000,  6.17573,-10.69667,  200,        3,
(  5/2|  5/2), 2.50000, 2.50000,  6.17573, 10.69667,  200,        2,
( -3  | -2  ),-3.00000,-2.00000, -7.41087, -9.98356,  201,    1+2+3,
(  3  | -5  ), 3.00000,-5.00000,  7.41087, -9.98356,  201,    1+2+3,
( -2  | -3  ),-2.00000,-3.00000, -4.94058,-11.40979,  202,    1+2+3,
(  2  | -5  ), 2.00000,-5.00000,  4.94058,-11.40979,  202,    1+2+3,
( -2  |  5  ),-2.00000, 5.00000, -4.94058, 11.40979,  203,    1+2+3,
(  2  |  3  ), 2.00000, 3.00000,  4.94058, 11.40979,  203,    1+2+3,
( -5  |  2  ),-5.00000, 2.00000,-12.35146, -1.42622,  204,    1+2+3,
(  5  | -3  ), 5.00000,-3.00000, 12.35146, -1.42622,  204,    1+2+3,
( -5  |  3  ),-5.00000, 3.00000,-12.35146,  1.42622,  205,    1+2+3,
(  5  | -2  ), 5.00000,-2.00000, 12.35146,  1.42622,  205,    1+2+3,
( -3  |  5  ),-3.00000, 5.00000, -7.41087,  9.98356,  206,    1+2+3,
(  3  |  2  ), 3.00000, 2.00000,  7.41087,  9.98356,  206,    1+2+3,
(-11/3| -7/6),-3.66667,-1.16667, -9.05773, -8.55734,  207,        1,
(-29/6| 11/3),-4.83333, 3.66667,-11.93974,  3.56556,  207,        3,
( -7/6|-11/3),-1.16667,-3.66667, -2.88201,-12.12290,  207,        3,
( 11/3|-29/6), 3.66667,-4.83333,  9.05773, -8.55734,  207,        1,
( 29/6| -7/6), 4.83333,-1.16667, 11.93974,  3.56556,  207,        2,
(  7/6|-29/6), 1.16667,-4.83333,  2.88201,-12.12290,  207,        2,
(-11/3| 29/6),-3.66667, 4.83333, -9.05773,  8.55734,  208,        1,
(-29/6|  7/6),-4.83333, 1.16667,-11.93974, -3.56556,  208,        2,
( -7/6| 29/6),-1.16667, 4.83333, -2.88201, 12.12290,  208,        2,
( 11/3|  7/6), 3.66667, 1.16667,  9.05773,  8.55734,  208,        1,
( 29/6|-11/3), 4.83333,-3.66667, 11.93974, -3.56556,  208,        3,
(  7/6| 11/3), 1.16667, 3.66667,  2.88201, 12.12290,  208,        3,
( -3/2| -7/2),-1.50000,-3.50000, -3.70544,-12.12290,  209,        2,
( -5  |  3/2),-5.00000, 1.50000,-12.35146, -2.85245,  209,        1,
( -7/2|  5  ),-3.50000, 5.00000, -8.64602,  9.27045,  209,        3,
(  3/2| -5  ), 1.50000,-5.00000,  3.70544,-12.12290,  209,        3,
(  5  | -7/2), 5.00000,-3.50000, 12.35146, -2.85245,  209,        1,
(  7/2|  3/2), 3.50000, 1.50000,  8.64602,  9.27045,  209,        2,
( -3/2|  5  ),-1.50000, 5.00000, -3.70544, 12.12290,  210,        3,
( -5  |  7/2),-5.00000, 3.50000,-12.35146,  2.85245,  210,        1,
( -7/2| -3/2),-3.50000,-1.50000, -8.64602, -9.27045,  210,        2,
(  3/2|  7/2), 1.50000, 3.50000,  3.70544, 12.12290,  210,        2,
(  5  | -3/2), 5.00000,-1.50000, 12.35146,  2.85245,  210,        1,
(  7/2| -5  ), 3.50000,-5.00000,  8.64602, -9.27045,  210,        3,
(-17/6| -7/3),-2.83333,-2.33333, -6.99916,-10.69667,  211,        3,
(-31/6|  7/3),-5.16667, 2.33333,-12.76317, -0.71311,  211,        3,
( -7/3|-17/6),-2.33333,-2.83333, -5.76401,-11.40979,  211,        1,
( 17/6|-31/6), 2.83333,-5.16667,  6.99916,-10.69667,  211,        2,
( 31/6|-17/6), 5.16667,-2.83333, 12.76317, -0.71311,  211,        2,
(  7/3|-31/6), 2.33333,-5.16667,  5.76401,-11.40979,  211,        1,
(-17/6| 31/6),-2.83333, 5.16667, -6.99916, 10.69667,  212,        2,
(-31/6| 17/6),-5.16667, 2.83333,-12.76317,  0.71311,  212,        2,
( -7/3| 31/6),-2.33333, 5.16667, -5.76401, 11.40979,  212,        1,
( 17/6|  7/3), 2.83333, 2.33333,  6.99916, 10.69667,  212,        3,
( 31/6| -7/3), 5.16667,-2.33333, 12.76317,  0.71311,  212,        3,
(  7/3| 17/6), 2.33333, 2.83333,  5.76401, 11.40979,  212,        1,
( -9/2|  0  ),-4.50000, 0.00000,-11.11631, -6.41800, -213,      (3),
(  0  | -9/2), 0.00000,-4.50000,  0.00000,-12.83601, -213,      (1),
(  9/2| -9/2), 4.50000,-4.50000, 11.11631, -6.41800, -213,      (2),
( -9/2|  9/2),-4.50000, 4.50000,-11.11631,  6.41800, -214,      (2),
(  0  |  9/2), 0.00000, 4.50000,  0.00000, 12.83601, -214,      (1),
(  9/2|  0  ), 4.50000, 0.00000, 11.11631,  6.41800, -214,      (3),
(-13/3| -1/3),-4.33333,-0.33333,-10.70459, -7.13112,  215,    1+2+3,
( 13/3|-14/3), 4.33333,-4.66667, 10.70459, -7.13112,  215,    1+2+3,
( -1/3|-13/3),-0.33333,-4.33333, -0.82343,-12.83601,  216,    1+2+3,
(  1/3|-14/3), 0.33333,-4.66667,  0.82343,-12.83601,  216,    1+2+3,
(-14/3|  1/3),-4.66667, 0.33333,-11.52802, -5.70489,  217,    1+2+3,
( 14/3|-13/3), 4.66667,-4.33333, 11.52802, -5.70489,  217,    1+2+3,
(-13/3| 14/3),-4.33333, 4.66667,-10.70459,  7.13112,  218,    1+2+3,
( 13/3|  1/3), 4.33333, 0.33333, 10.70459,  7.13112,  218,    1+2+3,
