# This file was automatically generated by TLEEDMAP v.0.1a.
# It contains the list of LEED beams generated from input file:
# E:/Work/Vienna/SPECSLab/Technical/Upgrades/Python LEED-IV/00 - GUI/input examples/TaS2(0001)-(rt13xrt13)R13.9.tlm
#
# Structure: TaS2-(r13xr13)R13.9° - all domains
#
# Max. LEED Energy: 700.0 eV
# Bulk lattice: Hexagonal (p6m); a = 3.3540 AA; alpha = 120.00 deg
#        Basis: a = [3.3540 0.0000]; b = [-1.6770  2.9046]
# Surface lattice: Hexagonal (p3); a = 12.0930 AA; alpha = 120.00 deg
#
# Exporting beams from 2 domain(s) out of 2 symmetry-equivalent ones
# Domain 1 - Basis: a = [11.7390  2.9046]; b = [-8.3850  8.7139]
#            Superlattice: [[ 4  1] [-1  3]]
# Domain 2 - Basis: a = [11.7390 -2.9046]; b = [-8.3850 -8.7139]
#            Superlattice: [[ 3 -1] [-4 -3]]
#
# * h and k are the surface Miller indices of each LEED spot; both fractional
#   and floating-point versions are provided.
# * gx and gy are the horizontal and vertical components of reciprocal lattice
#   vectors in AA^(-1), and include a factor of 2*pi.
# * Beams with the same absolute value of "group" are symmetry equivalent (at
#   normal incidence); extinct spots have a negative "group" index.
# * The domains contributing to each spot are listed in "domain(s)". Domains
#   contributing with glide-extinct spots are reported in parentheses.

(   h  |   k  ),    h   ,    k   ,    gx   ,    gy   ,group,domain(s),
( 29/13| 27/13), 2.23077, 2.07692,  4.17899,  6.90543,  210,        1,
(-49/13|  1/13),-3.76923, 0.07692, -7.06105, -3.91031,  211,        1,
(-49/13| 48/13),-3.76923, 3.69231, -7.06105,  3.91031,  211,        2,
(  1/13|-49/13), 0.07692,-3.76923,  0.14410, -8.07020,  211,        2,
(  1/13| 48/13), 0.07692, 3.69231,  0.14410,  8.07020,  211,        1,
( 48/13|-49/13), 3.69231,-3.76923,  6.91695, -4.15990,  211,        1,
( 48/13|  1/13), 3.69231, 0.07692,  6.91695,  4.15990,  211,        2,
( -1/13|-48/13),-0.07692,-3.69231, -0.14410, -8.07020,  212,        1,
( -1/13| 49/13),-0.07692, 3.76923, -0.14410,  8.07020,  212,        2,
(-48/13| -1/13),-3.69231,-0.07692, -6.91695, -4.15990,  212,        2,
(-48/13| 49/13),-3.69231, 3.76923, -6.91695,  4.15990,  212,        1,
( 49/13| -1/13), 3.76923,-0.07692,  7.06105,  3.91031,  212,        1,
( 49/13|-48/13), 3.76923,-3.69231,  7.06105, -3.91031,  212,        2,
(-27/13|-29/13),-2.07692,-2.23077, -3.89078, -7.07183,  213,        2,
(-27/13| 56/13),-2.07692, 4.30769, -3.89078,  7.07183,  213,        1,
(-29/13|-27/13),-2.23077,-2.07692, -4.17899, -6.90543,  213,        1,
(-29/13| 56/13),-2.23077, 4.30769, -4.17899,  6.90543,  213,        2,
( 56/13|-27/13), 4.30769,-2.07692,  8.06978,  0.16640,  213,        2,
( 56/13|-29/13), 4.30769,-2.23077,  8.06978, -0.16640,  213,        1,
(-55/13| 17/13),-4.23077, 1.30769, -7.92567, -1.74716,  214,        2,
(-55/13| 38/13),-4.23077, 2.92308, -7.92567,  1.74716,  214,        1,
( 17/13|-55/13), 1.30769,-4.23077,  2.44975, -7.73741,  214,        1,
( 17/13| 38/13), 1.30769, 2.92308,  2.44975,  7.73741,  214,        2,
( 38/13|-55/13), 2.92308,-4.23077,  5.47592, -5.99026,  214,        2,
( 38/13| 17/13), 2.92308, 1.30769,  5.47592,  5.99026,  214,        1,
(-53/13| 10/13),-4.07692, 0.76923, -7.63747, -2.74553,  215,        2,
(-53/13| 43/13),-4.07692, 3.30769, -7.63747,  2.74553,  215,        1,
( 10/13|-53/13), 0.76923,-4.07692,  1.44103, -7.98701,  215,        1,
( 10/13| 43/13), 0.76923, 3.30769,  1.44103,  7.98701,  215,        2,
( 43/13|-53/13), 3.30769,-4.07692,  6.19644, -5.24147,  215,        2,
( 43/13| 10/13), 3.30769, 0.76923,  6.19644,  5.24147,  215,        1,
(-17/13|-38/13),-1.30769,-2.92308, -2.44975, -7.73741,  216,        2,
(-17/13| 55/13),-1.30769, 4.23077, -2.44975,  7.73741,  216,        1,
(-38/13|-17/13),-2.92308,-1.30769, -5.47592, -5.99026,  216,        1,
(-38/13| 55/13),-2.92308, 4.23077, -5.47592,  5.99026,  216,        2,
( 55/13|-17/13), 4.23077,-1.30769,  7.92567,  1.74716,  216,        2,
( 55/13|-38/13), 4.23077,-2.92308,  7.92567, -1.74716,  216,        1,
(-10/13|-43/13),-0.76923,-3.30769, -1.44103, -7.98701,  217,        2,
(-10/13| 53/13),-0.76923, 4.07692, -1.44103,  7.98701,  217,        1,
(-43/13|-10/13),-3.30769,-0.76923, -6.19644, -5.24147,  217,        1,
(-43/13| 53/13),-3.30769, 4.07692, -6.19644,  5.24147,  217,        2,
( 53/13|-10/13), 4.07692,-0.76923,  7.63747,  2.74553,  217,        2,
( 53/13|-43/13), 4.07692,-3.30769,  7.63747, -2.74553,  217,        1,
(-51/13|  3/13),-3.92308, 0.23077, -7.34926, -3.74391,  218,        2,
(-51/13| 48/13),-3.92308, 3.69231, -7.34926,  3.74391,  218,        1,
(  3/13|-51/13), 0.23077,-3.92308,  0.43231, -8.23660,  218,        1,
(  3/13| 48/13), 0.23077, 3.69231,  0.43231,  8.23660,  218,        2,
( 48/13|-51/13), 3.69231,-3.92308,  6.91695, -4.49269,  218,        2,
( 48/13|  3/13), 3.69231, 0.23077,  6.91695,  4.49269,  218,        1,
(-24/13|-33/13),-1.84615,-2.53846, -3.45848, -7.48782,  219,        2,
(-24/13| 57/13),-1.84615, 4.38462, -3.45848,  7.48782,  219,        1,
(-33/13|-24/13),-2.53846,-1.84615, -4.75540, -6.73904,  219,        1,
(-33/13| 57/13),-2.53846, 4.38462, -4.75540,  6.73904,  219,        2,
( 57/13|-24/13), 4.38462,-1.84615,  8.21388,  0.74878,  219,        2,
( 57/13|-33/13), 4.38462,-2.53846,  8.21388, -0.74878,  219,        1,
(-57/13| 24/13),-4.38462, 1.84615, -8.21388, -0.74878,  220,        2,
(-57/13| 33/13),-4.38462, 2.53846, -8.21388,  0.74878,  220,        1,
( 24/13|-57/13), 1.84615,-4.38462,  3.45848, -7.48782,  220,        1,
( 24/13| 33/13), 1.84615, 2.53846,  3.45848,  7.48782,  220,        2,
( 33/13|-57/13), 2.53846,-4.38462,  4.75540, -6.73904,  220,        2,
( 33/13| 24/13), 2.53846, 1.84615,  4.75540,  6.73904,  220,        1,
( -3/13|-48/13),-0.23077,-3.69231, -0.43231, -8.23660,  221,        2,
( -3/13| 51/13),-0.23077, 3.92308, -0.43231,  8.23660,  221,        1,
(-48/13| -3/13),-3.69231,-0.23077, -6.91695, -4.49269,  221,        1,
(-48/13| 51/13),-3.69231, 3.92308, -6.91695,  4.49269,  221,        2,
( 51/13| -3/13), 3.92308,-0.23077,  7.34926,  3.74391,  221,        2,
( 51/13|-48/13), 3.92308,-3.69231,  7.34926, -3.74391,  221,        1,
(-56/13| 16/13),-4.30769, 1.23077, -8.06978, -1.99675,  222,        1,
(-56/13| 40/13),-4.30769, 3.07692, -8.06978,  1.99675,  222,        2,
( 16/13|-56/13), 1.23077,-4.30769,  2.30565, -7.98701,  222,        2,
( 16/13| 40/13), 1.23077, 3.07692,  2.30565,  7.98701,  222,        1,
( 40/13|-56/13), 3.07692,-4.30769,  5.76413, -5.99026,  222,        1,
( 40/13| 16/13), 3.07692, 1.23077,  5.76413,  5.99026,  222,        2,
(-16/13|-40/13),-1.23077,-3.07692, -2.30565, -7.98701,  223,        1,
(-16/13| 56/13),-1.23077, 4.30769, -2.30565,  7.98701,  223,        2,
(-40/13|-16/13),-3.07692,-1.23077, -5.76413, -5.99026,  223,        2,
(-40/13| 56/13),-3.07692, 4.30769, -5.76413,  5.99026,  223,        1,
( 56/13|-16/13), 4.30769,-1.23077,  8.06978,  1.99675,  223,        1,
( 56/13|-40/13), 4.30769,-3.07692,  8.06978, -1.99675,  223,        2,
(-55/13| 12/13),-4.23077, 0.92308, -7.92567, -2.57914,  224,        1,
(-55/13| 43/13),-4.23077, 3.30769, -7.92567,  2.57914,  224,        2,
( 12/13|-55/13), 0.92308,-4.23077,  1.72924, -8.15340,  224,        2,
( 12/13| 43/13), 0.92308, 3.30769,  1.72924,  8.15340,  224,        1,
( 43/13|-55/13), 3.30769,-4.23077,  6.19644, -5.57427,  224,        1,
( 43/13| 12/13), 3.30769, 0.92308,  6.19644,  5.57427,  224,        2,
(-20/13|-37/13),-1.53846,-2.84615, -2.88206, -7.82061,  225,        1,
(-20/13| 57/13),-1.53846, 4.38462, -2.88206,  7.82061,  225,        2,
(-37/13|-20/13),-2.84615,-1.53846, -5.33182, -6.40625,  225,        2,
(-37/13| 57/13),-2.84615, 4.38462, -5.33182,  6.40625,  225,        1,
( 57/13|-20/13), 4.38462,-1.53846,  8.21388,  1.41437,  225,        1,
( 57/13|-37/13), 4.38462,-2.84615,  8.21388, -1.41437,  225,        2,
(-12/13|-43/13),-0.92308,-3.30769, -1.72924, -8.15340,  226,        1,
(-12/13| 55/13),-0.92308, 4.23077, -1.72924,  8.15340,  226,        2,
(-43/13|-12/13),-3.30769,-0.92308, -6.19644, -5.57427,  226,        2,
(-43/13| 55/13),-3.30769, 4.23077, -6.19644,  5.57427,  226,        1,
( 55/13|-12/13), 4.23077,-0.92308,  7.92567,  2.57914,  226,        1,
( 55/13|-43/13), 4.23077,-3.30769,  7.92567, -2.57914,  226,        2,
(-57/13| 20/13),-4.38462, 1.53846, -8.21388, -1.41437,  227,        1,
(-57/13| 37/13),-4.38462, 2.84615, -8.21388,  1.41437,  227,        2,
( 20/13|-57/13), 1.53846,-4.38462,  2.88206, -7.82061,  227,        2,
( 20/13| 37/13), 1.53846, 2.84615,  2.88206,  7.82061,  227,        1,
( 37/13|-57/13), 2.84615,-4.38462,  5.33182, -6.40625,  227,        1,
( 37/13| 20/13), 2.84615, 1.53846,  5.33182,  6.40625,  227,        2,
(-58/13| 24/13),-4.46154, 1.84615, -8.35798, -0.83198,  228,        1,
(-58/13| 34/13),-4.46154, 2.61538, -8.35798,  0.83198,  228,        2,
( 24/13|-58/13), 1.84615,-4.46154,  3.45848, -7.65422,  228,        2,
( 24/13| 34/13), 1.84615, 2.61538,  3.45848,  7.65422,  228,        1,
( 34/13|-58/13), 2.61538,-4.46154,  4.89951, -6.82224,  228,        1,
( 34/13| 24/13), 2.61538, 1.84615,  4.89951,  6.82224,  228,        2,
(-56/13| 14/13),-4.30769, 1.07692, -8.06978, -2.32954,  229,        2,
(-56/13| 42/13),-4.30769, 3.23077, -8.06978,  2.32954,  229,        1,
( 14/13|-56/13), 1.07692,-4.30769,  2.01744, -8.15340,  229,        1,
( 14/13| 42/13), 1.07692, 3.23077,  2.01744,  8.15340,  229,        2,
( 42/13|-56/13), 3.23077,-4.30769,  6.05233, -5.82386,  229,        2,
( 42/13| 14/13), 3.23077, 1.07692,  6.05233,  5.82386,  229,        1,
(-54/13| 46/13),-4.15385, 3.53846, -7.78157,  3.16152,  230,        2,
(-54/13|  8/13),-4.15385, 0.61538, -7.78157, -3.16152,  230,        1,
( 46/13|-54/13), 3.53846,-4.15385,  6.62874, -5.15828,  230,        1,
( 46/13|  8/13), 3.53846, 0.61538,  6.62874,  5.15828,  230,        2,
(  8/13|-54/13), 0.61538,-4.15385,  1.15283, -8.31980,  230,        2,
(  8/13| 46/13), 0.61538, 3.53846,  1.15283,  8.31980,  230,        1,
(-46/13| -8/13),-3.53846,-0.61538, -6.62874, -5.15828,  231,        2,
(-46/13| 54/13),-3.53846, 4.15385, -6.62874,  5.15828,  231,        1,
( -8/13|-46/13),-0.61538,-3.53846, -1.15283, -8.31980,  231,        1,
( -8/13| 54/13),-0.61538, 4.15385, -1.15283,  8.31980,  231,        2,
( 54/13|-46/13), 4.15385,-3.53846,  7.78157, -3.16152,  231,        2,
( 54/13| -8/13), 4.15385,-0.61538,  7.78157,  3.16152,  231,        1,
(-24/13|-34/13),-1.84615,-2.61538, -3.45848, -7.65422,  232,        1,
(-24/13| 58/13),-1.84615, 4.46154, -3.45848,  7.65422,  232,        2,
(-34/13|-24/13),-2.61538,-1.84615, -4.89951, -6.82224,  232,        2,
(-34/13| 58/13),-2.61538, 4.46154, -4.89951,  6.82224,  232,        1,
( 58/13|-24/13), 4.46154,-1.84615,  8.35798,  0.83198,  232,        1,
( 58/13|-34/13), 4.46154,-2.61538,  8.35798, -0.83198,  232,        2,
(-14/13|-42/13),-1.07692,-3.23077, -2.01744, -8.15340,  233,        2,
(-14/13| 56/13),-1.07692, 4.30769, -2.01744,  8.15340,  233,        1,
(-42/13|-14/13),-3.23077,-1.07692, -6.05233, -5.82386,  233,        1,
(-42/13| 56/13),-3.23077, 4.30769, -6.05233,  5.82386,  233,        2,
( 56/13|-14/13), 4.30769,-1.07692,  8.06978,  2.32954,  233,        2,
( 56/13|-42/13), 4.30769,-3.23077,  8.06978, -2.32954,  233,        1,
(-47/13| -7/13),-3.61538,-0.53846, -6.77285, -5.07508,  234,        1,
(-47/13| 54/13),-3.61538, 4.15385, -6.77285,  5.07508,  234,        2,
( -7/13|-47/13),-0.53846,-3.61538, -1.00872, -8.40300,  234,        2,
( -7/13| 54/13),-0.53846, 4.15385, -1.00872,  8.40300,  234,        1,
( 54/13|-47/13), 4.15385,-3.61538,  7.78157, -3.32792,  234,        1,
( 54/13| -7/13), 4.15385,-0.53846,  7.78157,  3.32792,  234,        2,
(-58/13| 21/13),-4.46154, 1.61538, -8.35798, -1.33117,  235,        2,
(-58/13| 37/13),-4.46154, 2.84615, -8.35798,  1.33117,  235,        1,
( 21/13|-58/13), 1.61538,-4.46154,  3.02617, -7.90381,  235,        1,
( 21/13| 37/13), 1.61538, 2.84615,  3.02617,  7.90381,  235,        2,
( 37/13|-58/13), 2.84615,-4.46154,  5.33182, -6.57264,  235,        2,
( 37/13| 21/13), 2.84615, 1.61538,  5.33182,  6.57264,  235,        1,
(-54/13| 47/13),-4.15385, 3.61538, -7.78157,  3.32792,  236,        1,
(-54/13|  7/13),-4.15385, 0.53846, -7.78157, -3.32792,  236,        2,
( 47/13|-54/13), 3.61538,-4.15385,  6.77285, -5.07508,  236,        2,
( 47/13|  7/13), 3.61538, 0.53846,  6.77285,  5.07508,  236,        1,
(  7/13|-54/13), 0.53846,-4.15385,  1.00872, -8.40300,  236,        1,
(  7/13| 47/13), 0.53846, 3.61538,  1.00872,  8.40300,  236,        2,
(-21/13|-37/13),-1.61538,-2.84615, -3.02617, -7.90381,  237,        2,
(-21/13| 58/13),-1.61538, 4.46154, -3.02617,  7.90381,  237,        1,
(-37/13|-21/13),-2.84615,-1.61538, -5.33182, -6.57264,  237,        1,
(-37/13| 58/13),-2.84615, 4.46154, -5.33182,  6.57264,  237,        2,
( 58/13|-21/13), 4.46154,-1.61538,  8.35798,  1.33117,  237,        2,
( 58/13|-37/13), 4.46154,-2.84615,  8.35798, -1.33117,  237,        1,
(-53/13|  4/13),-4.07692, 0.30769, -7.63747, -3.74391,  238,        1,
(-53/13| 49/13),-4.07692, 3.76923, -7.63747,  3.74391,  238,        2,
(  4/13|-53/13), 0.30769,-4.07692,  0.57641, -8.48619,  238,        2,
(  4/13| 49/13), 0.30769, 3.76923,  0.57641,  8.48619,  238,        1,
( 49/13|-53/13), 3.76923,-4.07692,  7.06105, -4.74229,  238,        1,
( 49/13|  4/13), 3.76923, 0.30769,  7.06105,  4.74229,  238,        2,
(-59/13| 28/13),-4.53846, 2.15385, -8.50209, -0.24959,  239,        1,
(-59/13| 31/13),-4.53846, 2.38462, -8.50209,  0.24959,  239,        2,
( 28/13|-59/13), 2.15385,-4.53846,  4.03489, -7.48782,  239,        2,
( 28/13| 31/13), 2.15385, 2.38462,  4.03489,  7.48782,  239,        1,
( 31/13|-59/13), 2.38462,-4.53846,  4.46720, -7.23823,  239,        1,
( 31/13| 28/13), 2.38462, 2.15385,  4.46720,  7.23823,  239,        2,
(-28/13|-31/13),-2.15385,-2.38462, -4.03489, -7.48782,  240,        1,
(-28/13| 59/13),-2.15385, 4.53846, -4.03489,  7.48782,  240,        2,
(-31/13|-28/13),-2.38462,-2.15385, -4.46720, -7.23823,  240,        2,
(-31/13| 59/13),-2.38462, 4.53846, -4.46720,  7.23823,  240,        1,
( 59/13|-28/13), 4.53846,-2.15385,  8.50209,  0.24959,  240,        1,
( 59/13|-31/13), 4.53846,-2.38462,  8.50209, -0.24959,  240,        2,
( -4/13|-49/13),-0.30769,-3.76923, -0.57641, -8.48619,  241,        1,
( -4/13| 53/13),-0.30769, 4.07692, -0.57641,  8.48619,  241,        2,
(-49/13| -4/13),-3.76923,-0.30769, -7.06105, -4.74229,  241,        2,
(-49/13| 53/13),-3.76923, 4.07692, -7.06105,  4.74229,  241,        1,
( 53/13| -4/13), 4.07692,-0.30769,  7.63747,  3.74391,  241,        1,
( 53/13|-49/13), 4.07692,-3.76923,  7.63747, -3.74391,  241,        2,
(-60/13| 28/13),-4.61538, 2.15385, -8.64619, -0.33279,  242,        2,
(-60/13| 32/13),-4.61538, 2.46154, -8.64619,  0.33279,  242,        1,
( 28/13|-60/13), 2.15385,-4.61538,  4.03489, -7.65422,  242,        1,
( 28/13| 32/13), 2.15385, 2.46154,  4.03489,  7.65422,  242,        2,
( 32/13|-60/13), 2.46154,-4.61538,  4.61130, -7.32142,  242,        2,
( 32/13| 28/13), 2.46154, 2.15385,  4.61130,  7.32142,  242,        1,
( -4   |  0   ),-4.00000, 0.00000, -7.49336, -4.32630,  243,      1+2,
( -4   |  4   ),-4.00000, 4.00000, -7.49336,  4.32630,  243,      1+2,
(  0   | -4   ), 0.00000,-4.00000,  0.00000, -8.65259,  243,      1+2,
(  0   |  4   ), 0.00000, 4.00000, -0.00000,  8.65259,  243,      1+2,
(  4   | -4   ), 4.00000,-4.00000,  7.49336, -4.32630,  243,      1+2,
(  4   |  0   ), 4.00000, 0.00000,  7.49336,  4.32630,  243,      1+2,
(-28/13|-32/13),-2.15385,-2.46154, -4.03489, -7.65422,  244,        2,
(-28/13| 60/13),-2.15385, 4.61538, -4.03489,  7.65422,  244,        1,
(-32/13|-28/13),-2.46154,-2.15385, -4.61130, -7.32142,  244,        1,
(-32/13| 60/13),-2.46154, 4.61538, -4.61130,  7.32142,  244,        2,
( 60/13|-28/13), 4.61538,-2.15385,  8.64619,  0.33279,  244,        2,
( 60/13|-32/13), 4.61538,-2.46154,  8.64619, -0.33279,  244,        1,
(-11/13|-46/13),-0.84615,-3.53846, -1.58513, -8.56939,  245,        2,
(-11/13| 57/13),-0.84615, 4.38462, -1.58513,  8.56939,  245,        1,
(-46/13|-11/13),-3.53846,-0.84615, -6.62874, -5.65746,  245,        1,
(-46/13| 57/13),-3.53846, 4.38462, -6.62874,  5.65746,  245,        2,
( 57/13|-11/13), 4.38462,-0.84615,  8.21388,  2.91193,  245,        2,
( 57/13|-46/13), 4.38462,-3.53846,  8.21388, -2.91193,  245,        1,
(-59/13| 18/13),-4.53846, 1.38462, -8.50209, -1.91355,  246,        2,
(-59/13| 41/13),-4.53846, 3.15385, -8.50209,  1.91355,  246,        1,
( 18/13|-59/13), 1.38462,-4.53846,  2.59386, -8.31980,  246,        1,
( 18/13| 41/13), 1.38462, 3.15385,  2.59386,  8.31980,  246,        2,
( 41/13|-59/13), 3.15385,-4.53846,  5.90823, -6.40625,  246,        2,
( 41/13| 18/13), 3.15385, 1.38462,  5.90823,  6.40625,  246,        1,
(-57/13| 11/13),-4.38462, 0.84615, -8.21388, -2.91193,  247,        2,
(-57/13| 46/13),-4.38462, 3.53846, -8.21388,  2.91193,  247,        1,
( 11/13|-57/13), 0.84615,-4.38462,  1.58513, -8.56939,  247,        1,
( 11/13| 46/13), 0.84615, 3.53846,  1.58513,  8.56939,  247,        2,
( 46/13|-57/13), 3.53846,-4.38462,  6.62874, -5.65746,  247,        2,
( 46/13| 11/13), 3.53846, 0.84615,  6.62874,  5.65746,  247,        1,
(-18/13|-41/13),-1.38462,-3.15385, -2.59386, -8.31980,  248,        2,
(-18/13| 59/13),-1.38462, 4.53846, -2.59386,  8.31980,  248,        1,
(-41/13|-18/13),-3.15385,-1.38462, -5.90823, -6.40625,  248,        1,
(-41/13| 59/13),-3.15385, 4.53846, -5.90823,  6.40625,  248,        2,
( 59/13|-18/13), 4.53846,-1.38462,  8.50209,  1.91355,  248,        2,
( 59/13|-41/13), 4.53846,-3.15385,  8.50209, -1.91355,  248,        1,
(-60/13| 19/13),-4.61538, 1.46154, -8.64619, -1.83036,  249,        1,
(-60/13| 41/13),-4.61538, 3.15385, -8.64619,  1.83036,  249,        2,
( 19/13|-60/13), 1.46154,-4.61538,  2.73796, -8.40300,  249,        2,
( 19/13| 41/13), 1.46154, 3.15385,  2.73796,  8.40300,  249,        1,
( 41/13|-60/13), 3.15385,-4.61538,  5.90823, -6.57264,  249,        1,
( 41/13| 19/13), 3.15385, 1.46154,  5.90823,  6.57264,  249,        2,
(-59/13| 15/13),-4.53846, 1.15385, -8.50209, -2.41274,  250,        1,
(-59/13| 44/13),-4.53846, 3.38462, -8.50209,  2.41274,  250,        2,
( 15/13|-59/13), 1.15385,-4.53846,  2.16155, -8.56939,  250,        2,
( 15/13| 44/13), 1.15385, 3.38462,  2.16155,  8.56939,  250,        1,
( 44/13|-59/13), 3.38462,-4.53846,  6.34054, -6.15665,  250,        1,
( 44/13| 15/13), 3.38462, 1.15385,  6.34054,  6.15665,  250,        2,
(-55/13|  4/13),-4.23077, 0.30769, -7.92567, -3.91031,  251,        2,
(-55/13| 51/13),-4.23077, 3.92308, -7.92567,  3.91031,  251,        1,
(  4/13|-55/13), 0.30769,-4.23077,  0.57641, -8.81899,  251,        1,
(  4/13| 51/13), 0.30769, 3.92308,  0.57641,  8.81899,  251,        2,
( 51/13|-55/13), 3.92308,-4.23077,  7.34926, -4.90868,  251,        2,
( 51/13|  4/13), 3.92308, 0.30769,  7.34926,  4.90868,  251,        1,
(-25/13|-36/13),-1.92308,-2.76923, -3.60258, -8.07020,  252,        2,
(-25/13| 61/13),-1.92308, 4.69231, -3.60258,  8.07020,  252,        1,
(-36/13|-25/13),-2.76923,-1.92308, -5.18771, -7.15503,  252,        1,
(-36/13| 61/13),-2.76923, 4.69231, -5.18771,  7.15503,  252,        2,
( 61/13|-25/13), 4.69231,-1.92308,  8.79029,  0.91518,  252,        2,
( 61/13|-36/13), 4.69231,-2.76923,  8.79029, -0.91518,  252,        1,
(-19/13|-41/13),-1.46154,-3.15385, -2.73796, -8.40300,  253,        1,
(-19/13| 60/13),-1.46154, 4.61538, -2.73796,  8.40300,  253,        2,
(-41/13|-19/13),-3.15385,-1.46154, -5.90823, -6.57264,  253,        2,
(-41/13| 60/13),-3.15385, 4.61538, -5.90823,  6.57264,  253,        1,
( 60/13|-19/13), 4.61538,-1.46154,  8.64619,  1.83036,  253,        1,
( 60/13|-41/13), 4.61538,-3.15385,  8.64619, -1.83036,  253,        2,
(-15/13|-44/13),-1.15385,-3.38462, -2.16155, -8.56939,  254,        1,
(-15/13| 59/13),-1.15385, 4.53846, -2.16155,  8.56939,  254,        2,
(-44/13|-15/13),-3.38462,-1.15385, -6.34054, -6.15665,  254,        2,
(-44/13| 59/13),-3.38462, 4.53846, -6.34054,  6.15665,  254,        1,
( 59/13|-15/13), 4.53846,-1.15385,  8.50209,  2.41274,  254,        1,
( 59/13|-44/13), 4.53846,-3.38462,  8.50209, -2.41274,  254,        2,
( -4/13|-51/13),-0.30769,-3.92308, -0.57641, -8.81899,  255,        2,
( -4/13| 55/13),-0.30769, 4.23077, -0.57641,  8.81899,  255,        1,
(-51/13| -4/13),-3.92308,-0.30769, -7.34926, -4.90868,  255,        1,
(-51/13| 55/13),-3.92308, 4.23077, -7.34926,  4.90868,  255,        2,
( 55/13| -4/13), 4.23077,-0.30769,  7.92567,  3.91031,  255,        2,
( 55/13|-51/13), 4.23077,-3.92308,  7.92567, -3.91031,  255,        1,
(-61/13| 25/13),-4.69231, 1.92308, -8.79029, -0.91518,  256,        2,
(-61/13| 36/13),-4.69231, 2.76923, -8.79029,  0.91518,  256,        1,
( 25/13|-61/13), 1.92308,-4.69231,  3.60258, -8.07020,  256,        1,
( 25/13| 36/13), 1.92308, 2.76923,  3.60258,  8.07020,  256,        2,
( 36/13|-61/13), 2.76923,-4.69231,  5.18771, -7.15503,  256,        2,
( 36/13| 25/13), 2.76923, 1.92308,  5.18771,  7.15503,  256,        1,
(-58/13| 11/13),-4.46154, 0.84615, -8.35798, -2.99513,  257,        1,
(-58/13| 47/13),-4.46154, 3.61538, -8.35798,  2.99513,  257,        2,
( 11/13|-58/13), 0.84615,-4.46154,  1.58513, -8.73579,  257,        2,
( 11/13| 47/13), 0.84615, 3.61538,  1.58513,  8.73579,  257,        1,
( 47/13|-58/13), 3.61538,-4.46154,  6.77285, -5.74066,  257,        1,
( 47/13| 11/13), 3.61538, 0.84615,  6.77285,  5.74066,  257,        2,
(-23/13|-38/13),-1.76923,-2.92308, -3.31437, -8.23660,  258,        1,
(-23/13| 61/13),-1.76923, 4.69231, -3.31437,  8.23660,  258,        2,
(-38/13|-23/13),-2.92308,-1.76923, -5.47592, -6.98863,  258,        2,
(-38/13| 61/13),-2.92308, 4.69231, -5.47592,  6.98863,  258,        1,
( 61/13|-23/13), 4.69231,-1.76923,  8.79029,  1.24797,  258,        1,
( 61/13|-38/13), 4.69231,-2.92308,  8.79029, -1.24797,  258,        2,
(-11/13|-47/13),-0.84615,-3.61538, -1.58513, -8.73579,  259,        1,
(-11/13| 58/13),-0.84615, 4.46154, -1.58513,  8.73579,  259,        2,
(-47/13|-11/13),-3.61538,-0.84615, -6.77285, -5.74066,  259,        2,
(-47/13| 58/13),-3.61538, 4.46154, -6.77285,  5.74066,  259,        1,
( 58/13|-11/13), 4.46154,-0.84615,  8.35798,  2.99513,  259,        1,
( 58/13|-47/13), 4.46154,-3.61538,  8.35798, -2.99513,  259,        2,
(-61/13| 23/13),-4.69231, 1.76923, -8.79029, -1.24797,  260,        1,
(-61/13| 38/13),-4.69231, 2.92308, -8.79029,  1.24797,  260,        2,
( 23/13|-61/13), 1.76923,-4.69231,  3.31437, -8.23660,  260,        2,
( 23/13| 38/13), 1.76923, 2.92308,  3.31437,  8.23660,  260,        1,
( 38/13|-61/13), 2.92308,-4.69231,  5.47592, -6.98863,  260,        1,
( 38/13| 23/13), 2.92308, 1.76923,  5.47592,  6.98863,  260,        2,
(-62/13| 27/13),-4.76923, 2.07692, -8.93439, -0.66558,  261,        1,
(-62/13| 35/13),-4.76923, 2.69231, -8.93439,  0.66558,  261,        2,
( 27/13|-62/13), 2.07692,-4.76923,  3.89078, -8.07020,  261,        2,
( 27/13| 35/13), 2.07692, 2.69231,  3.89078,  8.07020,  261,        1,
( 35/13|-62/13), 2.69231,-4.76923,  5.04361, -7.40462,  261,        1,
( 35/13| 27/13), 2.69231, 2.07692,  5.04361,  7.40462,  261,        2,
(-50/13| -7/13),-3.84615,-0.53846, -7.20516, -5.32467,  262,        2,
(-50/13| 57/13),-3.84615, 4.38462, -7.20516,  5.32467,  262,        1,
( -7/13|-50/13),-0.53846,-3.84615, -1.00872, -8.90218,  262,        1,
( -7/13| 57/13),-0.53846, 4.38462, -1.00872,  8.90218,  262,        2,
( 57/13|-50/13), 4.38462,-3.84615,  8.21388, -3.57751,  262,        2,
( 57/13| -7/13), 4.38462,-0.53846,  8.21388,  3.57751,  262,        1,
(-27/13|-35/13),-2.07692,-2.69231, -3.89078, -8.07020,  263,        1,
(-27/13| 62/13),-2.07692, 4.76923, -3.89078,  8.07020,  263,        2,
(-35/13|-27/13),-2.69231,-2.07692, -5.04361, -7.40462,  263,        2,
