# This file was automatically generated by TLEEDMAP v.0.1a.
# It contains the list of LEED beams generated from input file:
# E:/Work/Vienna/SPECSLab/Technical/Upgrades/Python LEED-IV/00 - GUI/input examples/TaS2(0001)-(rt13xrt13)R13.9.tlm
#
# Structure: TaS2-(r13xr13)R13.9° - all domains
#
# Max. LEED Energy: 700.0 eV
# Bulk lattice: Hexagonal (p6m); a = 3.3540 AA; alpha = 120.00 deg
#        Basis: a = [3.3540 0.0000]; b = [-1.6770  2.9046]
# Surface lattice: Hexagonal (p3); a = 12.0930 AA; alpha = 120.00 deg
#
# Exporting beams from 2 domain(s) out of 2 symmetry-equivalent ones
# Domain 1 - Basis: a = [11.7390  2.9046]; b = [-8.3850  8.7139]
#            Superlattice: [[ 4  1] [-1  3]]
# Domain 2 - Basis: a = [11.7390 -2.9046]; b = [-8.3850 -8.7139]
#            Superlattice: [[ 3 -1] [-4 -3]]
#
# * h and k are the surface Miller indices of each LEED spot; both fractional
#   and floating-point versions are provided.
# * gx and gy are the horizontal and vertical components of reciprocal lattice
#   vectors in AA^(-1), and include a factor of 2*pi.
# * Beams with the same absolute value of "group" are symmetry equivalent (at
#   normal incidence); extinct spots have a negative "group" index.
# * The domains contributing to each spot are listed in "domain(s)". Domains
#   contributing with glide-extinct spots are reported in parentheses.

(   h  |   k  ),    h   ,    k   ,    gx   ,    gy   ,group,domain(s),
( 17/13| 10/13), 1.30769, 0.76923,  2.44975,  3.07833,   51,        1,
(-25/13| 22/13),-1.92308, 1.69231, -3.60258,  1.58076,   52,        1,
(-25/13|  3/13),-1.92308, 0.23077, -3.60258, -1.58076,   52,        2,
( 22/13|-25/13), 1.69231,-1.92308,  3.17027, -2.32954,   52,        2,
( 22/13|  3/13), 1.69231, 0.23077,  3.17027,  2.32954,   52,        1,
(  3/13|-25/13), 0.23077,-1.92308,  0.43231, -3.91031,   52,        1,
(  3/13| 22/13), 0.23077, 1.69231,  0.43231,  3.91031,   52,        2,
(-10/13|-17/13),-0.76923,-1.30769, -1.44103, -3.66071,   53,        2,
(-10/13| 27/13),-0.76923, 2.07692, -1.44103,  3.66071,   53,        1,
(-17/13|-10/13),-1.30769,-0.76923, -2.44975, -3.07833,   53,        1,
(-17/13| 27/13),-1.30769, 2.07692, -2.44975,  3.07833,   53,        2,
( 27/13|-10/13), 2.07692,-0.76923,  3.89078,  0.58239,   53,        2,
( 27/13|-17/13), 2.07692,-1.30769,  3.89078, -0.58239,   53,        1,
(-28/13| 20/13),-2.15385, 1.53846, -4.03489,  0.99838,   54,        2,
(-28/13|  8/13),-2.15385, 0.61538, -4.03489, -0.99838,   54,        1,
( 20/13|-28/13), 1.53846,-2.15385,  2.88206, -2.99513,   54,        1,
( 20/13|  8/13), 1.53846, 0.61538,  2.88206,  2.99513,   54,        2,
(  8/13|-28/13), 0.61538,-2.15385,  1.15283, -3.99350,   54,        2,
(  8/13| 20/13), 0.61538, 1.53846,  1.15283,  3.99350,   54,        1,
(-20/13| -8/13),-1.53846,-0.61538, -2.88206, -2.99513,   55,        2,
(-20/13| 28/13),-1.53846, 2.15385, -2.88206,  2.99513,   55,        1,
( -8/13|-20/13),-0.61538,-1.53846, -1.15283, -3.99350,   55,        1,
( -8/13| 28/13),-0.61538, 2.15385, -1.15283,  3.99350,   55,        2,
( 28/13|-20/13), 2.15385,-1.53846,  4.03489, -0.99838,   55,        2,
( 28/13| -8/13), 2.15385,-0.61538,  4.03489,  0.99838,   55,        1,
(-29/13| 12/13),-2.23077, 0.92308, -4.17899, -0.41599,   56,        1,
(-29/13| 17/13),-2.23077, 1.30769, -4.17899,  0.41599,   56,        2,
( 12/13|-29/13), 0.92308,-2.23077,  1.72924, -3.82711,   56,        2,
( 12/13| 17/13), 0.92308, 1.30769,  1.72924,  3.82711,   56,        1,
( 17/13|-29/13), 1.30769,-2.23077,  2.44975, -3.41112,   56,        1,
( 17/13| 12/13), 1.30769, 0.92308,  2.44975,  3.41112,   56,        2,
(-28/13| 21/13),-2.15385, 1.61538, -4.03489,  1.16477,   57,        1,
(-28/13|  7/13),-2.15385, 0.53846, -4.03489, -1.16477,   57,        2,
( 21/13|-28/13), 1.61538,-2.15385,  3.02617, -2.91193,   57,        2,
( 21/13|  7/13), 1.61538, 0.53846,  3.02617,  2.91193,   57,        1,
(  7/13|-28/13), 0.53846,-2.15385,  1.00872, -4.07670,   57,        1,
(  7/13| 21/13), 0.53846, 1.61538,  1.00872,  4.07670,   57,        2,
(-27/13| 23/13),-2.07692, 1.76923, -3.89078,  1.58076,   58,        2,
(-27/13|  4/13),-2.07692, 0.30769, -3.89078, -1.58076,   58,        1,
( 23/13|-27/13), 1.76923,-2.07692,  3.31437, -2.57914,   58,        1,
( 23/13|  4/13), 1.76923, 0.30769,  3.31437,  2.57914,   58,        2,
(  4/13|-27/13), 0.30769,-2.07692,  0.57641, -4.15990,   58,        2,
(  4/13| 23/13), 0.30769, 1.76923,  0.57641,  4.15990,   58,        1,
(-23/13| -4/13),-1.76923,-0.30769, -3.31437, -2.57914,   59,        2,
(-23/13| 27/13),-1.76923, 2.07692, -3.31437,  2.57914,   59,        1,
( -4/13|-23/13),-0.30769,-1.76923, -0.57641, -4.15990,   59,        1,
( -4/13| 27/13),-0.30769, 2.07692, -0.57641,  4.15990,   59,        2,
( 27/13|-23/13), 2.07692,-1.76923,  3.89078, -1.58076,   59,        2,
( 27/13| -4/13), 2.07692,-0.30769,  3.89078,  1.58076,   59,        1,
(-21/13| -7/13),-1.61538,-0.53846, -3.02617, -2.91193,   60,        1,
(-21/13| 28/13),-1.61538, 2.15385, -3.02617,  2.91193,   60,        2,
( -7/13|-21/13),-0.53846,-1.61538, -1.00872, -4.07670,   60,        2,
( -7/13| 28/13),-0.53846, 2.15385, -1.00872,  4.07670,   60,        1,
( 28/13|-21/13), 2.15385,-1.61538,  4.03489, -1.16477,   60,        1,
( 28/13| -7/13), 2.15385,-0.53846,  4.03489,  1.16477,   60,        2,
(-12/13|-17/13),-0.92308,-1.30769, -1.72924, -3.82711,   61,        1,
(-12/13| 29/13),-0.92308, 2.23077, -1.72924,  3.82711,   61,        2,
(-17/13|-12/13),-1.30769,-0.92308, -2.44975, -3.41112,   61,        2,
(-17/13| 29/13),-1.30769, 2.23077, -2.44975,  3.41112,   61,        1,
( 29/13|-12/13), 2.23077,-0.92308,  4.17899,  0.41599,   61,        1,
( 29/13|-17/13), 2.23077,-1.30769,  4.17899, -0.41599,   61,        2,
(-30/13| 14/13),-2.30769, 1.07692, -4.32309, -0.16640,   62,        2,
(-30/13| 16/13),-2.30769, 1.23077, -4.32309,  0.16640,   62,        1,
( 14/13|-30/13), 1.07692,-2.30769,  2.01744, -3.82711,   62,        1,
( 14/13| 16/13), 1.07692, 1.23077,  2.01744,  3.82711,   62,        2,
( 16/13|-30/13), 1.23077,-2.30769,  2.30565, -3.66071,   62,        2,
( 16/13| 14/13), 1.23077, 1.07692,  2.30565,  3.66071,   62,        1,
( -2   |  0   ),-2.00000, 0.00000, -3.74668, -2.16315,   63,      1+2,
( -2   |  2   ),-2.00000, 2.00000, -3.74668,  2.16315,   63,      1+2,
(  0   | -2   ), 0.00000,-2.00000,  0.00000, -4.32630,   63,      1+2,
(  0   |  2   ), 0.00000, 2.00000, -0.00000,  4.32630,   63,      1+2,
(  2   | -2   ), 2.00000,-2.00000,  3.74668, -2.16315,   63,      1+2,
(  2   |  0   ), 2.00000, 0.00000,  3.74668,  2.16315,   63,      1+2,
(-14/13|-16/13),-1.07692,-1.23077, -2.01744, -3.82711,   64,        2,
(-14/13| 30/13),-1.07692, 2.30769, -2.01744,  3.82711,   64,        1,
(-16/13|-14/13),-1.23077,-1.07692, -2.30565, -3.66071,   64,        1,
(-16/13| 30/13),-1.23077, 2.30769, -2.30565,  3.66071,   64,        2,
( 30/13|-14/13), 2.30769,-1.07692,  4.32309,  0.16640,   64,        2,
( 30/13|-16/13), 2.30769,-1.23077,  4.32309, -0.16640,   64,        1,
(-31/13| 11/13),-2.38462, 0.84615, -4.46720, -0.74878,   65,        2,
(-31/13| 20/13),-2.38462, 1.53846, -4.46720,  0.74878,   65,        1,
( 11/13|-31/13), 0.84615,-2.38462,  1.58513, -4.24310,   65,        1,
( 11/13| 20/13), 0.84615, 1.53846,  1.58513,  4.24310,   65,        2,
( 20/13|-31/13), 1.53846,-2.38462,  2.88206, -3.49432,   65,        2,
( 20/13| 11/13), 1.53846, 0.84615,  2.88206,  3.49432,   65,        1,
(-29/13| 25/13),-2.23077, 1.92308, -4.17899,  1.74716,   66,        1,
(-29/13|  4/13),-2.23077, 0.30769, -4.17899, -1.74716,   66,        2,
( 25/13|-29/13), 1.92308,-2.23077,  3.60258, -2.74553,   66,        2,
( 25/13|  4/13), 1.92308, 0.30769,  3.60258,  2.74553,   66,        1,
(  4/13|-29/13), 0.30769,-2.23077,  0.57641, -4.49269,   66,        1,
(  4/13| 25/13), 0.30769, 1.92308,  0.57641,  4.49269,   66,        2,
(-25/13| -4/13),-1.92308,-0.30769, -3.60258, -2.74553,   67,        1,
(-25/13| 29/13),-1.92308, 2.23077, -3.60258,  2.74553,   67,        2,
( -4/13|-25/13),-0.30769,-1.92308, -0.57641, -4.49269,   67,        2,
( -4/13| 29/13),-0.30769, 2.23077, -0.57641,  4.49269,   67,        1,
( 29/13|-25/13), 2.23077,-1.92308,  4.17899, -1.74716,   67,        1,
( 29/13| -4/13), 2.23077,-0.30769,  4.17899,  1.74716,   67,        2,
(-11/13|-20/13),-0.84615,-1.53846, -1.58513, -4.24310,   68,        2,
(-11/13| 31/13),-0.84615, 2.38462, -1.58513,  4.24310,   68,        1,
(-20/13|-11/13),-1.53846,-0.84615, -2.88206, -3.49432,   68,        1,
(-20/13| 31/13),-1.53846, 2.38462, -2.88206,  3.49432,   68,        2,
( 31/13|-11/13), 2.38462,-0.84615,  4.46720,  0.74878,   68,        2,
( 31/13|-20/13), 2.38462,-1.53846,  4.46720, -0.74878,   68,        1,
(-32/13| 11/13),-2.46154, 0.84615, -4.61130, -0.83198,   69,        1,
(-32/13| 21/13),-2.46154, 1.61538, -4.61130,  0.83198,   69,        2,
( 11/13|-32/13), 0.84615,-2.46154,  1.58513, -4.40949,   69,        2,
( 11/13| 21/13), 0.84615, 1.61538,  1.58513,  4.40949,   69,        1,
( 21/13|-32/13), 1.61538,-2.46154,  3.02617, -3.57751,   69,        1,
( 21/13| 11/13), 1.61538, 0.84615,  3.02617,  3.57751,   69,        2,
(-31/13| 24/13),-2.38462, 1.84615, -4.46720,  1.41437,   70,        2,
(-31/13|  7/13),-2.38462, 0.53846, -4.46720, -1.41437,   70,        1,
( 24/13|-31/13), 1.84615,-2.38462,  3.45848, -3.16152,   70,        1,
( 24/13|  7/13), 1.84615, 0.53846,  3.45848,  3.16152,   70,        2,
(  7/13|-31/13), 0.53846,-2.38462,  1.00872, -4.57589,   70,        2,
(  7/13| 24/13), 0.53846, 1.84615,  1.00872,  4.57589,   70,        1,
(-24/13| -7/13),-1.84615,-0.53846, -3.45848, -3.16152,   71,        2,
(-24/13| 31/13),-1.84615, 2.38462, -3.45848,  3.16152,   71,        1,
( -7/13|-24/13),-0.53846,-1.84615, -1.00872, -4.57589,   71,        1,
( -7/13| 31/13),-0.53846, 2.38462, -1.00872,  4.57589,   71,        2,
( 31/13|-24/13), 2.38462,-1.84615,  4.46720, -1.41437,   71,        2,
( 31/13| -7/13), 2.38462,-0.53846,  4.46720,  1.41437,   71,        1,
(-11/13|-21/13),-0.84615,-1.61538, -1.58513, -4.40949,   72,        1,
(-11/13| 32/13),-0.84615, 2.46154, -1.58513,  4.40949,   72,        2,
(-21/13|-11/13),-1.61538,-0.84615, -3.02617, -3.57751,   72,        2,
(-21/13| 32/13),-1.61538, 2.46154, -3.02617,  3.57751,   72,        1,
( 32/13|-11/13), 2.46154,-0.84615,  4.61130,  0.83198,   72,        1,
( 32/13|-21/13), 2.46154,-1.61538,  4.61130, -0.83198,   72,        2,
(-33/13| 15/13),-2.53846, 1.15385, -4.75540, -0.24959,   73,        1,
(-33/13| 18/13),-2.53846, 1.38462, -4.75540,  0.24959,   73,        2,
( 15/13|-33/13), 1.15385,-2.53846,  2.16155, -4.24310,   73,        2,
( 15/13| 18/13), 1.15385, 1.38462,  2.16155,  4.24310,   73,        1,
( 18/13|-33/13), 1.38462,-2.53846,  2.59386, -3.99350,   73,        1,
( 18/13| 15/13), 1.38462, 1.15385,  2.59386,  3.99350,   73,        2,
(-15/13|-18/13),-1.15385,-1.38462, -2.16155, -4.24310,   74,        1,
(-15/13| 33/13),-1.15385, 2.53846, -2.16155,  4.24310,   74,        2,
(-18/13|-15/13),-1.38462,-1.15385, -2.59386, -3.99350,   74,        2,
(-18/13| 33/13),-1.38462, 2.53846, -2.59386,  3.99350,   74,        1,
( 33/13|-15/13), 2.53846,-1.15385,  4.75540,  0.24959,   74,        1,
( 33/13|-18/13), 2.53846,-1.38462,  4.75540, -0.24959,   74,        2,
(-30/13| 27/13),-2.30769, 2.07692, -4.32309,  1.99675,   75,        2,
(-30/13|  3/13),-2.30769, 0.23077, -4.32309, -1.99675,   75,        1,
( 27/13|-30/13), 2.07692,-2.30769,  3.89078, -2.74553,   75,        1,
( 27/13|  3/13), 2.07692, 0.23077,  3.89078,  2.74553,   75,        2,
(  3/13|-30/13), 0.23077,-2.30769,  0.43231, -4.74229,   75,        2,
(  3/13| 27/13), 0.23077, 2.07692,  0.43231,  4.74229,   75,        1,
(-27/13| -3/13),-2.07692,-0.23077, -3.89078, -2.74553,   76,        2,
(-27/13| 30/13),-2.07692, 2.30769, -3.89078,  2.74553,   76,        1,
( -3/13|-27/13),-0.23077,-2.07692, -0.43231, -4.74229,   76,        1,
( -3/13| 30/13),-0.23077, 2.30769, -0.43231,  4.74229,   76,        2,
( 30/13|-27/13), 2.30769,-2.07692,  4.32309, -1.99675,   76,        2,
( 30/13| -3/13), 2.30769,-0.23077,  4.32309,  1.99675,   76,        1,
(-32/13| 24/13),-2.46154, 1.84615, -4.61130,  1.33117,   77,        1,
(-32/13|  8/13),-2.46154, 0.61538, -4.61130, -1.33117,   77,        2,
( 24/13|-32/13), 1.84615,-2.46154,  3.45848, -3.32792,   77,        2,
( 24/13|  8/13), 1.84615, 0.61538,  3.45848,  3.32792,   77,        1,
(  8/13|-32/13), 0.61538,-2.46154,  1.15283, -4.65909,   77,        1,
(  8/13| 24/13), 0.61538, 1.84615,  1.15283,  4.65909,   77,        2,
(-24/13| -8/13),-1.84615,-0.61538, -3.45848, -3.32792,   78,        1,
(-24/13| 32/13),-1.84615, 2.46154, -3.45848,  3.32792,   78,        2,
( -8/13|-24/13),-0.61538,-1.84615, -1.15283, -4.65909,   78,        2,
( -8/13| 32/13),-0.61538, 2.46154, -1.15283,  4.65909,   78,        1,
( 32/13|-24/13), 2.46154,-1.84615,  4.61130, -1.33117,   78,        1,
( 32/13| -8/13), 2.46154,-0.61538,  4.61130,  1.33117,   78,        2,
(-34/13| 15/13),-2.61538, 1.15385, -4.89951, -0.33279,   79,        2,
(-34/13| 19/13),-2.61538, 1.46154, -4.89951,  0.33279,   79,        1,
( 15/13|-34/13), 1.15385,-2.61538,  2.16155, -4.40949,   79,        1,
( 15/13| 19/13), 1.15385, 1.46154,  2.16155,  4.40949,   79,        2,
( 19/13|-34/13), 1.46154,-2.61538,  2.73796, -4.07670,   79,        2,
( 19/13| 15/13), 1.46154, 1.15385,  2.73796,  4.07670,   79,        1,
(-30/13|  1/13),-2.30769, 0.07692, -4.32309, -2.32954,   80,        2,
(-30/13| 29/13),-2.30769, 2.23077, -4.32309,  2.32954,   80,        1,
(  1/13|-30/13), 0.07692,-2.30769,  0.14410, -4.90868,   80,        1,
(  1/13| 29/13), 0.07692, 2.23077,  0.14410,  4.90868,   80,        2,
( 29/13|-30/13), 2.23077,-2.30769,  4.17899, -2.57914,   80,        2,
( 29/13|  1/13), 2.23077, 0.07692,  4.17899,  2.57914,   80,        1,
(-15/13|-19/13),-1.15385,-1.46154, -2.16155, -4.40949,   81,        2,
(-15/13| 34/13),-1.15385, 2.61538, -2.16155,  4.40949,   81,        1,
(-19/13|-15/13),-1.46154,-1.15385, -2.73796, -4.07670,   81,        1,
(-19/13| 34/13),-1.46154, 2.61538, -2.73796,  4.07670,   81,        2,
( 34/13|-15/13), 2.61538,-1.15385,  4.89951,  0.33279,   81,        2,
( 34/13|-19/13), 2.61538,-1.46154,  4.89951, -0.33279,   81,        1,
( -1/13|-29/13),-0.07692,-2.23077, -0.14410, -4.90868,   82,        2,
( -1/13| 30/13),-0.07692, 2.30769, -0.14410,  4.90868,   82,        1,
(-29/13| -1/13),-2.23077,-0.07692, -4.17899, -2.57914,   82,        1,
(-29/13| 30/13),-2.23077, 2.30769, -4.17899,  2.57914,   82,        2,
( 30/13| -1/13), 2.30769,-0.07692,  4.32309,  2.32954,   82,        2,
( 30/13|-29/13), 2.30769,-2.23077,  4.32309, -2.32954,   82,        1,
(-28/13| -5/13),-2.15385,-0.38462, -4.03489, -3.16152,   83,        1,
(-28/13| 33/13),-2.15385, 2.53846, -4.03489,  3.16152,   83,        2,
( -5/13|-28/13),-0.38462,-2.15385, -0.72052, -5.07508,   83,        2,
( -5/13| 33/13),-0.38462, 2.53846, -0.72052,  5.07508,   83,        1,
( 33/13|-28/13), 2.53846,-2.15385,  4.75540, -1.91355,   83,        1,
( 33/13| -5/13), 2.53846,-0.38462,  4.75540,  1.91355,   83,        2,
(-35/13| 12/13),-2.69231, 0.92308, -5.04361, -0.91518,   84,        2,
(-35/13| 23/13),-2.69231, 1.76923, -5.04361,  0.91518,   84,        1,
( 12/13|-35/13), 0.92308,-2.69231,  1.72924, -4.82548,   84,        1,
( 12/13| 23/13), 0.92308, 1.76923,  1.72924,  4.82548,   84,        2,
( 23/13|-35/13), 1.76923,-2.69231,  3.31437, -3.91031,   84,        2,
( 23/13| 12/13), 1.76923, 0.92308,  3.31437,  3.91031,   84,        1,
(-33/13| 28/13),-2.53846, 2.15385, -4.75540,  1.91355,   85,        1,
(-33/13|  5/13),-2.53846, 0.38462, -4.75540, -1.91355,   85,        2,
( 28/13|-33/13), 2.15385,-2.53846,  4.03489, -3.16152,   85,        2,
( 28/13|  5/13), 2.15385, 0.38462,  4.03489,  3.16152,   85,        1,
(  5/13|-33/13), 0.38462,-2.53846,  0.72052, -5.07508,   85,        1,
(  5/13| 28/13), 0.38462, 2.15385,  0.72052,  5.07508,   85,        2,
(-12/13|-23/13),-0.92308,-1.76923, -1.72924, -4.82548,   86,        2,
(-12/13| 35/13),-0.92308, 2.69231, -1.72924,  4.82548,   86,        1,
(-23/13|-12/13),-1.76923,-0.92308, -3.31437, -3.91031,   86,        1,
(-23/13| 35/13),-1.76923, 2.69231, -3.31437,  3.91031,   86,        2,
( 35/13|-12/13), 2.69231,-0.92308,  5.04361,  0.91518,   86,        2,
( 35/13|-23/13), 2.69231,-1.76923,  5.04361, -0.91518,   86,        1,
(-35/13| 10/13),-2.69231, 0.76923, -5.04361, -1.24797,   87,        1,
(-35/13| 25/13),-2.69231, 1.92308, -5.04361,  1.24797,   87,        2,
( 10/13|-35/13), 0.76923,-2.69231,  1.44103, -4.99188,   87,        2,
( 10/13| 25/13), 0.76923, 1.92308,  1.44103,  4.99188,   87,        1,
( 25/13|-35/13), 1.92308,-2.69231,  3.60258, -3.74391,   87,        1,
( 25/13| 10/13), 1.92308, 0.76923,  3.60258,  3.74391,   87,        2,
(-10/13|-25/13),-0.76923,-1.92308, -1.44103, -4.99188,   88,        1,
(-10/13| 35/13),-0.76923, 2.69231, -1.44103,  4.99188,   88,        2,
(-25/13|-10/13),-1.92308,-0.76923, -3.60258, -3.74391,   88,        2,
(-25/13| 35/13),-1.92308, 2.69231, -3.60258,  3.74391,   88,        1,
( 35/13|-10/13), 2.69231,-0.76923,  5.04361,  1.24797,   88,        1,
( 35/13|-25/13), 2.69231,-1.92308,  5.04361, -1.24797,   88,        2,
(-36/13| 14/13),-2.76923, 1.07692, -5.18771, -0.66558,   89,        1,
(-36/13| 22/13),-2.76923, 1.69231, -5.18771,  0.66558,   89,        2,
( 14/13|-36/13), 1.07692,-2.76923,  2.01744, -4.82548,   89,        2,
( 14/13| 22/13), 1.07692, 1.69231,  2.01744,  4.82548,   89,        1,
( 22/13|-36/13), 1.69231,-2.76923,  3.17027, -4.15990,   89,        1,
( 22/13| 14/13), 1.69231, 1.07692,  3.17027,  4.15990,   89,        2,
(-34/13| 28/13),-2.61538, 2.15385, -4.89951,  1.83036,   90,        2,
(-34/13|  6/13),-2.61538, 0.46154, -4.89951, -1.83036,   90,        1,
( 28/13|-34/13), 2.15385,-2.61538,  4.03489, -3.32792,   90,        1,
( 28/13|  6/13), 2.15385, 0.46154,  4.03489,  3.32792,   90,        2,
(  6/13|-34/13), 0.46154,-2.61538,  0.86462, -5.15828,   90,        2,
(  6/13| 28/13), 0.46154, 2.15385,  0.86462,  5.15828,   90,        1,
(-28/13| -6/13),-2.15385,-0.46154, -4.03489, -3.32792,   91,        2,
(-28/13| 34/13),-2.15385, 2.61538, -4.03489,  3.32792,   91,        1,
( -6/13|-28/13),-0.46154,-2.15385, -0.86462, -5.15828,   91,        1,
( -6/13| 34/13),-0.46154, 2.61538, -0.86462,  5.15828,   91,        2,
( 34/13|-28/13), 2.61538,-2.15385,  4.89951, -1.83036,   91,        2,
( 34/13| -6/13), 2.61538,-0.46154,  4.89951,  1.83036,   91,        1,
(-14/13|-22/13),-1.07692,-1.69231, -2.01744, -4.82548,   92,        1,
(-14/13| 36/13),-1.07692, 2.76923, -2.01744,  4.82548,   92,        2,
(-22/13|-14/13),-1.69231,-1.07692, -3.17027, -4.15990,   92,        2,
(-22/13| 36/13),-1.69231, 2.76923, -3.17027,  4.15990,   92,        1,
( 36/13|-14/13), 2.76923,-1.07692,  5.18771,  0.66558,   92,        1,
( 36/13|-22/13), 2.76923,-1.69231,  5.18771, -0.66558,   92,        2,
(-33/13|  2/13),-2.53846, 0.15385, -4.75540, -2.41274,   93,        1,
(-33/13| 31/13),-2.53846, 2.38462, -4.75540,  2.41274,   93,        2,
(  2/13|-33/13), 0.15385,-2.53846,  0.28821, -5.32467,   93,        2,
(  2/13| 31/13), 0.15385, 2.38462,  0.28821,  5.32467,   93,        1,
( 31/13|-33/13), 2.38462,-2.53846,  4.46720, -2.91193,   93,        1,
( 31/13|  2/13), 2.38462, 0.15385,  4.46720,  2.91193,   93,        2,
(-18/13|-19/13),-1.38462,-1.46154, -2.59386, -4.65909,   94,        1,
(-18/13| 37/13),-1.38462, 2.84615, -2.59386,  4.65909,   94,        2,
(-19/13|-18/13),-1.46154,-1.38462, -2.73796, -4.57589,   94,        2,
(-19/13| 37/13),-1.46154, 2.84615, -2.73796,  4.57589,   94,        1,
( 37/13|-18/13), 2.84615,-1.38462,  5.33182,  0.08320,   94,        1,
( 37/13|-19/13), 2.84615,-1.46154,  5.33182, -0.08320,   94,        2,
(-37/13| 18/13),-2.84615, 1.38462, -5.33182, -0.08320,   95,        1,
(-37/13| 19/13),-2.84615, 1.46154, -5.33182,  0.08320,   95,        2,
( 18/13|-37/13), 1.38462,-2.84615,  2.59386, -4.65909,   95,        2,
( 18/13| 19/13), 1.38462, 1.46154,  2.59386,  4.65909,   95,        1,
( 19/13|-37/13), 1.46154,-2.84615,  2.73796, -4.57589,   95,        1,
( 19/13| 18/13), 1.46154, 1.38462,  2.73796,  4.57589,   95,        2,
( -2/13|-31/13),-0.15385,-2.38462, -0.28821, -5.32467,   96,        1,
( -2/13| 33/13),-0.15385, 2.53846, -0.28821,  5.32467,   96,        2,
(-31/13| -2/13),-2.38462,-0.15385, -4.46720, -2.91193,   96,        2,
(-31/13| 33/13),-2.38462, 2.53846, -4.46720,  2.91193,   96,        1,
( 33/13| -2/13), 2.53846,-0.15385,  4.75540,  2.41274,   96,        1,
( 33/13|-31/13), 2.53846,-2.38462,  4.75540, -2.41274,   96,        2,
(-36/13| 27/13),-2.76923, 2.07692, -5.18771,  1.49756,   97,        1,
(-36/13|  9/13),-2.76923, 0.69231, -5.18771, -1.49756,   97,        2,
( 27/13|-36/13), 2.07692,-2.76923,  3.89078, -3.74391,   97,        2,
( 27/13|  9/13), 2.07692, 0.69231,  3.89078,  3.74391,   97,        1,
(  9/13|-36/13), 0.69231,-2.76923,  1.29693, -5.24147,   97,        1,
(  9/13| 27/13), 0.69231, 2.07692,  1.29693,  5.24147,   97,        2,
(-27/13| -9/13),-2.07692,-0.69231, -3.89078, -3.74391,   98,        1,
(-27/13| 36/13),-2.07692, 2.76923, -3.89078,  3.74391,   98,        2,
( -9/13|-27/13),-0.69231,-2.07692, -1.29693, -5.24147,   98,        2,
( -9/13| 36/13),-0.69231, 2.76923, -1.29693,  5.24147,   98,        1,
( 36/13|-27/13), 2.76923,-2.07692,  5.18771, -1.49756,   98,        1,
( 36/13| -9/13), 2.76923,-0.69231,  5.18771,  1.49756,   98,        2,
(-38/13| 16/13),-2.92308, 1.23077, -5.47592, -0.49919,   99,        2,
(-38/13| 22/13),-2.92308, 1.69231, -5.47592,  0.49919,   99,        1,
( 16/13|-38/13), 1.23077,-2.92308,  2.30565, -4.99188,   99,        1,
( 16/13| 22/13), 1.23077, 1.69231,  2.30565,  4.99188,   99,        2,
( 22/13|-38/13), 1.69231,-2.92308,  3.17027, -4.49269,   99,        2,
( 22/13| 16/13), 1.69231, 1.23077,  3.17027,  4.49269,   99,        1,
(-34/13|  2/13),-2.61538, 0.15385, -4.89951, -2.49594,  100,        2,
(-34/13| 32/13),-2.61538, 2.46154, -4.89951,  2.49594,  100,        1,
(  2/13|-34/13), 0.15385,-2.61538,  0.28821, -5.49107,  100,        1,
(  2/13| 32/13), 0.15385, 2.46154,  0.28821,  5.49107,  100,        2,
( 32/13|-34/13), 2.46154,-2.61538,  4.61130, -2.99513,  100,        2,
( 32/13|  2/13), 2.46154, 0.15385,  4.61130,  2.99513,  100,        1,
(-16/13|-22/13),-1.23077,-1.69231, -2.30565, -4.99188,  101,        2,
(-16/13| 38/13),-1.23077, 2.92308, -2.30565,  4.99188,  101,        1,
(-22/13|-16/13),-1.69231,-1.23077, -3.17027, -4.49269,  101,        1,
(-22/13| 38/13),-1.69231, 2.92308, -3.17027,  4.49269,  101,        2,
( 38/13|-16/13), 2.92308,-1.23077,  5.47592,  0.49919,  101,        2,
( 38/13|-22/13), 2.92308,-1.69231,  5.47592, -0.49919,  101,        1,
( -2/13|-32/13),-0.15385,-2.46154, -0.28821, -5.49107,  102,        2,
( -2/13| 34/13),-0.15385, 2.61538, -0.28821,  5.49107,  102,        1,
(-32/13| -2/13),-2.46154,-0.15385, -4.61130, -2.99513,  102,        1,
(-32/13| 34/13),-2.46154, 2.61538, -4.61130,  2.99513,  102,        2,
( 34/13| -2/13), 2.61538,-0.15385,  4.89951,  2.49594,  102,        2,
( 34/13|-32/13), 2.61538,-2.46154,  4.89951, -2.49594,  102,        1,
( -3   |  1   ),-3.00000, 1.00000, -5.62002, -1.08157,  103,      1+2,
( -3   |  2   ),-3.00000, 2.00000, -5.62002,  1.08157,  103,      1+2,
(  1   | -3   ), 1.00000,-3.00000,  1.87334, -5.40787,  103,      1+2,
(  1   |  2   ), 1.00000, 2.00000,  1.87334,  5.40787,  103,      1+2,
(  2   | -3   ), 2.00000,-3.00000,  3.74668, -4.32630,  103,      1+2,
(  2   |  1   ), 2.00000, 1.00000,  3.74668,  4.32630,  103,      1+2,
(-38/13| 29/13),-2.92308, 2.23077, -5.47592,  1.66396,  104,        2,
(-38/13|  9/13),-2.92308, 0.69231, -5.47592, -1.66396,  104,        1,
( 29/13|-38/13), 2.23077,-2.92308,  4.17899, -3.91031,  104,        1,
