energy,(1|0) [3],(-1|-1) [4],(1|1) [5],(0|-2) [6],(0|2) [7],(2|0) [8],(-1|-2) [9],(1|2) [10],(2|1) [11],(2|-1) [12],(2|-2) [13],(2|2) [14],(1|-3) [17],(1|3) [18],(3|0) [19],(3|1) [20],(3|-1) [21],(-2|-3) [22],(2|3) [23],(3|2) [24],(3|-2) [25],(0|-4) [26],(0|4) [27],(1|-4) [28],(1|4) [29],(4|0) [30],(3|3) [31],(3|-3) [32],(4|-1) [33],(4|1) [34],(-2|-4) [35],(2|4) [36],(4|2) [37],(4|-2) [38],(1|-5) [41],(1|5) [42],(-3|-4) [43],(3|4) [44],(4|3) [45],(4|-3) [46],(5|0) [47],(2|-5) [48],(2|5) [49],(5|1) [50],(5|-1) [51],(5|-2) [52],(5|2) [53],(4|-4) [54],(4|4) [55],(-3|-5) [56],(3|5) [57],(0|-6) [58],(0|6) [59],(5|-3) [62],(5|3) [63],(2|-6) [64],(2|6) [65],
203.50,NaN,149142.6,102165.125,329314.78,55892.066,387913.16,27090.744,12344.797,29644.725,95872.93,448072.88,202872.77,160178.84,379727.88,8973.193,153715.75,66526.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
204.00,NaN,168139.14,111158.76,328336.6,58497.215,391678.06,26800.406,11713.15,38572.652,92793.73,432437.75,182290.88,160043.33,372642.84,11264.473,153192.95,67327.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
204.50,NaN,187585.1,122419.484,324833.44,61841.26,395179.0,26217.479,11208.393,48409.758,88596.08,415078.38,162687.7,160339.11,363386.06,14098.868,151997.69,69072.445,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
205.00,NaN,207152.19,136199.8,318785.66,65873.97,397959.25,25387.082,10813.079,58658.29,83563.84,396527.6,144381.61,160946.27,352350.62,17464.898,149953.95,71441.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
205.50,NaN,226507.19,152727.62,310332.22,70563.99,399654.62,24359.158,10528.513,68868.29,77983.18,377214.78,127772.72,161624.48,339747.25,21314.033,146965.23,73876.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
206.00,NaN,245344.78,172197.25,299704.8,75924.31,399976.38,23182.654,10369.702,78706.14,72114.18,357464.72,113270.305,162085.06,325703.88,25558.783,143033.0,75752.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
206.50,NaN,263424.88,194755.9,287147.84,82010.51,398691.4,21900.979,10353.117,87984.59,66171.414,337537.03,101216.016,162056.56,310453.25,30088.947,138251.06,76541.234,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
207.00,NaN,280594.88,220468.22,272866.97,88890.28,395628.25,20549.795,10487.622,96639.445,60316.234,317666.34,91824.98,161313.2,294447.6,34803.023,132780.2,75922.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
207.50,NaN,296780.88,249255.08,257024.64,96599.61,390698.34,19157.385,10775.245,104658.15,54660.566,298103.34,85157.83,159673.36,278285.44,39640.69,126813.28,73819.555,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
208.00,NaN,311952.12,280830.6,239773.64,105109.18,383901.38,17747.066,11220.698,111989.13,49278.95,279165.34,81124.27,156993.55,262489.3,44601.938,120542.555,70365.164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
208.50,NaN,326086.3,314677.25,221300.55,114318.516,375297.3,16340.474,11841.765,118473.45,44223.55,261271.34,79510.766,153174.0,247305.0,49747.28,114137.63,65835.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
209.00,NaN,339165.06,350090.16,201852.86,124079.12,364959.28,14960.281,12670.872,123834.516,39536.977,244913.12,80021.695,148176.12,232684.97,55181.207,107730.1,60564.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
209.50,NaN,351202.75,386287.34,181736.3,134233.52,352939.4,13631.337,13743.22,127738.85,35259.742,230548.4,82323.39,142042.31,218471.52,61023.234,101408.5,54871.816,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
210.00,NaN,362279.5,422549.72,161287.61,144652.08,339270.97,12379.838,15076.433,129912.4,31432.082,218467.5,86081.4,134907.73,204633.88,67371.78,95223.26,49025.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
210.50,NaN,372539.34,458339.34,140841.3,155252.95,324004.88,11230.972,16654.453,130272.3,28092.324,208716.33,90983.18,126994.984,191379.55,74269.9,89193.48,43240.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
211.00,NaN,382139.25,493355.84,120711.695,165998.42,307257.12,10205.946,18427.303,129019.46,25274.818,201120.42,96742.07,118588.25,179072.23,81685.45,83317.87,37695.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
211.50,NaN,391172.34,527520.1,101200.57,176867.36,289243.3,9319.446,20327.719,126638.195,23009.52,195381.45,103084.88,109992.83,168042.25,89512.89,77588.34,32540.396,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
212.00,NaN,399613.53,560907.06,82625.52,187812.2,270288.84,8578.3,22293.58,123776.51,21323.36,191173.34,109733.27,101494.81,158439.34,97588.42,72001.836,27883.807,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
212.50,NaN,407323.9,593672.0,65352.68,198716.16,250813.98,7981.587,24281.96,121034.31,20242.006,188182.75,116393.445,93335.805,150216.1,105700.84,66566.17,23780.525,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
213.00,NaN,414114.97,626011.25,49816.406,209369.98,231296.77,7521.9795,26269.371,118744.58,19790.117,186090.5,122766.836,85707.664,143216.81,113588.56,61298.6,20222.943,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
213.50,NaN,419832.62,658167.4,36516.047,219481.77,212217.58,7187.77,28244.924,116854.18,19989.193,184531.22,128584.234,78760.73,137282.3,120936.02,56218.836,17154.447,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
214.00,NaN,424405.5,690451.75,25987.695,228716.67,193994.62,6965.0,30206.816,114971.02,20853.559,183073.27,133652.89,72614.31,132300.53,127395.15,51340.816,14499.295,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
214.50,NaN,427820.16,723236.56,18755.182,236749.44,176926.08,6839.2744,32164.72,112556.914,22386.256,181240.61,137895.77,67362.29,128195.48,132643.77,46667.59,12195.116,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
215.00,NaN,430032.75,756894.94,15269.08,243308.25,161155.7,6797.076,34140.465,109167.414,24576.51,178575.52,141362.61,63073.492,124891.03,136462.88,42191.41,10213.1045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
215.50,NaN,430872.1,791717.8,15847.586,248198.47,146669.78,6826.642,36158.242,104621.68,27399.277,174725.23,144203.38,59790.64,122292.29,138797.55,37898.77,8559.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
216.00,NaN,430002.47,827860.7,20634.479,251307.48,133322.52,6918.5396,38225.773,99036.51,30815.855,169526.14,146612.06,57531.195,120301.71,139777.0,33777.836,7260.3086,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
216.50,NaN,426983.06,865341.8,29582.666,252599.8,120881.85,7066.086,40319.59,92738.24,34773.566,163055.52,148763.77,56292.133,118856.78,139692.16,29825.486,6345.498,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
217.00,NaN,421400.5,904050.0,42458.31,252110.33,109087.43,7265.668,42388.28,86120.375,39203.02,155629.5,150771.48,56059.324,117953.75,138940.08,26052.04,5832.964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
217.50,NaN,413003.22,943689.7,58850.473,249940.92,97711.59,7516.8833,44375.258,79518.5,44013.18,147747.77,152679.52,56820.434,117623.45,137938.47,22483.158,5727.1816,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
218.00,NaN,401769.3,983644.56,78175.75,246261.95,86611.47,7822.407,46245.953,73142.15,49086.773,140010.19,154492.22,58577.625,117857.72,137013.94,19159.332,6025.9976,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
218.50,NaN,387887.9,1022837.2,99686.39,241316.3,75760.74,8187.4937,47998.57,67066.31,54279.914,133038.31,156219.42,61355.277,118530.695,136289.69,16133.373,6733.275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
219.00,NaN,371688.9,1059713.4,122508.445,235416.84,65258.637,8619.148,49647.89,61264.67,59429.48,127421.59,157913.19,65201.027,119378.93,135626.25,13465.928,7872.186,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
219.50,NaN,353575.78,1092431.2,145733.05,228926.2,55323.797,9125.147,51191.72,55661.85,64369.457,123682.66,159676.42,70184.21,120069.72,134667.55,11218.724,9495.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
220.00,NaN,333988.34,1119201.5,168550.31,222214.78,46281.887,9713.189,52582.887,50185.375,68953.76,122242.055,161639.56,76397.3,120319.945,132995.06,9445.799,11689.524,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
220.50,NaN,313382.56,1138625.2,190372.06,215608.19,38546.336,10390.535,53725.484,44802.996,73079.97,123368.95,163918.08,83959.836,119985.93,130322.7,8183.9746,14573.676,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
221.00,NaN,292204.75,1149863.8,210874.45,209345.4,32582.723,11164.372,54496.098,39538.105,76706.836,127127.0,166570.94,93014.98,119067.195,126624.35,7444.9497,18290.115,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
221.50,NaN,270859.88,1152581.2,229929.17,203565.02,28850.736,12043.037,54774.89,34463.32,79859.65,133343.42,169577.73,103706.46,117634.93,122113.94,7211.6953,22989.684,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
222.00,NaN,249701.34,1146734.2,247465.44,198322.39,27731.393,13037.968,54470.01,29678.697,82620.83,141628.73,172840.16,116135.28,115749.625,117083.64,7441.018,28813.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
222.50,NaN,229063.64,1132358.5,263356.0,193624.77,29457.658,14166.046,53529.81,25284.117,85107.79,151452.12,176202.1,130312.69,113430.055,111698.35,8072.384,35878.207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
223.00,NaN,209323.06,1109489.6,277401.06,189463.89,34066.19,15451.852,51947.727,21355.422,87443.89,162247.94,179475.6,146133.52,110687.52,105880.08,9041.183,44264.906,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
223.50,NaN,190937.56,1078245.2,289402.94,185829.11,41379.684,16929.297,49765.312,17931.22,89730.17,173511.7,182462.44,163382.12,107588.73,99363.836,10293.285,54026.492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
224.00,NaN,174420.61,1038992.1,299250.72,182695.06,51022.01,18642.227,47073.05,15012.428,92025.11,184852.95,184967.81,181758.05,104292.89,91895.43,11797.52,65204.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
224.50,NaN,160244.02,992485.2,306935.97,179994.38,62463.8,20643.729,44005.027,12571.184,94336.74,195998.14,186810.62,200892.33,101029.86,83446.11,13553.582,77857.805,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
225.00,NaN,148712.53,939906.25,312493.03,177598.88,75090.55,22994.162,40724.94,10562.523,96627.766,206762.56,187836.72,220335.77,98025.49,74308.805,15594.399,92087.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
225.50,NaN,139872.78,882813.9,315935.78,175332.56,88279.06,25758.168,37403.688,8933.269,98830.56,217017.3,187938.47,239532.92,95415.16,65021.55,17983.545,108052.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
226.00,NaN,133499.69,823048.9,317270.0,173019.62,101466.21,29000.979,34190.35,7626.7676,100867.2,226665.62,187076.75,257825.83,93196.79,56175.26,20809.322,125962.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
226.50,NaN,129163.44,762618.2,316592.6,170543.0,114199.2,32784.37,31182.068,6585.6914,102668.79,235625.92,185296.34,274527.0,91255.62,48223.27,24177.473,146052.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
227.00,NaN,126342.58,703544.7,314206.0,167875.84,126165.195,37162.42,28404.611,5755.651,104190.02,243808.97,182725.67,289055.5,89451.74,41386.625,28204.115,168546.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
227.50,NaN,124535.1,647671.75,310651.66,165065.48,137202.73,42177.05,25817.375,5090.3076,105416.74,251083.7,179557.31,301069.56,87724.016,35674.805,33009.76,193623.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
228.00,NaN,123330.664,596464.25,306614.72,162184.27,147298.1,47853.305,23346.12,4556.2656,106366.26,257239.34,176014.77,310506.03,86152.84,30976.842,38714.266,221389.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
228.50,NaN,122431.414,550884.0,302735.97,159285.08,156567.97,54194.19,20927.926,4135.1587,107081.69,261963.17,172317.17,317478.78,84949.016,27159.209,45431.97,251869.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
229.00,NaN,121631.97,511391.25,299422.25,156389.33,165229.5,61175.445,18542.096,3821.3362,107622.234,264853.16,168655.89,322081.12,84379.46,24126.893,53265.977,284986.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
229.50,NaN,120780.7,478049.72,296744.38,153502.86,173556.31,68740.62,16210.509,3615.7898,108051.44,265475.06,165190.69,324214.4,84675.766,21836.328,62300.93,320543.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
230.00,NaN,119744.516,450652.97,294461.2,150630.78,181818.17,76797.57,13974.138,3519.1895,108425.1,263458.03,162064.72,323565.8,85976.914,20272.562,72594.5,358185.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
