# This file was automatically generated by TLEEDMAP v.0.1a.
# It contains the list of LEED beams generated from input file:
# E:/Work/Vienna/SPECSLab/Technical/Upgrades/Python LEED-IV/000-package/tleedmap/guilib/leedsim/input examples/Cu(111)-(r3x5)rect.tlm
#
# Structure: Cu(111)-(r3x5)rect
#
# Max. LEED Energy: 1100.0 eV
# Bulk lattice: Hexagonal (p3m1); a = 2.5435 AA; alpha = 120.00 deg
#        Basis: a = [2.5435 0.0000]; b = [-1.2717  2.2027]
# Surface lattice: Rectangular (pg[1 0]); a = 4.4055 AA; b = 12.7175 AA
#
# Exporting beams from 3 domain(s) out of 3 symmetry-equivalent ones
# Domain 1 - Basis: a = [0.0000 4.4055]; b = [12.7175  0.0000]
#            Superlattice: [[1 2] [5 0]]
# Domain 2 - Basis: a = [ 3.8152 -2.2027]; b = [ 6.3587 11.0137]
#            Superlattice: [[ 1 -1] [ 5  5]]
# Domain 3 - Basis: a = [-3.8152 -2.2027]; b = [  6.3587 -11.0137]
#            Superlattice: [[-2 -1] [ 0 -5]]
#
# * h and k are the surface Miller indices of each LEED spot; both fractional
#   and floating-point versions are provided.
# * gx and gy are the horizontal and vertical components of reciprocal lattice
#   vectors in AA^(-1), and include a factor of 2*pi.
# * Beams with the same absolute value of "group" are symmetry equivalent (at
#   normal incidence); extinct spots have a negative "group" index.
# * The domains contributing to each spot are listed in "domain(s)". Domains
#   contributing with glide-extinct spots are reported in parentheses.

(   h  |   k  ),    h   ,    k   ,    gx   ,    gy   ,group,domain(s),
( -1/5 | 17/5 ),-0.20000, 3.40000, -0.49406,  9.41307,  193,        3,
(-16/5 | -1/5 ),-3.20000,-0.20000, -7.90493, -5.13440,  193,        2,
(-17/5 |  1/5 ),-3.40000, 0.20000, -8.39899, -4.27867,  193,        1,
(  1/5 | 16/5 ), 0.20000, 3.20000,  0.49406,  9.41307,  193,        2,
( 16/5 |-17/5 ), 3.20000,-3.40000,  7.90493, -5.13440,  193,        3,
( 17/5 |-16/5 ), 3.40000,-3.20000,  8.39899, -4.27867,  193,        1,
(-11/5 | 19/5 ),-2.20000, 3.80000, -5.43464,  7.70161,  194,        2,
(-19/5 | 11/5 ),-3.80000, 2.20000, -9.38711,  0.85573,  194,        2,
( -8/5 |-11/5 ),-1.60000,-2.20000, -3.95247, -8.55734,  194,        1,
( 11/5 |  8/5 ), 2.20000, 1.60000,  5.43464,  7.70161,  194,        3,
( 19/5 | -8/5 ), 3.80000,-1.60000,  9.38711,  0.85573,  194,        3,
(  8/5 |-19/5 ), 1.60000,-3.80000,  3.95247, -8.55734,  194,        1,
(-11/5 | -8/5 ),-2.20000,-1.60000, -5.43464, -7.70161,  195,        3,
(-19/5 |  8/5 ),-3.80000, 1.60000, -9.38711, -0.85573,  195,        3,
( -8/5 | 19/5 ),-1.60000, 3.80000, -3.95247,  8.55734,  195,        1,
( 11/5 |-19/5 ), 2.20000,-3.80000,  5.43464, -7.70161,  195,        2,
( 19/5 |-11/5 ), 3.80000,-2.20000,  9.38711, -0.85573,  195,        2,
(  8/5 | 11/5 ), 1.60000, 2.20000,  3.95247,  8.55734,  195,        1,
(-12/5 | -7/5 ),-2.40000,-1.40000, -5.92870, -7.41636,  196,        2,
(-19/5 |  7/5 ),-3.80000, 1.40000, -9.38711, -1.42622,  196,        1,
( -7/5 | 19/5 ),-1.40000, 3.80000, -3.45841,  8.84258,  196,        3,
( 12/5 |-19/5 ), 2.40000,-3.80000,  5.92870, -7.41636,  196,        3,
( 19/5 |-12/5 ), 3.80000,-2.40000,  9.38711, -1.42622,  196,        1,
(  7/5 | 12/5 ), 1.40000, 2.40000,  3.45841,  8.84258,  196,        2,
(-12/5 | 19/5 ),-2.40000, 3.80000, -5.92870,  7.41636,  197,        3,
(-19/5 | 12/5 ),-3.80000, 2.40000, -9.38711,  1.42622,  197,        1,
( -7/5 |-12/5 ),-1.40000,-2.40000, -3.45841, -8.84258,  197,        2,
( 12/5 |  7/5 ), 2.40000, 1.40000,  5.92870,  7.41636,  197,        2,
( 19/5 | -7/5 ), 3.80000,-1.40000,  9.38711,  1.42622,  197,        1,
(  7/5 |-19/5 ), 1.40000,-3.80000,  3.45841, -8.84258,  197,        3,
(-13/5 | 19/5 ),-2.60000, 3.80000, -6.42276,  7.13112,  198,        1,
(-19/5 | 13/5 ),-3.80000, 2.60000, -9.38711,  1.99671,  198,        3,
( -6/5 |-13/5 ),-1.20000,-2.60000, -2.96435, -9.12783,  198,        3,
( 13/5 |  6/5 ), 2.60000, 1.20000,  6.42276,  7.13112,  198,        1,
( 19/5 | -6/5 ), 3.80000,-1.20000,  9.38711,  1.99671,  198,        2,
(  6/5 |-19/5 ), 1.20000,-3.80000,  2.96435, -9.12783,  198,        2,
(-13/5 | -6/5 ),-2.60000,-1.20000, -6.42276, -7.13112,  199,        1,
(-19/5 |  6/5 ),-3.80000, 1.20000, -9.38711, -1.99671,  199,        2,
( -6/5 | 19/5 ),-1.20000, 3.80000, -2.96435,  9.12783,  199,        2,
( 13/5 |-19/5 ), 2.60000,-3.80000,  6.42276, -7.13112,  199,        1,
( 19/5 |-13/5 ), 3.80000,-2.60000,  9.38711, -1.99671,  199,        3,
(  6/5 | 13/5 ), 1.20000, 2.60000,  2.96435,  9.12783,  199,        3,
(-21/10| -9/5 ),-2.10000,-1.80000, -5.18761, -8.12947,  200,        3,
(-39/10|  9/5 ),-3.90000, 1.80000, -9.63414, -0.42787,  200,        3,
( -9/5 | 39/10),-1.80000, 3.90000, -4.44652,  8.55734,  200,        1,
( 21/10|-39/10), 2.10000,-3.90000,  5.18761, -8.12947,  200,        2,
( 39/10|-21/10), 3.90000,-2.10000,  9.63414, -0.42787,  200,        2,
(  9/5 | 21/10), 1.80000, 2.10000,  4.44652,  8.55734,  200,        1,
(-21/10| 39/10),-2.10000, 3.90000, -5.18761,  8.12947,  201,        2,
(-39/10| 21/10),-3.90000, 2.10000, -9.63414,  0.42787,  201,        2,
( -9/5 |-21/10),-1.80000,-2.10000, -4.44652, -8.55734,  201,        1,
( 21/10|  9/5 ), 2.10000, 1.80000,  5.18761,  8.12947,  201,        3,
( 39/10| -9/5 ), 3.90000,-1.80000,  9.63414,  0.42787,  201,        3,
(  9/5 |-39/10), 1.80000,-3.90000,  4.44652, -8.55734,  201,        1,
(-16/5 | -2/5 ),-3.20000,-0.40000, -7.90493, -5.70489,  202,        1,
(-18/5 |  2/5 ),-3.60000, 0.40000, -8.89305, -3.99342,  202,        2,
( -2/5 | 18/5 ),-0.40000, 3.60000, -0.98812,  9.69832,  202,        2,
( 16/5 |-18/5 ), 3.20000,-3.60000,  7.90493, -5.70489,  202,        1,
( 18/5 |-16/5 ), 3.60000,-3.20000,  8.89305, -3.99342,  202,        3,
(  2/5 | 16/5 ), 0.40000, 3.20000,  0.98812,  9.69832,  202,        3,
(-16/5 | 18/5 ),-3.20000, 3.60000, -7.90493,  5.70489,  203,        1,
(-18/5 | 16/5 ),-3.60000, 3.20000, -8.89305,  3.99342,  203,        3,
( -2/5 |-16/5 ),-0.40000,-3.20000, -0.98812, -9.69832,  203,        3,
( 16/5 |  2/5 ), 3.20000, 0.40000,  7.90493,  5.70489,  203,        1,
( 18/5 | -2/5 ), 3.60000,-0.40000,  8.89305,  3.99342,  203,        2,
(  2/5 |-18/5 ), 0.40000,-3.60000,  0.98812, -9.69832,  203,        2,
(-19/5 |  9/10),-3.80000, 0.90000, -9.38711, -2.85245,  204,        1,
(-29/10| -9/10),-2.90000,-0.90000, -7.16384, -6.70325,  204,        2,
( -9/10| 19/5 ),-0.90000, 3.80000, -2.22326,  9.55570,  204,        3,
( 19/5 |-29/10), 3.80000,-2.90000,  9.38711, -2.85245,  204,        1,
( 29/10|-19/5 ), 2.90000,-3.80000,  7.16384, -6.70325,  204,        3,
(  9/10| 29/10), 0.90000, 2.90000,  2.22326,  9.55570,  204,        2,
(-19/5 | 29/10),-3.80000, 2.90000, -9.38711,  2.85245,  205,        1,
(-29/10| 19/5 ),-2.90000, 3.80000, -7.16384,  6.70325,  205,        3,
( -9/10|-29/10),-0.90000,-2.90000, -2.22326, -9.55570,  205,        2,
( 19/5 | -9/10), 3.80000,-0.90000,  9.38711,  2.85245,  205,        1,
( 29/10|  9/10), 2.90000, 0.90000,  7.16384,  6.70325,  205,        2,
(  9/10|-19/5 ), 0.90000,-3.80000,  2.22326, -9.55570,  205,        3,
(-18/5 |  3/10),-3.60000, 0.30000, -8.89305, -4.27867,  206,        1,
( -3/10| 18/5 ),-0.30000, 3.60000, -0.74109,  9.84094,  206,        3,
(-33/10| -3/10),-3.30000,-0.30000, -8.15196, -5.56227,  206,        2,
( 18/5 |-33/10), 3.60000,-3.30000,  8.89305, -4.27867,  206,        1,
(  3/10| 33/10), 0.30000, 3.30000,  0.74109,  9.84094,  206,        2,
( 33/10|-18/5 ), 3.30000,-3.60000,  8.15196, -5.56227,  206,        3,
(-18/5 | 33/10),-3.60000, 3.30000, -8.89305,  4.27867,  207,        1,
( -3/10|-33/10),-0.30000,-3.30000, -0.74109, -9.84094,  207,        2,
(-33/10| 18/5 ),-3.30000, 3.60000, -8.15196,  5.56227,  207,        3,
( 18/5 | -3/10), 3.60000,-0.30000,  8.89305,  4.27867,  207,        1,
(  3/10|-18/5 ), 0.30000,-3.60000,  0.74109, -9.84094,  207,        3,
( 33/10|  3/10), 3.30000, 0.30000,  8.15196,  5.56227,  207,        2,
( -2   | -2   ),-2.00000,-2.00000, -4.94058, -8.55734,  208,    1+2+3,
( -2   |  4   ),-2.00000, 4.00000, -4.94058,  8.55734,  208,    1+2+3,
( -4   |  2   ),-4.00000, 2.00000, -9.88116,  0.00000,  208,    1+2+3,
(  2   | -4   ), 2.00000,-4.00000,  4.94058, -8.55734,  208,    1+2+3,
(  2   |  2   ), 2.00000, 2.00000,  4.94058,  8.55734,  208,    1+2+3,
(  4   | -2   ), 4.00000,-2.00000,  9.88116,  0.00000,  208,    1+2+3,
(-11/10|-14/5 ),-1.10000,-2.80000, -2.71732, -9.55570,  209,        3,
(-14/5 | 39/10),-2.80000, 3.90000, -6.91681,  7.13112,  209,        1,
(-39/10| 14/5 ),-3.90000, 2.80000, -9.63414,  2.42458,  209,        3,
( 11/10|-39/10), 1.10000,-3.90000,  2.71732, -9.55570,  209,        2,
( 14/5 | 11/10), 2.80000, 1.10000,  6.91681,  7.13112,  209,        1,
( 39/10|-11/10), 3.90000,-1.10000,  9.63414,  2.42458,  209,        2,
(-11/10| 39/10),-1.10000, 3.90000, -2.71732,  9.55570,  210,        2,
(-14/5 |-11/10),-2.80000,-1.10000, -6.91681, -7.13112,  210,        1,
(-39/10| 11/10),-3.90000, 1.10000, -9.63414, -2.42458,  210,        2,
( 11/10| 14/5 ), 1.10000, 2.80000,  2.71732,  9.55570,  210,        3,
( 14/5 |-39/10), 2.80000,-3.90000,  6.91681, -7.13112,  210,        1,
( 39/10|-14/5 ), 3.90000,-2.80000,  9.63414, -2.42458,  210,        3,
( -3/2 | -5/2 ),-1.50000,-2.50000, -3.70544, -9.27045,  211,        2,
( -4   |  5/2 ),-4.00000, 2.50000, -9.88116,  1.42622,  211,        1,
( -5/2 |  4   ),-2.50000, 4.00000, -6.17573,  7.84423,  211,        3,
(  3/2 | -4   ), 1.50000,-4.00000,  3.70544, -9.27045,  211,        3,
(  4   | -3/2 ), 4.00000,-1.50000,  9.88116,  1.42622,  211,        1,
(  5/2 |  3/2 ), 2.50000, 1.50000,  6.17573,  7.84423,  211,        2,
( -3/2 |  4   ),-1.50000, 4.00000, -3.70544,  9.27045,  212,        3,
( -4   |  3/2 ),-4.00000, 1.50000, -9.88116, -1.42622,  212,        1,
( -5/2 | -3/2 ),-2.50000,-1.50000, -6.17573, -7.84423,  212,        2,
(  3/2 |  5/2 ), 1.50000, 2.50000,  3.70544,  9.27045,  212,        2,
(  4   | -5/2 ), 4.00000,-2.50000,  9.88116, -1.42622,  212,        1,
(  5/2 | -4   ), 2.50000,-4.00000,  6.17573, -7.84423,  212,        3,
( -7/2 |  0   ),-3.50000, 0.00000, -8.64602, -4.99178, -213,      (3),
(  0   |  7/2 ), 0.00000, 3.50000,  0.00000,  9.98356, -213,      (1),
(  7/2 | -7/2 ), 3.50000,-3.50000,  8.64602, -4.99178, -213,      (2),
( -7/2 |  7/2 ),-3.50000, 3.50000, -8.64602,  4.99178, -214,      (2),
(  0   | -7/2 ), 0.00000,-3.50000,  0.00000, -9.98356, -214,      (1),
(  7/2 |  0   ), 3.50000, 0.00000,  8.64602,  4.99178, -214,      (3),
( -1/5 |-17/5 ),-0.20000,-3.40000, -0.49406, -9.98356,  215,        1,
(-17/5 | 18/5 ),-3.40000, 3.60000, -8.39899,  5.41965,  215,        2,
(-18/5 | 17/5 ),-3.60000, 3.40000, -8.89305,  4.56391,  215,        2,
(  1/5 |-18/5 ), 0.20000,-3.60000,  0.49406, -9.98356,  215,        1,
( 17/5 |  1/5 ), 3.40000, 0.20000,  8.39899,  5.41965,  215,        3,
( 18/5 | -1/5 ), 3.60000,-0.20000,  8.89305,  4.56391,  215,        3,
( -1/5 | 18/5 ),-0.20000, 3.60000, -0.49406,  9.98356,  216,        1,
(-17/5 | -1/5 ),-3.40000,-0.20000, -8.39899, -5.41965,  216,        3,
(-18/5 |  1/5 ),-3.60000, 0.20000, -8.89305, -4.56391,  216,        3,
(  1/5 | 17/5 ), 0.20000, 3.40000,  0.49406,  9.98356,  216,        1,
( 17/5 |-18/5 ), 3.40000,-3.60000,  8.39899, -5.41965,  216,        2,
( 18/5 |-17/5 ), 3.60000,-3.40000,  8.89305, -4.56391,  216,        2,
( -2/5 | 37/10),-0.40000, 3.70000, -0.98812,  9.98356,  217,        1,
(-33/10| -2/5 ),-3.30000,-0.40000, -8.15196, -5.84752,  217,        3,
(-37/10|  2/5 ),-3.70000, 0.40000, -9.14008, -4.13605,  217,        3,
(  2/5 | 33/10), 0.40000, 3.30000,  0.98812,  9.98356,  217,        1,
( 33/10|-37/10), 3.30000,-3.70000,  8.15196, -5.84752,  217,        2,
( 37/10|-33/10), 3.70000,-3.30000,  9.14008, -4.13605,  217,        2,
( -2/5 |-33/10),-0.40000,-3.30000, -0.98812, -9.98356,  218,        1,
(-33/10| 37/10),-3.30000, 3.70000, -8.15196,  5.84752,  218,        2,
(-37/10| 33/10),-3.70000, 3.30000, -9.14008,  4.13605,  218,        2,
(  2/5 |-37/10), 0.40000,-3.70000,  0.98812, -9.98356,  218,        1,
( 33/10|  2/5 ), 3.30000, 0.40000,  8.15196,  5.84752,  218,        3,
( 37/10| -2/5 ), 3.70000,-0.40000,  9.14008,  4.13605,  218,        3,
(-16/5 | -3/5 ),-3.20000,-0.60000, -7.90493, -6.27538,  219,        3,
(-19/5 |  3/5 ),-3.80000, 0.60000, -9.38711, -3.70818,  219,        3,
( -3/5 | 19/5 ),-0.60000, 3.80000, -1.48217,  9.98356,  219,        1,
( 16/5 |-19/5 ), 3.20000,-3.80000,  7.90493, -6.27538,  219,        2,
( 19/5 |-16/5 ), 3.80000,-3.20000,  9.38711, -3.70818,  219,        2,
(  3/5 | 16/5 ), 0.60000, 3.20000,  1.48217,  9.98356,  219,        1,
(-16/5 | 19/5 ),-3.20000, 3.80000, -7.90493,  6.27538,  220,        2,
(-19/5 | 16/5 ),-3.80000, 3.20000, -9.38711,  3.70818,  220,        2,
( -3/5 |-16/5 ),-0.60000,-3.20000, -1.48217, -9.98356,  220,        1,
( 16/5 |  3/5 ), 3.20000, 0.60000,  7.90493,  6.27538,  220,        3,
( 19/5 | -3/5 ), 3.80000,-0.60000,  9.38711,  3.70818,  220,        3,
(  3/5 |-19/5 ), 0.60000,-3.80000,  1.48217, -9.98356,  220,        1,
(-11/5 |-19/10),-2.20000,-1.90000, -5.43464, -8.55734,  221,        1,
(-19/10| 41/10),-1.90000, 4.10000, -4.69355,  8.98521,  221,        2,
(-41/10| 19/10),-4.10000, 1.90000,-10.12819, -0.42787,  221,        2,
( 11/5 |-41/10), 2.20000,-4.10000,  5.43464, -8.55734,  221,        1,
( 19/10| 11/5 ), 1.90000, 2.20000,  4.69355,  8.98521,  221,        3,
( 41/10|-11/5 ), 4.10000,-2.20000, 10.12819, -0.42787,  221,        3,
(-11/5 | 41/10),-2.20000, 4.10000, -5.43464,  8.55734,  222,        1,
(-19/10|-11/5 ),-1.90000,-2.20000, -4.69355, -8.98521,  222,        3,
(-41/10| 11/5 ),-4.10000, 2.20000,-10.12819,  0.42787,  222,        3,
( 11/5 | 19/10), 2.20000, 1.90000,  5.43464,  8.55734,  222,        1,
( 19/10|-41/10), 1.90000,-4.10000,  4.69355, -8.98521,  222,        2,
( 41/10|-19/10), 4.10000,-1.90000, 10.12819,  0.42787,  222,        2,
(-17/5 | -3/10),-3.40000,-0.30000, -8.39899, -5.70489,  223,        1,
( -3/10| 37/10),-0.30000, 3.70000, -0.74109, 10.12618,  223,        2,
(-37/10|  3/10),-3.70000, 0.30000, -9.14008, -4.42129,  223,        2,
( 17/5 |-37/10), 3.40000,-3.70000,  8.39899, -5.70489,  223,        1,
(  3/10| 17/5 ), 0.30000, 3.40000,  0.74109, 10.12618,  223,        3,
( 37/10|-17/5 ), 3.70000,-3.40000,  9.14008, -4.42129,  223,        3,
(-17/5 | 37/10),-3.40000, 3.70000, -8.39899,  5.70489,  224,        1,
( -3/10|-17/5 ),-0.30000,-3.40000, -0.74109,-10.12618,  224,        3,
(-37/10| 17/5 ),-3.70000, 3.40000, -9.14008,  4.42129,  224,        3,
( 17/5 |  3/10), 3.40000, 0.30000,  8.39899,  5.70489,  224,        1,
(  3/10|-37/10), 0.30000,-3.70000,  0.74109,-10.12618,  224,        2,
( 37/10| -3/10), 3.70000,-0.30000,  9.14008,  4.42129,  224,        2,
(-31/10| -4/5 ),-3.10000,-0.80000, -7.65790, -6.70325,  225,        3,
(-39/10|  4/5 ),-3.90000, 0.80000, -9.63414, -3.28031,  225,        3,
( -4/5 | 39/10),-0.80000, 3.90000, -1.97623,  9.98356,  225,        1,
( 31/10|-39/10), 3.10000,-3.90000,  7.65790, -6.70325,  225,        2,
( 39/10|-31/10), 3.90000,-3.10000,  9.63414, -3.28031,  225,        2,
(  4/5 | 31/10), 0.80000, 3.10000,  1.97623,  9.98356,  225,        1,
(-31/10| 39/10),-3.10000, 3.90000, -7.65790,  6.70325,  226,        2,
(-39/10| 31/10),-3.90000, 3.10000, -9.63414,  3.28031,  226,        2,
( -4/5 |-31/10),-0.80000,-3.10000, -1.97623, -9.98356,  226,        1,
( 31/10|  4/5 ), 3.10000, 0.80000,  7.65790,  6.70325,  226,        3,
( 39/10| -4/5 ), 3.90000,-0.80000,  9.63414,  3.28031,  226,        3,
(  4/5 |-39/10), 0.80000,-3.90000,  1.97623, -9.98356,  226,        1,
( -1   | -3   ),-1.00000,-3.00000, -2.47029, -9.98356,  227,    1+2+3,
( -3   |  4   ),-3.00000, 4.00000, -7.41087,  7.13112,  227,    1+2+3,
( -4   |  3   ),-4.00000, 3.00000, -9.88116,  2.85245,  227,    1+2+3,
(  1   | -4   ), 1.00000,-4.00000,  2.47029, -9.98356,  227,    1+2+3,
(  3   |  1   ), 3.00000, 1.00000,  7.41087,  7.13112,  227,    1+2+3,
(  4   | -1   ), 4.00000,-1.00000,  9.88116,  2.85245,  227,    1+2+3,
( -1   |  4   ),-1.00000, 4.00000, -2.47029,  9.98356,  228,    1+2+3,
( -3   | -1   ),-3.00000,-1.00000, -7.41087, -7.13112,  228,    1+2+3,
( -4   |  1   ),-4.00000, 1.00000, -9.88116, -2.85245,  228,    1+2+3,
(  1   |  3   ), 1.00000, 3.00000,  2.47029,  9.98356,  228,    1+2+3,
(  3   | -4   ), 3.00000,-4.00000,  7.41087, -7.13112,  228,    1+2+3,
(  4   | -3   ), 4.00000,-3.00000,  9.88116, -2.85245,  228,    1+2+3,
(-17/5 | -2/5 ),-3.40000,-0.40000, -8.39899, -5.99014,  229,        2,
(-19/5 |  2/5 ),-3.80000, 0.40000, -9.38711, -4.27867,  229,        1,
( -2/5 | 19/5 ),-0.40000, 3.80000, -0.98812, 10.26881,  229,        3,
( 17/5 |-19/5 ), 3.40000,-3.80000,  8.39899, -5.99014,  229,        3,
( 19/5 |-17/5 ), 3.80000,-3.40000,  9.38711, -4.27867,  229,        1,
(  2/5 | 17/5 ), 0.40000, 3.40000,  0.98812, 10.26881,  229,        2,
(-17/5 | 19/5 ),-3.40000, 3.80000, -8.39899,  5.99014,  230,        3,
(-19/5 | 17/5 ),-3.80000, 3.40000, -9.38711,  4.27867,  230,        1,
( -2/5 |-17/5 ),-0.40000,-3.40000, -0.98812,-10.26881,  230,        2,
( 17/5 |  2/5 ), 3.40000, 0.40000,  8.39899,  5.99014,  230,        2,
( 19/5 | -2/5 ), 3.80000,-0.40000,  9.38711,  4.27867,  230,        1,
(  2/5 |-19/5 ), 0.40000,-3.80000,  0.98812,-10.26881,  230,        3,
(-21/10|-21/10),-2.10000,-2.10000, -5.18761, -8.98521,  231,        2,
(-21/10| 21/5 ),-2.10000, 4.20000, -5.18761,  8.98521,  231,        3,
(-21/5 | 21/10),-4.20000, 2.10000,-10.37522,  0.00000,  231,        1,
( 21/10|-21/5 ), 2.10000,-4.20000,  5.18761, -8.98521,  231,        3,
( 21/10| 21/10), 2.10000, 2.10000,  5.18761,  8.98521,  231,        2,
( 21/5 |-21/10), 4.20000,-2.10000, 10.37522,  0.00000,  231,        1,
(-12/5 | -9/5 ),-2.40000,-1.80000, -5.92870, -8.55734,  232,        1,
(-21/5 |  9/5 ),-4.20000, 1.80000,-10.37522, -0.85573,  232,        2,
( -9/5 | 21/5 ),-1.80000, 4.20000, -4.44652,  9.41307,  232,        2,
( 12/5 |-21/5 ), 2.40000,-4.20000,  5.92870, -8.55734,  232,        1,
( 21/5 |-12/5 ), 4.20000,-2.40000, 10.37522, -0.85573,  232,        3,
(  9/5 | 12/5 ), 1.80000, 2.40000,  4.44652,  9.41307,  232,        3,
(-12/5 | 21/5 ),-2.40000, 4.20000, -5.92870,  8.55734,  233,        1,
(-21/5 | 12/5 ),-4.20000, 2.40000,-10.37522,  0.85573,  233,        3,
( -9/5 |-12/5 ),-1.80000,-2.40000, -4.44652, -9.41307,  233,        3,
( 12/5 |  9/5 ), 2.40000, 1.80000,  5.92870,  8.55734,  233,        1,
( 21/5 | -9/5 ), 4.20000,-1.80000, 10.37522,  0.85573,  233,        2,
(  9/5 |-21/5 ), 1.80000,-4.20000,  4.44652, -9.41307,  233,        2,
(-29/10| -6/5 ),-2.90000,-1.20000, -7.16384, -7.55898,  234,        3,
(-41/10|  6/5 ),-4.10000, 1.20000,-10.12819, -2.42458,  234,        3,
( -6/5 | 41/10),-1.20000, 4.10000, -2.96435,  9.98356,  234,        1,
( 29/10|-41/10), 2.90000,-4.10000,  7.16384, -7.55898,  234,        2,
( 41/10|-29/10), 4.10000,-2.90000, 10.12819, -2.42458,  234,        2,
(  6/5 | 29/10), 1.20000, 2.90000,  2.96435,  9.98356,  234,        1,
(-29/10| 41/10),-2.90000, 4.10000, -7.16384,  7.55898,  235,        2,
(-41/10| 29/10),-4.10000, 2.90000,-10.12819,  2.42458,  235,        2,
( -6/5 |-29/10),-1.20000,-2.90000, -2.96435, -9.98356,  235,        1,
( 29/10|  6/5 ), 2.90000, 1.20000,  7.16384,  7.55898,  235,        3,
( 41/10| -6/5 ), 4.10000,-1.20000, 10.12819,  2.42458,  235,        3,
(  6/5 |-41/10), 1.20000,-4.10000,  2.96435, -9.98356,  235,        1,
(-13/5 | -8/5 ),-2.60000,-1.60000, -6.42276, -8.27209,  236,        2,
(-21/5 |  8/5 ),-4.20000, 1.60000,-10.37522, -1.42622,  236,        1,
( -8/5 | 21/5 ),-1.60000, 4.20000, -3.95247,  9.69832,  236,        3,
( 13/5 |-21/5 ), 2.60000,-4.20000,  6.42276, -8.27209,  236,        3,
( 21/5 |-13/5 ), 4.20000,-2.60000, 10.37522, -1.42622,  236,        1,
(  8/5 | 13/5 ), 1.60000, 2.60000,  3.95247,  9.69832,  236,        2,
(-13/5 | 21/5 ),-2.60000, 4.20000, -6.42276,  8.27209,  237,        3,
(-21/5 | 13/5 ),-4.20000, 2.60000,-10.37522,  1.42622,  237,        1,
( -8/5 |-13/5 ),-1.60000,-2.60000, -3.95247, -9.69832,  237,        2,
( 13/5 |  8/5 ), 2.60000, 1.60000,  6.42276,  8.27209,  237,        2,
( 21/5 | -8/5 ), 4.20000,-1.60000, 10.37522,  1.42622,  237,        1,
(  8/5 |-21/5 ), 1.60000,-4.20000,  3.95247, -9.69832,  237,        3,
( -1/5 |-18/5 ),-0.20000,-3.60000, -0.49406,-10.55405,  238,        3,
(-18/5 | 19/5 ),-3.60000, 3.80000, -8.89305,  5.70489,  238,        1,
(-19/5 | 18/5 ),-3.80000, 3.60000, -9.38711,  4.84916,  238,        3,
(  1/5 |-19/5 ), 0.20000,-3.80000,  0.49406,-10.55405,  238,        2,
( 18/5 |  1/5 ), 3.60000, 0.20000,  8.89305,  5.70489,  238,        1,
( 19/5 | -1/5 ), 3.80000,-0.20000,  9.38711,  4.84916,  238,        2,
( -1/5 | 19/5 ),-0.20000, 3.80000, -0.49406, 10.55405,  239,        2,
(-18/5 | -1/5 ),-3.60000,-0.20000, -8.89305, -5.70489,  239,        1,
(-19/5 |  1/5 ),-3.80000, 0.20000, -9.38711, -4.84916,  239,        2,
(  1/5 | 18/5 ), 0.20000, 3.60000,  0.49406, 10.55405,  239,        3,
( 18/5 |-19/5 ), 3.60000,-3.80000,  8.89305, -5.70489,  239,        1,
( 19/5 |-18/5 ), 3.80000,-3.60000,  9.38711, -4.84916,  239,        3,
(-14/5 | -7/5 ),-2.80000,-1.40000, -6.91681, -7.98685,  240,        3,
(-21/5 |  7/5 ),-4.20000, 1.40000,-10.37522, -1.99671,  240,        3,
( -7/5 | 21/5 ),-1.40000, 4.20000, -3.45841,  9.98356,  240,        1,
( 14/5 |-21/5 ), 2.80000,-4.20000,  6.91681, -7.98685,  240,        2,
( 21/5 |-14/5 ), 4.20000,-2.80000, 10.37522, -1.99671,  240,        2,
(  7/5 | 14/5 ), 1.40000, 2.80000,  3.45841,  9.98356,  240,        1,
(-14/5 | 21/5 ),-2.80000, 4.20000, -6.91681,  7.98685,  241,        2,
(-21/5 | 14/5 ),-4.20000, 2.80000,-10.37522,  1.99671,  241,        2,
( -7/5 |-14/5 ),-1.40000,-2.80000, -3.45841, -9.98356,  241,        1,
( 14/5 |  7/5 ), 2.80000, 1.40000,  6.91681,  7.98685,  241,        3,
( 21/5 | -7/5 ), 4.20000,-1.40000, 10.37522,  1.99671,  241,        3,
(  7/5 |-21/5 ), 1.40000,-4.20000,  3.45841, -9.98356,  241,        1,
(-16/5 | 41/10),-3.20000, 4.10000, -7.90493,  7.13112,  242,        1,
(-41/10| 16/5 ),-4.10000, 3.20000,-10.12819,  3.28031,  242,        3,
( -9/10|-16/5 ),-0.90000,-3.20000, -2.22326,-10.41143,  242,        3,
( 16/5 |  9/10), 3.20000, 0.90000,  7.90493,  7.13112,  242,        1,
( 41/10| -9/10), 4.10000,-0.90000, 10.12819,  3.28031,  242,        2,
(  9/10|-41/10), 0.90000,-4.10000,  2.22326,-10.41143,  242,        2,
(-16/5 | -9/10),-3.20000,-0.90000, -7.90493, -7.13112,  243,        1,
(-41/10|  9/10),-4.10000, 0.90000,-10.12819, -3.28031,  243,        2,
( -9/10| 41/10),-0.90000, 4.10000, -2.22326, 10.41143,  243,        2,
( 16/5 |-41/10), 3.20000,-4.10000,  7.90493, -7.13112,  243,        1,
( 41/10|-16/5 ), 4.10000,-3.20000, 10.12819, -3.28031,  243,        3,
(  9/10| 16/5 ), 0.90000, 3.20000,  2.22326, 10.41143,  243,        3,
