# This file was automatically generated by TLEEDMAP v.0.1a.
# It contains the list of LEED beams generated from input file:
# E:/Work/Vienna/SPECSLab/Technical/Upgrades/Python LEED-IV/000-package/tleedmap/guilib/leedsim/input examples/Cu(111)-(r3x5)rect.tlm
#
# Structure: Cu(111)-(r3x5)rect
#
# Max. LEED Energy: 1100.0 eV
# Bulk lattice: Hexagonal (p3m1); a = 2.5435 AA; alpha = 120.00 deg
#        Basis: a = [2.5435 0.0000]; b = [-1.2717  2.2027]
# Surface lattice: Rectangular (pg[1 0]); a = 4.4055 AA; b = 12.7175 AA
#
# Exporting beams from 3 domain(s) out of 3 symmetry-equivalent ones
# Domain 1 - Basis: a = [0.0000 4.4055]; b = [12.7175  0.0000]
#            Superlattice: [[1 2] [5 0]]
# Domain 2 - Basis: a = [ 3.8152 -2.2027]; b = [ 6.3587 11.0137]
#            Superlattice: [[ 1 -1] [ 5  5]]
# Domain 3 - Basis: a = [-3.8152 -2.2027]; b = [  6.3587 -11.0137]
#            Superlattice: [[-2 -1] [ 0 -5]]
#
# * h and k are the surface Miller indices of each LEED spot; both fractional
#   and floating-point versions are provided.
# * gx and gy are the horizontal and vertical components of reciprocal lattice
#   vectors in AA^(-1), and include a factor of 2*pi.
# * Beams with the same absolute value of "group" are symmetry equivalent (at
#   normal incidence); extinct spots have a negative "group" index.
# * The domains contributing to each spot are listed in "domain(s)". Domains
#   contributing with glide-extinct spots are reported in parentheses.

(   h  |   k  ),    h   ,    k   ,    gx   ,    gy   ,group,domain(s),
(-13/5 |  7/5 ),-2.60000, 1.40000, -6.42276,  0.28524,   91,        2,
( -6/5 | -7/5 ),-1.20000,-1.40000, -2.96435, -5.70489,   91,        1,
( -7/5 | 13/5 ),-1.40000, 2.60000, -3.45841,  5.41965,   91,        2,
( 13/5 | -6/5 ), 2.60000,-1.20000,  6.42276,  0.28524,   91,        3,
(  6/5 |-13/5 ), 1.20000,-2.60000,  2.96435, -5.70489,   91,        1,
(  7/5 |  6/5 ), 1.40000, 1.20000,  3.45841,  5.41965,   91,        3,
( -1/2 | -2   ),-0.50000,-2.00000, -1.23515, -6.41800,   92,        3,
( -2   |  5/2 ),-2.00000, 2.50000, -4.94058,  4.27867,   92,        1,
( -5/2 |  2   ),-2.50000, 2.00000, -6.17573,  2.13933,   92,        3,
(  1/2 | -5/2 ), 0.50000,-2.50000,  1.23515, -6.41800,   92,        2,
(  2   |  1/2 ), 2.00000, 0.50000,  4.94058,  4.27867,   92,        1,
(  5/2 | -1/2 ), 2.50000,-0.50000,  6.17573,  2.13933,   92,        2,
( -1/2 |  5/2 ),-0.50000, 2.50000, -1.23515,  6.41800,   93,        2,
( -2   | -1/2 ),-2.00000,-0.50000, -4.94058, -4.27867,   93,        1,
( -5/2 |  1/2 ),-2.50000, 0.50000, -6.17573, -2.13933,   93,        2,
(  1/2 |  2   ), 0.50000, 2.00000,  1.23515,  6.41800,   93,        3,
(  2   | -5/2 ), 2.00000,-2.50000,  4.94058, -4.27867,   93,        1,
(  5/2 | -2   ), 2.50000,-2.00000,  6.17573, -2.13933,   93,        3,
( -1/5 | 12/5 ),-0.20000, 2.40000, -0.49406,  6.56063,   94,        3,
(-11/5 | -1/5 ),-2.20000,-0.20000, -5.43464, -3.70818,   94,        2,
(-12/5 |  1/5 ),-2.40000, 0.20000, -5.92870, -2.85245,   94,        1,
(  1/5 | 11/5 ), 0.20000, 2.20000,  0.49406,  6.56063,   94,        2,
( 11/5 |-12/5 ), 2.20000,-2.40000,  5.43464, -3.70818,   94,        3,
( 12/5 |-11/5 ), 2.40000,-2.20000,  5.92870, -2.85245,   94,        1,
( -1/5 |-11/5 ),-0.20000,-2.20000, -0.49406, -6.56063,   95,        2,
(-11/5 | 12/5 ),-2.20000, 2.40000, -5.43464,  3.70818,   95,        3,
(-12/5 | 11/5 ),-2.40000, 2.20000, -5.92870,  2.85245,   95,        1,
(  1/5 |-12/5 ), 0.20000,-2.40000,  0.49406, -6.56063,   95,        3,
( 11/5 |  1/5 ), 2.20000, 0.20000,  5.43464,  3.70818,   95,        2,
( 12/5 | -1/5 ), 2.40000,-0.20000,  5.92870,  2.85245,   95,        1,
(-13/5 |  4/5 ),-2.60000, 0.80000, -6.42276, -1.42622,   96,        1,
( -4/5 | 13/5 ),-0.80000, 2.60000, -1.97623,  6.27538,   96,        3,
( -9/5 | -4/5 ),-1.80000,-0.80000, -4.44652, -4.84916,   96,        2,
( 13/5 | -9/5 ), 2.60000,-1.80000,  6.42276, -1.42622,   96,        1,
(  4/5 |  9/5 ), 0.80000, 1.80000,  1.97623,  6.27538,   96,        2,
(  9/5 |-13/5 ), 1.80000,-2.60000,  4.44652, -4.84916,   96,        3,
(-13/5 |  9/5 ),-2.60000, 1.80000, -6.42276,  1.42622,   97,        1,
( -4/5 | -9/5 ),-0.80000,-1.80000, -1.97623, -6.27538,   97,        2,
( -9/5 | 13/5 ),-1.80000, 2.60000, -4.44652,  4.84916,   97,        3,
( 13/5 | -4/5 ), 2.60000,-0.80000,  6.42276,  1.42622,   97,        1,
(  4/5 |-13/5 ), 0.80000,-2.60000,  1.97623, -6.27538,   97,        3,
(  9/5 |  4/5 ), 1.80000, 0.80000,  4.44652,  4.84916,   97,        2,
(-13/10| -7/5 ),-1.30000,-1.40000, -3.21138, -5.84752,   98,        3,
(-27/10|  7/5 ),-2.70000, 1.40000, -6.66979,  0.14262,   98,        3,
( -7/5 | 27/10),-1.40000, 2.70000, -3.45841,  5.70489,   98,        1,
( 13/10|-27/10), 1.30000,-2.70000,  3.21138, -5.84752,   98,        2,
( 27/10|-13/10), 2.70000,-1.30000,  6.66979,  0.14262,   98,        2,
(  7/5 | 13/10), 1.40000, 1.30000,  3.45841,  5.70489,   98,        1,
(-13/10| 27/10),-1.30000, 2.70000, -3.21138,  5.84752,   99,        2,
(-27/10| 13/10),-2.70000, 1.30000, -6.66979, -0.14262,   99,        2,
( -7/5 |-13/10),-1.40000,-1.30000, -3.45841, -5.70489,   99,        1,
( 13/10|  7/5 ), 1.30000, 1.40000,  3.21138,  5.84752,   99,        3,
( 27/10| -7/5 ), 2.70000,-1.40000,  6.66979, -0.14262,   99,        3,
(  7/5 |-27/10), 1.40000,-2.70000,  3.45841, -5.70489,   99,        1,
(-11/5 | -2/5 ),-2.20000,-0.40000, -5.43464, -4.27867,  100,        1,
(-13/5 |  2/5 ),-2.60000, 0.40000, -6.42276, -2.56720,  100,        2,
( -2/5 | 13/5 ),-0.40000, 2.60000, -0.98812,  6.84587,  100,        2,
( 11/5 |-13/5 ), 2.20000,-2.60000,  5.43464, -4.27867,  100,        1,
( 13/5 |-11/5 ), 2.60000,-2.20000,  6.42276, -2.56720,  100,        3,
(  2/5 | 11/5 ), 0.40000, 2.20000,  0.98812,  6.84587,  100,        3,
(-11/5 | 13/5 ),-2.20000, 2.60000, -5.43464,  4.27867,  101,        1,
(-13/5 | 11/5 ),-2.60000, 2.20000, -6.42276,  2.56720,  101,        3,
( -2/5 |-11/5 ),-0.40000,-2.20000, -0.98812, -6.84587,  101,        3,
( 11/5 |  2/5 ), 2.20000, 0.40000,  5.43464,  4.27867,  101,        1,
( 13/5 | -2/5 ), 2.60000,-0.40000,  6.42276,  2.56720,  101,        2,
(  2/5 |-13/5 ), 0.40000,-2.60000,  0.98812, -6.84587,  101,        2,
(-14/5 |  7/5 ),-2.80000, 1.40000, -6.91681,  0.00000,  102,        1,
( -7/5 | -7/5 ),-1.40000,-1.40000, -3.45841, -5.99014,  102,        2,
( -7/5 | 14/5 ),-1.40000, 2.80000, -3.45841,  5.99014,  102,        3,
( 14/5 | -7/5 ), 2.80000,-1.40000,  6.91681,  0.00000,  102,        1,
(  7/5 |-14/5 ), 1.40000,-2.80000,  3.45841, -5.99014,  102,        3,
(  7/5 |  7/5 ), 1.40000, 1.40000,  3.45841,  5.99014,  102,        2,
(-14/5 |  6/5 ),-2.80000, 1.20000, -6.91681, -0.57049,  103,        2,
( -6/5 | 14/5 ),-1.20000, 2.80000, -2.96435,  6.27538,  103,        2,
( -8/5 | -6/5 ),-1.60000,-1.20000, -3.95247, -5.70489,  103,        1,
( 14/5 | -8/5 ), 2.80000,-1.60000,  6.91681, -0.57049,  103,        3,
(  6/5 |  8/5 ), 1.20000, 1.60000,  2.96435,  6.27538,  103,        3,
(  8/5 |-14/5 ), 1.60000,-2.80000,  3.95247, -5.70489,  103,        1,
(-14/5 |  8/5 ),-2.80000, 1.60000, -6.91681,  0.57049,  104,        3,
( -6/5 | -8/5 ),-1.20000,-1.60000, -2.96435, -6.27538,  104,        3,
( -8/5 | 14/5 ),-1.60000, 2.80000, -3.95247,  5.70489,  104,        1,
( 14/5 | -6/5 ), 2.80000,-1.20000,  6.91681,  0.57049,  104,        2,
(  6/5 |-14/5 ), 1.20000,-2.80000,  2.96435, -6.27538,  104,        2,
(  8/5 |  6/5 ), 1.60000, 1.20000,  3.95247,  5.70489,  104,        1,
(-13/5 | 23/10),-2.60000, 2.30000, -6.42276,  2.85245,  105,        1,
(-23/10| 13/5 ),-2.30000, 2.60000, -5.68167,  4.13605,  105,        3,
( -3/10|-23/10),-0.30000,-2.30000, -0.74109, -6.98849,  105,        2,
( 13/5 | -3/10), 2.60000,-0.30000,  6.42276,  2.85245,  105,        1,
( 23/10|  3/10), 2.30000, 0.30000,  5.68167,  4.13605,  105,        2,
(  3/10|-13/5 ), 0.30000,-2.60000,  0.74109, -6.98849,  105,        3,
(-13/5 |  3/10),-2.60000, 0.30000, -6.42276, -2.85245,  106,        1,
(-23/10| -3/10),-2.30000,-0.30000, -5.68167, -4.13605,  106,        2,
( -3/10| 13/5 ),-0.30000, 2.60000, -0.74109,  6.98849,  106,        3,
( 13/5 |-23/10), 2.60000,-2.30000,  6.42276, -2.85245,  106,        1,
( 23/10|-13/5 ), 2.30000,-2.60000,  5.68167, -4.13605,  106,        3,
(  3/10| 23/10), 0.30000, 2.30000,  0.74109,  6.98849,  106,        2,
(-14/5 |  9/10),-2.80000, 0.90000, -6.91681, -1.42622,  107,        1,
(-19/10| -9/10),-1.90000,-0.90000, -4.69355, -5.27703,  107,        2,
( -9/10| 14/5 ),-0.90000, 2.80000, -2.22326,  6.70325,  107,        3,
( 14/5 |-19/10), 2.80000,-1.90000,  6.91681, -1.42622,  107,        1,
( 19/10|-14/5 ), 1.90000,-2.80000,  4.69355, -5.27703,  107,        3,
(  9/10| 19/10), 0.90000, 1.90000,  2.22326,  6.70325,  107,        2,
(-14/5 | 19/10),-2.80000, 1.90000, -6.91681,  1.42622,  108,        1,
(-19/10| 14/5 ),-1.90000, 2.80000, -4.69355,  5.27703,  108,        3,
( -9/10|-19/10),-0.90000,-1.90000, -2.22326, -6.70325,  108,        2,
( 14/5 | -9/10), 2.80000,-0.90000,  6.91681,  1.42622,  108,        1,
( 19/10|  9/10), 1.90000, 0.90000,  4.69355,  5.27703,  108,        2,
(  9/10|-14/5 ), 0.90000,-2.80000,  2.22326, -6.70325,  108,        3,
( -5/2 |  0   ),-2.50000, 0.00000, -6.17573, -3.56556, -109,      (3),
(  0   |  5/2 ), 0.00000, 2.50000,  0.00000,  7.13112, -109,      (1),
(  5/2 | -5/2 ), 2.50000,-2.50000,  6.17573, -3.56556, -109,      (2),
( -5/2 |  5/2 ),-2.50000, 2.50000, -6.17573,  3.56556, -110,      (2),
(  0   | -5/2 ), 0.00000,-2.50000,  0.00000, -7.13112, -110,      (1),
(  5/2 |  0   ), 2.50000, 0.00000,  6.17573,  3.56556, -110,      (3),
( -1/5 |-12/5 ),-0.20000,-2.40000, -0.49406, -7.13112,  111,        1,
(-12/5 | 13/5 ),-2.40000, 2.60000, -5.92870,  3.99342,  111,        2,
(-13/5 | 12/5 ),-2.60000, 2.40000, -6.42276,  3.13769,  111,        2,
(  1/5 |-13/5 ), 0.20000,-2.60000,  0.49406, -7.13112,  111,        1,
( 12/5 |  1/5 ), 2.40000, 0.20000,  5.92870,  3.99342,  111,        3,
( 13/5 | -1/5 ), 2.60000,-0.20000,  6.42276,  3.13769,  111,        3,
( -1/5 | 13/5 ),-0.20000, 2.60000, -0.49406,  7.13112,  112,        1,
(-12/5 | -1/5 ),-2.40000,-0.20000, -5.92870, -3.99342,  112,        3,
(-13/5 |  1/5 ),-2.60000, 0.20000, -6.42276, -3.13769,  112,        3,
(  1/5 | 12/5 ), 0.20000, 2.40000,  0.49406,  7.13112,  112,        1,
( 12/5 |-13/5 ), 2.40000,-2.60000,  5.92870, -3.99342,  112,        2,
( 13/5 |-12/5 ), 2.60000,-2.40000,  6.42276, -3.13769,  112,        2,
( -2/5 |-23/10),-0.40000,-2.30000, -0.98812, -7.13112,  113,        1,
(-23/10| 27/10),-2.30000, 2.70000, -5.68167,  4.42129,  113,        2,
(-27/10| 23/10),-2.70000, 2.30000, -6.66979,  2.70982,  113,        2,
(  2/5 |-27/10), 0.40000,-2.70000,  0.98812, -7.13112,  113,        1,
( 23/10|  2/5 ), 2.30000, 0.40000,  5.68167,  4.42129,  113,        3,
( 27/10| -2/5 ), 2.70000,-0.40000,  6.66979,  2.70982,  113,        3,
( -2/5 | 27/10),-0.40000, 2.70000, -0.98812,  7.13112,  114,        1,
(-23/10| -2/5 ),-2.30000,-0.40000, -5.68167, -4.42129,  114,        3,
(-27/10|  2/5 ),-2.70000, 0.40000, -6.66979, -2.70982,  114,        3,
(  2/5 | 23/10), 0.40000, 2.30000,  0.98812,  7.13112,  114,        1,
( 23/10|-27/10), 2.30000,-2.70000,  5.68167, -4.42129,  114,        2,
( 27/10|-23/10), 2.70000,-2.30000,  6.66979, -2.70982,  114,        2,
(-11/10| -9/5 ),-1.10000,-1.80000, -2.71732, -6.70325,  115,        3,
(-29/10|  9/5 ),-2.90000, 1.80000, -7.16384,  0.99836,  115,        3,
( -9/5 | 29/10),-1.80000, 2.90000, -4.44652,  5.70489,  115,        1,
( 11/10|-29/10), 1.10000,-2.90000,  2.71732, -6.70325,  115,        2,
( 29/10|-11/10), 2.90000,-1.10000,  7.16384,  0.99836,  115,        2,
(  9/5 | 11/10), 1.80000, 1.10000,  4.44652,  5.70489,  115,        1,
(-11/10| 29/10),-1.10000, 2.90000, -2.71732,  6.70325,  116,        2,
(-29/10| 11/10),-2.90000, 1.10000, -7.16384, -0.99836,  116,        2,
( -9/5 |-11/10),-1.80000,-1.10000, -4.44652, -5.70489,  116,        1,
( 11/10|  9/5 ), 1.10000, 1.80000,  2.71732,  6.70325,  116,        3,
( 29/10| -9/5 ), 2.90000,-1.80000,  7.16384, -0.99836,  116,        3,
(  9/5 |-29/10), 1.80000,-2.90000,  4.44652, -5.70489,  116,        1,
(-11/5 | 14/5 ),-2.20000, 2.80000, -5.43464,  4.84916,  117,        2,
(-14/5 | 11/5 ),-2.80000, 2.20000, -6.91681,  2.28196,  117,        2,
( -3/5 |-11/5 ),-0.60000,-2.20000, -1.48217, -7.13112,  117,        1,
( 11/5 |  3/5 ), 2.20000, 0.60000,  5.43464,  4.84916,  117,        3,
( 14/5 | -3/5 ), 2.80000,-0.60000,  6.91681,  2.28196,  117,        3,
(  3/5 |-14/5 ), 0.60000,-2.80000,  1.48217, -7.13112,  117,        1,
(-11/5 | -3/5 ),-2.20000,-0.60000, -5.43464, -4.84916,  118,        3,
(-14/5 |  3/5 ),-2.80000, 0.60000, -6.91681, -2.28196,  118,        3,
( -3/5 | 14/5 ),-0.60000, 2.80000, -1.48217,  7.13112,  118,        1,
( 11/5 |-14/5 ), 2.20000,-2.80000,  5.43464, -4.84916,  118,        2,
( 14/5 |-11/5 ), 2.80000,-2.20000,  6.91681, -2.28196,  118,        2,
(  3/5 | 11/5 ), 0.60000, 2.20000,  1.48217,  7.13112,  118,        1,
(-12/5 | -3/10),-2.40000,-0.30000, -5.92870, -4.27867,  119,        1,
(-27/10|  3/10),-2.70000, 0.30000, -6.66979, -2.99507,  119,        2,
( -3/10| 27/10),-0.30000, 2.70000, -0.74109,  7.27374,  119,        2,
( 12/5 |-27/10), 2.40000,-2.70000,  5.92870, -4.27867,  119,        1,
( 27/10|-12/5 ), 2.70000,-2.40000,  6.66979, -2.99507,  119,        3,
(  3/10| 12/5 ), 0.30000, 2.40000,  0.74109,  7.27374,  119,        3,
(-12/5 | 27/10),-2.40000, 2.70000, -5.92870,  4.27867,  120,        1,
(-27/10| 12/5 ),-2.70000, 2.40000, -6.66979,  2.99507,  120,        3,
( -3/10|-12/5 ),-0.30000,-2.40000, -0.74109, -7.27374,  120,        3,
( 12/5 |  3/10), 2.40000, 0.30000,  5.92870,  4.27867,  120,        1,
( 27/10| -3/10), 2.70000,-0.30000,  6.66979,  2.99507,  120,        2,
(  3/10|-27/10), 0.30000,-2.70000,  0.74109, -7.27374,  120,        2,
(-21/10| -4/5 ),-2.10000,-0.80000, -5.18761, -5.27703,  121,        3,
(-29/10|  4/5 ),-2.90000, 0.80000, -7.16384, -1.85409,  121,        3,
( -4/5 | 29/10),-0.80000, 2.90000, -1.97623,  7.13112,  121,        1,
( 21/10|-29/10), 2.10000,-2.90000,  5.18761, -5.27703,  121,        2,
( 29/10|-21/10), 2.90000,-2.10000,  7.16384, -1.85409,  121,        2,
(  4/5 | 21/10), 0.80000, 2.10000,  1.97623,  7.13112,  121,        1,
(-21/10| 29/10),-2.10000, 2.90000, -5.18761,  5.27703,  122,        2,
(-29/10| 21/10),-2.90000, 2.10000, -7.16384,  1.85409,  122,        2,
( -4/5 |-21/10),-0.80000,-2.10000, -1.97623, -7.13112,  122,        1,
( 21/10|  4/5 ), 2.10000, 0.80000,  5.18761,  5.27703,  122,        3,
( 29/10| -4/5 ), 2.90000,-0.80000,  7.16384,  1.85409,  122,        3,
(  4/5 |-29/10), 0.80000,-2.90000,  1.97623, -7.13112,  122,        1,
( -3   |  3/2 ),-3.00000, 1.50000, -7.41087,  0.00000,  123,        1,
( -3/2 | -3/2 ),-1.50000,-1.50000, -3.70544, -6.41800,  123,        2,
( -3/2 |  3   ),-1.50000, 3.00000, -3.70544,  6.41800,  123,        3,
(  3   | -3/2 ), 3.00000,-1.50000,  7.41087,  0.00000,  123,        1,
(  3/2 | -3   ), 1.50000,-3.00000,  3.70544, -6.41800,  123,        3,
(  3/2 |  3/2 ), 1.50000, 1.50000,  3.70544,  6.41800,  123,        2,
(-12/5 | 14/5 ),-2.40000, 2.80000, -5.92870,  4.56391,  124,        3,
(-14/5 | 12/5 ),-2.80000, 2.40000, -6.91681,  2.85245,  124,        1,
( -2/5 |-12/5 ),-0.40000,-2.40000, -0.98812, -7.41636,  124,        2,
( 12/5 |  2/5 ), 2.40000, 0.40000,  5.92870,  4.56391,  124,        2,
( 14/5 | -2/5 ), 2.80000,-0.40000,  6.91681,  2.85245,  124,        1,
(  2/5 |-14/5 ), 0.40000,-2.80000,  0.98812, -7.41636,  124,        3,
(-12/5 | -2/5 ),-2.40000,-0.40000, -5.92870, -4.56391,  125,        2,
(-14/5 |  2/5 ),-2.80000, 0.40000, -6.91681, -2.85245,  125,        1,
( -2/5 | 14/5 ),-0.40000, 2.80000, -0.98812,  7.41636,  125,        3,
( 12/5 |-14/5 ), 2.40000,-2.80000,  5.92870, -4.56391,  125,        3,
( 14/5 |-12/5 ), 2.80000,-2.40000,  6.91681, -2.85245,  125,        1,
(  2/5 | 12/5 ), 0.40000, 2.40000,  0.98812,  7.41636,  125,        2,
( -1   |  3   ),-1.00000, 3.00000, -2.47029,  7.13112,  126,    1+2+3,
( -2   | -1   ),-2.00000,-1.00000, -4.94058, -5.70489,  126,    1+2+3,
( -3   |  1   ),-3.00000, 1.00000, -7.41087, -1.42622,  126,    1+2+3,
(  1   |  2   ), 1.00000, 2.00000,  2.47029,  7.13112,  126,    1+2+3,
(  2   | -3   ), 2.00000,-3.00000,  4.94058, -5.70489,  126,    1+2+3,
(  3   | -2   ), 3.00000,-2.00000,  7.41087, -1.42622,  126,    1+2+3,
( -1   | -2   ),-1.00000,-2.00000, -2.47029, -7.13112,  127,    1+2+3,
( -2   |  3   ),-2.00000, 3.00000, -4.94058,  5.70489,  127,    1+2+3,
( -3   |  2   ),-3.00000, 2.00000, -7.41087,  1.42622,  127,    1+2+3,
(  1   | -3   ), 1.00000,-3.00000,  2.47029, -7.13112,  127,    1+2+3,
(  2   |  1   ), 2.00000, 1.00000,  4.94058,  5.70489,  127,    1+2+3,
(  3   | -1   ), 3.00000,-1.00000,  7.41087,  1.42622,  127,    1+2+3,
( -1/5 | 14/5 ),-0.20000, 2.80000, -0.49406,  7.70161,  128,        2,
(-13/5 | -1/5 ),-2.60000,-0.20000, -6.42276, -4.27867,  128,        1,
(-14/5 |  1/5 ),-2.80000, 0.20000, -6.91681, -3.42294,  128,        2,
(  1/5 | 13/5 ), 0.20000, 2.60000,  0.49406,  7.70161,  128,        3,
( 13/5 |-14/5 ), 2.60000,-2.80000,  6.42276, -4.27867,  128,        1,
( 14/5 |-13/5 ), 2.80000,-2.60000,  6.91681, -3.42294,  128,        3,
( -1/5 |-13/5 ),-0.20000,-2.60000, -0.49406, -7.70161,  129,        3,
(-13/5 | 14/5 ),-2.60000, 2.80000, -6.42276,  4.27867,  129,        1,
(-14/5 | 13/5 ),-2.80000, 2.60000, -6.91681,  3.42294,  129,        3,
(  1/5 |-14/5 ), 0.20000,-2.80000,  0.49406, -7.70161,  129,        2,
( 13/5 |  1/5 ), 2.60000, 0.20000,  6.42276,  4.27867,  129,        1,
( 14/5 | -1/5 ), 2.80000,-0.20000,  6.91681,  3.42294,  129,        2,
(-19/10| -6/5 ),-1.90000,-1.20000, -4.69355, -6.13276,  130,        3,
(-31/10|  6/5 ),-3.10000, 1.20000, -7.65790, -0.99836,  130,        3,
( -6/5 | 31/10),-1.20000, 3.10000, -2.96435,  7.13112,  130,        1,
( 19/10|-31/10), 1.90000,-3.10000,  4.69355, -6.13276,  130,        2,
( 31/10|-19/10), 3.10000,-1.90000,  7.65790, -0.99836,  130,        2,
(  6/5 | 19/10), 1.20000, 1.90000,  2.96435,  7.13112,  130,        1,
(-19/10| 31/10),-1.90000, 3.10000, -4.69355,  6.13276,  131,        2,
(-31/10| 19/10),-3.10000, 1.90000, -7.65790,  0.99836,  131,        2,
( -6/5 |-19/10),-1.20000,-1.90000, -2.96435, -7.13112,  131,        1,
( 19/10|  6/5 ), 1.90000, 1.20000,  4.69355,  6.13276,  131,        3,
( 31/10| -6/5 ), 3.10000,-1.20000,  7.65790,  0.99836,  131,        3,
(  6/5 |-31/10), 1.20000,-3.10000,  2.96435, -7.13112,  131,        1,
(-11/5 | -9/10),-2.20000,-0.90000, -5.43464, -5.70489,  132,        1,
(-31/10|  9/10),-3.10000, 0.90000, -7.65790, -1.85409,  132,        2,
( -9/10| 31/10),-0.90000, 3.10000, -2.22326,  7.55898,  132,        2,
( 11/5 |-31/10), 2.20000,-3.10000,  5.43464, -5.70489,  132,        1,
( 31/10|-11/5 ), 3.10000,-2.20000,  7.65790, -1.85409,  132,        3,
(  9/10| 11/5 ), 0.90000, 2.20000,  2.22326,  7.55898,  132,        3,
(-11/5 | 31/10),-2.20000, 3.10000, -5.43464,  5.70489,  133,        1,
(-31/10| 11/5 ),-3.10000, 2.20000, -7.65790,  1.85409,  133,        3,
( -9/10|-11/5 ),-0.90000,-2.20000, -2.22326, -7.55898,  133,        3,
( 11/5 |  9/10), 2.20000, 0.90000,  5.43464,  5.70489,  133,        1,
( 31/10| -9/10), 3.10000,-0.90000,  7.65790,  1.85409,  133,        2,
(  9/10|-31/10), 0.90000,-3.10000,  2.22326, -7.55898,  133,        2,
(-16/5 |  8/5 ),-3.20000, 1.60000, -7.90493,  0.00000,  134,        1,
( -8/5 | -8/5 ),-1.60000,-1.60000, -3.95247, -6.84587,  134,        2,
( -8/5 | 16/5 ),-1.60000, 3.20000, -3.95247,  6.84587,  134,        3,
( 16/5 | -8/5 ), 3.20000,-1.60000,  7.90493,  0.00000,  134,        1,
(  8/5 |-16/5 ), 1.60000,-3.20000,  3.95247, -6.84587,  134,        3,
(  8/5 |  8/5 ), 1.60000, 1.60000,  3.95247,  6.84587,  134,        2,
(-16/5 |  7/5 ),-3.20000, 1.40000, -7.90493, -0.57049,  135,        3,
( -7/5 | 16/5 ),-1.40000, 3.20000, -3.45841,  7.13112,  135,        1,
( -9/5 | -7/5 ),-1.80000,-1.40000, -4.44652, -6.56063,  135,        3,
( 16/5 | -9/5 ), 3.20000,-1.80000,  7.90493, -0.57049,  135,        2,
(  7/5 |  9/5 ), 1.40000, 1.80000,  3.45841,  7.13112,  135,        1,
(  9/5 |-16/5 ), 1.80000,-3.20000,  4.44652, -6.56063,  135,        2,
(-16/5 |  9/5 ),-3.20000, 1.80000, -7.90493,  0.57049,  136,        2,
( -7/5 | -9/5 ),-1.40000,-1.80000, -3.45841, -7.13112,  136,        1,
( -9/5 | 16/5 ),-1.80000, 3.20000, -4.44652,  6.56063,  136,        2,
( 16/5 | -7/5 ), 3.20000,-1.40000,  7.90493,  0.57049,  136,        3,
(  7/5 |-16/5 ), 1.40000,-3.20000,  3.45841, -7.13112,  136,        1,
(  9/5 |  7/5 ), 1.80000, 1.40000,  4.44652,  6.56063,  136,        3,
( -1/2 | -5/2 ),-0.50000,-2.50000, -1.23515, -7.84423,  137,        2,
( -3   |  5/2 ),-3.00000, 2.50000, -7.41087,  2.85245,  137,        1,
( -5/2 |  3   ),-2.50000, 3.00000, -6.17573,  4.99178,  137,        3,
(  1/2 | -3   ), 0.50000,-3.00000,  1.23515, -7.84423,  137,        3,
(  3   | -1/2 ), 3.00000,-0.50000,  7.41087,  2.85245,  137,        1,
(  5/2 |  1/2 ), 2.50000, 0.50000,  6.17573,  4.99178,  137,        2,
( -1/2 |  3   ),-0.50000, 3.00000, -1.23515,  7.84423,  138,        3,
( -3   |  1/2 ),-3.00000, 0.50000, -7.41087, -2.85245,  138,        1,
( -5/2 | -1/2 ),-2.50000,-0.50000, -6.17573, -4.99178,  138,        2,
(  1/2 |  5/2 ), 0.50000, 2.50000,  1.23515,  7.84423,  138,        2,
(  3   | -5/2 ), 3.00000,-2.50000,  7.41087, -2.85245,  138,        1,
(  5/2 | -3   ), 2.50000,-3.00000,  6.17573, -4.99178,  138,        3,
(-11/10|-21/10),-1.10000,-2.10000, -2.71732, -7.55898,  139,        2,
(-16/5 | 21/10),-3.20000, 2.10000, -7.90493,  1.42622,  139,        1,
(-21/10| 16/5 ),-2.10000, 3.20000, -5.18761,  6.13276,  139,        3,
( 11/10|-16/5 ), 1.10000,-3.20000,  2.71732, -7.55898,  139,        3,
( 16/5 |-11/10), 3.20000,-1.10000,  7.90493,  1.42622,  139,        1,
( 21/10| 11/10), 2.10000, 1.10000,  5.18761,  6.13276,  139,        2,
(-11/10| 16/5 ),-1.10000, 3.20000, -2.71732,  7.55898,  140,        3,
(-16/5 | 11/10),-3.20000, 1.10000, -7.90493, -1.42622,  140,        1,
(-21/10|-11/10),-2.10000,-1.10000, -5.18761, -6.13276,  140,        2,
( 11/10| 21/10), 1.10000, 2.10000,  2.71732,  7.55898,  140,        2,
( 16/5 |-21/10), 3.20000,-2.10000,  7.90493, -1.42622,  140,        1,
( 21/10|-16/5 ), 2.10000,-3.20000,  5.18761, -6.13276,  140,        3,
( -1/10|-14/5 ),-0.10000,-2.80000, -0.24703, -8.12947,  141,        3,
(-14/5 | 29/10),-2.80000, 2.90000, -6.91681,  4.27867,  141,        1,
(-29/10| 14/5 ),-2.90000, 2.80000, -7.16384,  3.85080,  141,        3,
(  1/10|-29/10), 0.10000,-2.90000,  0.24703, -8.12947,  141,        2,
( 14/5 |  1/10), 2.80000, 0.10000,  6.91681,  4.27867,  141,        1,
( 29/10| -1/10), 2.90000,-0.10000,  7.16384,  3.85080,  141,        2,
