# This file was automatically generated by TLEEDMAP v.0.1a.
# It contains the list of LEED beams generated from input file:
# E:/Work/Vienna/SPECSLab/Technical/Upgrades/Python LEED-IV/000-package/viperleed/guilib/leedsim/input examples/Ag(111)-(3xr3)rect.tlm
#
# Structure: Ag(111)-(3xr3)rect - all domains
#
# Max. LEED Energy: 700.0 eV
# Bulk lattice: Hexagonal (p3m1); a = 2.8843 AA; alpha = 120.00 deg
#        Basis: a = [2.8843 0.0000]; b = [-1.4421  2.4979]
# Surface lattice: Rectangular (pmm); a = 8.6529 AA; b = 4.9958 AA
#
# Exporting beams from 3 domain(s) out of 3 symmetry-equivalent ones
# Domain 1 - Basis: a = [8.6529 0.0000]; b = [0.0000 4.9958]
#            Superlattice: [[3 0] [1 2]]
# Domain 2 - Basis: a = [4.3265 7.4936]; b = [ 4.3264 -2.4979]
#            Superlattice: [[ 3  3] [ 1 -1]]
# Domain 3 - Basis: a = [ 4.3264 -7.4936]; b = [-4.3265 -2.4979]
#            Superlattice: [[ 0 -3] [-2 -1]]
#
# * h and k are the surface Miller indices of each LEED spot; both fractional
#   and floating-point versions are provided.
# * gx and gy are the horizontal and vertical components of reciprocal lattice
#   vectors in AA^(-1), and include a factor of 2*pi.
# * Beams with the same absolute value of "group" are symmetry equivalent (at
#   normal incidence); extinct spots have a negative "group" index.
# * The domains contributing to each spot are listed in "domain(s)". Domains
#   contributing with glide-extinct spots are reported in parentheses.

(   h |   k ),    h   ,    k   ,    gx   ,    gy   ,group,domain(s),
( 13/6|-13/3), 2.16667,-4.33333,  4.71989, -8.17508,   60,        3,
( 13/6| 13/6), 2.16667, 2.16667,  4.71989,  8.17508,   60,        2,
( -1/6|-11/3),-0.16667,-3.66667, -0.36307, -9.43279,   61,        3,
( -1/6| 23/6),-0.16667, 3.83333, -0.36307,  9.43279,   61,        2,
(-11/3| -1/6),-3.66667,-0.16667, -7.98750, -5.03082,   61,        1,
(-11/3| 23/6),-3.66667, 3.83333, -7.98750,  5.03082,   61,        1,
(-23/6|  1/6),-3.83333, 0.16667, -8.35057, -4.40197,   61,        2,
(-23/6| 11/3),-3.83333, 3.66667, -8.35057,  4.40197,   61,        3,
(  1/6|-23/6), 0.16667,-3.83333,  0.36307, -9.43279,   61,        2,
(  1/6| 11/3), 0.16667, 3.66667,  0.36307,  9.43279,   61,        3,
( 11/3|-23/6), 3.66667,-3.83333,  7.98750, -5.03082,   61,        1,
( 11/3|  1/6), 3.66667, 0.16667,  7.98750,  5.03082,   61,        1,
( 23/6| -1/6), 3.83333,-0.16667,  8.35057,  4.40197,   61,        2,
( 23/6|-11/3), 3.83333,-3.66667,  8.35057, -4.40197,   61,        3,
( -1/2| -7/2),-0.50000,-3.50000, -1.08920, -9.43279,   62,        2,
( -1/2|  4  ),-0.50000, 4.00000, -1.08920,  9.43279,   62,        3,
( -4  |  1/2),-4.00000, 0.50000, -8.71364, -3.77312,   62,        1,
( -4  |  7/2),-4.00000, 3.50000, -8.71364,  3.77312,   62,        1,
( -7/2| -1/2),-3.50000,-0.50000, -7.62443, -5.65967,   62,        2,
( -7/2|  4  ),-3.50000, 4.00000, -7.62443,  5.65967,   62,        3,
(  1/2| -4  ), 0.50000,-4.00000,  1.08920, -9.43279,   62,        3,
(  1/2|  7/2), 0.50000, 3.50000,  1.08920,  9.43279,   62,        2,
(  4  | -1/2), 4.00000,-0.50000,  8.71364,  3.77312,   62,        1,
(  4  | -7/2), 4.00000,-3.50000,  8.71364, -3.77312,   62,        1,
(  7/2| -4  ), 3.50000,-4.00000,  7.62443, -5.65967,   62,        3,
(  7/2|  1/2), 3.50000, 0.50000,  7.62443,  5.65967,   62,        2,
(-13/3|  5/3),-4.33333, 1.66667, -9.43977, -1.25771,   63,    1+2+3,
(-13/3|  8/3),-4.33333, 2.66667, -9.43977,  1.25771,   63,    1+2+3,
( -5/3| -8/3),-1.66667,-2.66667, -3.63068, -8.80394,   63,    1+2+3,
( -5/3| 13/3),-1.66667, 4.33333, -3.63068,  8.80394,   63,    1+2+3,
( -8/3| -5/3),-2.66667,-1.66667, -5.80909, -7.54623,   63,    1+2+3,
( -8/3| 13/3),-2.66667, 4.33333, -5.80909,  7.54623,   63,    1+2+3,
( 13/3| -5/3), 4.33333,-1.66667,  9.43977,  1.25771,   63,    1+2+3,
( 13/3| -8/3), 4.33333,-2.66667,  9.43977, -1.25771,   63,    1+2+3,
(  5/3|-13/3), 1.66667,-4.33333,  3.63068, -8.80394,   63,    1+2+3,
(  5/3|  8/3), 1.66667, 2.66667,  3.63068,  8.80394,   63,    1+2+3,
(  8/3|-13/3), 2.66667,-4.33333,  5.80909, -7.54623,   63,    1+2+3,
(  8/3|  5/3), 2.66667, 1.66667,  5.80909,  7.54623,   63,    1+2+3,
(-10/3| -5/6),-3.33333,-0.83333, -7.26136, -6.28853,   64,        1,
(-10/3| 25/6),-3.33333, 4.16667, -7.26136,  6.28853,   64,        1,
(-25/6| 10/3),-4.16667, 3.33333, -9.07670,  3.14426,   64,        3,
(-25/6|  5/6),-4.16667, 0.83333, -9.07670, -3.14426,   64,        2,
( -5/6|-10/3),-0.83333,-3.33333, -1.81534, -9.43279,   64,        3,
( -5/6| 25/6),-0.83333, 4.16667, -1.81534,  9.43279,   64,        2,
( 10/3|-25/6), 3.33333,-4.16667,  7.26136, -6.28853,   64,        1,
( 10/3|  5/6), 3.33333, 0.83333,  7.26136,  6.28853,   64,        1,
( 25/6|-10/3), 4.16667,-3.33333,  9.07670, -3.14426,   64,        3,
( 25/6| -5/6), 4.16667,-0.83333,  9.07670,  3.14426,   64,        2,
(  5/6|-25/6), 0.83333,-4.16667,  1.81534, -9.43279,   64,        2,
(  5/6| 10/3), 0.83333, 3.33333,  1.81534,  9.43279,   64,        3,
(-13/3| 19/6),-4.33333, 3.16667, -9.43977,  2.51541,   65,        1,
(-13/3|  7/6),-4.33333, 1.16667, -9.43977, -2.51541,   65,        1,
(-19/6| -7/6),-3.16667,-1.16667, -6.89830, -6.91738,   65,        2,
(-19/6| 13/3),-3.16667, 4.33333, -6.89830,  6.91738,   65,        3,
( -7/6|-19/6),-1.16667,-3.16667, -2.54148, -9.43279,   65,        2,
( -7/6| 13/3),-1.16667, 4.33333, -2.54148,  9.43279,   65,        3,
( 13/3|-19/6), 4.33333,-3.16667,  9.43977, -2.51541,   65,        1,
( 13/3| -7/6), 4.33333,-1.16667,  9.43977,  2.51541,   65,        1,
( 19/6|-13/3), 3.16667,-4.33333,  6.89830, -6.91738,   65,        3,
( 19/6|  7/6), 3.16667, 1.16667,  6.89830,  6.91738,   65,        2,
(  7/6|-13/3), 1.16667,-4.33333,  2.54148, -9.43279,   65,        3,
(  7/6| 19/6), 1.16667, 3.16667,  2.54148,  9.43279,   65,        2,
( -2  | -5/2),-2.00000,-2.50000, -4.35682, -8.80394,   66,        1,
( -2  |  9/2),-2.00000, 4.50000, -4.35682,  8.80394,   66,        1,
( -5/2| -2  ),-2.50000,-2.00000, -5.44602, -8.17508,   66,        3,
( -5/2|  9/2),-2.50000, 4.50000, -5.44602,  8.17508,   66,        2,
( -9/2|  2  ),-4.50000, 2.00000, -9.80284, -0.62885,   66,        3,
( -9/2|  5/2),-4.50000, 2.50000, -9.80284,  0.62885,   66,        2,
(  2  | -9/2), 2.00000,-4.50000,  4.35682, -8.80394,   66,        1,
(  2  |  5/2), 2.00000, 2.50000,  4.35682,  8.80394,   66,        1,
(  5/2| -9/2), 2.50000,-4.50000,  5.44602, -8.17508,   66,        2,
(  5/2|  2  ), 2.50000, 2.00000,  5.44602,  8.17508,   66,        3,
(  9/2| -2  ), 4.50000,-2.00000,  9.80284,  0.62885,   66,        3,
(  9/2| -5/2), 4.50000,-2.50000,  9.80284, -0.62885,   66,        2,
( -3  | -3/2),-3.00000,-1.50000, -6.53523, -7.54623,   67,        1,
( -3  |  9/2),-3.00000, 4.50000, -6.53523,  7.54623,   67,        1,
( -3/2| -3  ),-1.50000,-3.00000, -3.26761, -9.43279,   67,        3,
( -3/2|  9/2),-1.50000, 4.50000, -3.26761,  9.43279,   67,        2,
( -9/2|  3  ),-4.50000, 3.00000, -9.80284,  1.88656,   67,        3,
( -9/2|  3/2),-4.50000, 1.50000, -9.80284, -1.88656,   67,        2,
(  3  | -9/2), 3.00000,-4.50000,  6.53523, -7.54623,   67,        1,
(  3  |  3/2), 3.00000, 1.50000,  6.53523,  7.54623,   67,        1,
(  3/2| -9/2), 1.50000,-4.50000,  3.26761, -9.43279,   67,        2,
(  3/2|  3  ), 1.50000, 3.00000,  3.26761,  9.43279,   67,        3,
(  9/2| -3  ), 4.50000,-3.00000,  9.80284, -1.88656,   67,        3,
(  9/2| -3/2), 4.50000,-1.50000,  9.80284,  1.88656,   67,        2,
( -4  |  0  ),-4.00000, 0.00000, -8.71364, -5.03082,   68,    1+2+3,
( -4  |  4  ),-4.00000, 4.00000, -8.71364,  5.03082,   68,    1+2+3,
(  0  | -4  ), 0.00000,-4.00000,  0.00000,-10.06164,   68,    1+2+3,
(  0  |  4  ), 0.00000, 4.00000,  0.00000, 10.06164,   68,    1+2+3,
(  4  | -4  ), 4.00000,-4.00000,  8.71364, -5.03082,   68,    1+2+3,
(  4  |  0  ), 4.00000, 0.00000,  8.71364,  5.03082,   68,    1+2+3,
( -1/3|-23/6),-0.33333,-3.83333, -0.72614,-10.06164,   69,        1,
( -1/3| 25/6),-0.33333, 4.16667, -0.72614, 10.06164,   69,        1,
(-23/6| -1/3),-3.83333,-0.33333, -8.35057, -5.65967,   69,        3,
(-23/6| 25/6),-3.83333, 4.16667, -8.35057,  5.65967,   69,        2,
(-25/6|  1/3),-4.16667, 0.33333, -9.07670, -4.40197,   69,        3,
(-25/6| 23/6),-4.16667, 3.83333, -9.07670,  4.40197,   69,        2,
(  1/3|-25/6), 0.33333,-4.16667,  0.72614,-10.06164,   69,        1,
(  1/3| 23/6), 0.33333, 3.83333,  0.72614, 10.06164,   69,        1,
( 23/6|-25/6), 3.83333,-4.16667,  8.35057, -5.65967,   69,        2,
( 23/6|  1/3), 3.83333, 0.33333,  8.35057,  5.65967,   69,        3,
( 25/6| -1/3), 4.16667,-0.33333,  9.07670,  4.40197,   69,        3,
( 25/6|-23/6), 4.16667,-3.83333,  9.07670, -4.40197,   69,        2,
(-11/3| -2/3),-3.66667,-0.66667, -7.98750, -6.28853,   70,    1+2+3,
(-11/3| 13/3),-3.66667, 4.33333, -7.98750,  6.28853,   70,    1+2+3,
(-13/3| 11/3),-4.33333, 3.66667, -9.43977,  3.77312,   70,    1+2+3,
(-13/3|  2/3),-4.33333, 0.66667, -9.43977, -3.77312,   70,    1+2+3,
( -2/3|-11/3),-0.66667,-3.66667, -1.45227,-10.06164,   70,    1+2+3,
( -2/3| 13/3),-0.66667, 4.33333, -1.45227, 10.06164,   70,    1+2+3,
( 11/3|-13/3), 3.66667,-4.33333,  7.98750, -6.28853,   70,    1+2+3,
( 11/3|  2/3), 3.66667, 0.66667,  7.98750,  6.28853,   70,    1+2+3,
( 13/3|-11/3), 4.33333,-3.66667,  9.43977, -3.77312,   70,    1+2+3,
( 13/3| -2/3), 4.33333,-0.66667,  9.43977,  3.77312,   70,    1+2+3,
(  2/3|-13/3), 0.66667,-4.33333,  1.45227,-10.06164,   70,    1+2+3,
(  2/3| 11/3), 0.66667, 3.66667,  1.45227, 10.06164,   70,    1+2+3,
(-14/3|  7/3),-4.66667, 2.33333,-10.16591,  0.00000,   71,    1+2+3,
( -7/3| -7/3),-2.33333,-2.33333, -5.08295, -8.80394,   71,    1+2+3,
( -7/3| 14/3),-2.33333, 4.66667, -5.08295,  8.80394,   71,    1+2+3,
( 14/3| -7/3), 4.66667,-2.33333, 10.16591, -0.00000,   71,    1+2+3,
(  7/3|-14/3), 2.33333,-4.66667,  5.08295, -8.80394,   71,    1+2+3,
(  7/3|  7/3), 2.33333, 2.33333,  5.08295,  8.80394,   71,    1+2+3,
(-11/6|-17/6),-1.83333,-2.83333, -3.99375, -9.43279,   72,        2,
(-11/6| 14/3),-1.83333, 4.66667, -3.99375,  9.43279,   72,        3,
(-14/3| 11/6),-4.66667, 1.83333,-10.16591, -1.25771,   72,        1,
(-14/3| 17/6),-4.66667, 2.83333,-10.16591,  1.25771,   72,        1,
(-17/6|-11/6),-2.83333,-1.83333, -6.17216, -8.17508,   72,        2,
(-17/6| 14/3),-2.83333, 4.66667, -6.17216,  8.17508,   72,        3,
( 11/6|-14/3), 1.83333,-4.66667,  3.99375, -9.43279,   72,        3,
( 11/6| 17/6), 1.83333, 2.83333,  3.99375,  9.43279,   72,        2,
( 14/3|-11/6), 4.66667,-1.83333, 10.16591,  1.25771,   72,        1,
( 14/3|-17/6), 4.66667,-2.83333, 10.16591, -1.25771,   72,        1,
( 17/6|-14/3), 2.83333,-4.66667,  6.17216, -8.17508,   72,        3,
( 17/6| 11/6), 2.83333, 1.83333,  6.17216,  8.17508,   72,        2,
( -1  | -7/2),-1.00000,-3.50000, -2.17841,-10.06164,   73,        1,
( -1  |  9/2),-1.00000, 4.50000, -2.17841, 10.06164,   73,        1,
( -7/2| -1  ),-3.50000,-1.00000, -7.62443, -6.91738,   73,        3,
( -7/2|  9/2),-3.50000, 4.50000, -7.62443,  6.91738,   73,        2,
( -9/2|  1  ),-4.50000, 1.00000, -9.80284, -3.14426,   73,        3,
( -9/2|  7/2),-4.50000, 3.50000, -9.80284,  3.14426,   73,        2,
(  1  | -9/2), 1.00000,-4.50000,  2.17841,-10.06164,   73,        1,
(  1  |  7/2), 1.00000, 3.50000,  2.17841, 10.06164,   73,        1,
(  7/2| -9/2), 3.50000,-4.50000,  7.62443, -6.91738,   73,        2,
(  7/2|  1  ), 3.50000, 1.00000,  7.62443,  6.91738,   73,        3,
(  9/2| -1  ), 4.50000,-1.00000,  9.80284,  3.14426,   73,        3,
(  9/2| -7/2), 4.50000,-3.50000,  9.80284, -3.14426,   73,        2,
(-10/3| -4/3),-3.33333,-1.33333, -7.26136, -7.54623,   74,    1+2+3,
(-10/3| 14/3),-3.33333, 4.66667, -7.26136,  7.54623,   74,    1+2+3,
(-14/3| 10/3),-4.66667, 3.33333,-10.16591,  2.51541,   74,    1+2+3,
(-14/3|  4/3),-4.66667, 1.33333,-10.16591, -2.51541,   74,    1+2+3,
( -4/3|-10/3),-1.33333,-3.33333, -2.90455,-10.06164,   74,    1+2+3,
( -4/3| 14/3),-1.33333, 4.66667, -2.90455, 10.06164,   74,    1+2+3,
( 10/3|-14/3), 3.33333,-4.66667,  7.26136, -7.54623,   74,    1+2+3,
( 10/3|  4/3), 3.33333, 1.33333,  7.26136,  7.54623,   74,    1+2+3,
( 14/3|-10/3), 4.66667,-3.33333, 10.16591, -2.51541,   74,    1+2+3,
( 14/3| -4/3), 4.66667,-1.33333, 10.16591,  2.51541,   74,    1+2+3,
(  4/3|-14/3), 1.33333,-4.66667,  2.90455,-10.06164,   74,    1+2+3,
(  4/3| 10/3), 1.33333, 3.33333,  2.90455, 10.06164,   74,    1+2+3,
(-13/6| -8/3),-2.16667,-2.66667, -4.71989, -9.43279,   75,        3,
(-13/6| 29/6),-2.16667, 4.83333, -4.71989,  9.43279,   75,        2,
(-29/6| 13/6),-4.83333, 2.16667,-10.52898, -0.62885,   75,        2,
(-29/6|  8/3),-4.83333, 2.66667,-10.52898,  0.62885,   75,        3,
( -8/3|-13/6),-2.66667,-2.16667, -5.80909, -8.80394,   75,        1,
( -8/3| 29/6),-2.66667, 4.83333, -5.80909,  8.80394,   75,        1,
( 13/6|-29/6), 2.16667,-4.83333,  4.71989, -9.43279,   75,        2,
( 13/6|  8/3), 2.16667, 2.66667,  4.71989,  9.43279,   75,        3,
( 29/6|-13/6), 4.83333,-2.16667, 10.52898,  0.62885,   75,        2,
( 29/6| -8/3), 4.83333,-2.66667, 10.52898, -0.62885,   75,        3,
(  8/3|-29/6), 2.66667,-4.83333,  5.80909, -8.80394,   75,        1,
(  8/3| 13/6), 2.66667, 2.16667,  5.80909,  8.80394,   75,        1,
(-19/6| -5/3),-3.16667,-1.66667, -6.89830, -8.17508,   76,        3,
(-19/6| 29/6),-3.16667, 4.83333, -6.89830,  8.17508,   76,        2,
(-29/6| 19/6),-4.83333, 3.16667,-10.52898,  1.88656,   76,        2,
(-29/6|  5/3),-4.83333, 1.66667,-10.52898, -1.88656,   76,        3,
( -5/3|-19/6),-1.66667,-3.16667, -3.63068,-10.06164,   76,        1,
( -5/3| 29/6),-1.66667, 4.83333, -3.63068, 10.06164,   76,        1,
( 19/6|-29/6), 3.16667,-4.83333,  6.89830, -8.17508,   76,        2,
( 19/6|  5/3), 3.16667, 1.66667,  6.89830,  8.17508,   76,        3,
( 29/6|-19/6), 4.83333,-3.16667, 10.52898, -1.88656,   76,        2,
( 29/6| -5/3), 4.83333,-1.66667, 10.52898,  1.88656,   76,        3,
(  5/3|-29/6), 1.66667,-4.83333,  3.63068,-10.06164,   76,        1,
(  5/3| 19/6), 1.66667, 3.16667,  3.63068, 10.06164,   76,        1,
( -1/6|-25/6),-0.16667,-4.16667, -0.36307,-10.69049,   77,        2,
( -1/6| 13/3),-0.16667, 4.33333, -0.36307, 10.69049,   77,        3,
(-13/3|  1/6),-4.33333, 0.16667, -9.43977, -5.03082,   77,        1,
(-13/3| 25/6),-4.33333, 4.16667, -9.43977,  5.03082,   77,        1,
(-25/6| -1/6),-4.16667,-0.16667, -9.07670, -5.65967,   77,        2,
(-25/6| 13/3),-4.16667, 4.33333, -9.07670,  5.65967,   77,        3,
(  1/6|-13/3), 0.16667,-4.33333,  0.36307,-10.69049,   77,        3,
(  1/6| 25/6), 0.16667, 4.16667,  0.36307, 10.69049,   77,        2,
( 13/3| -1/6), 4.33333,-0.16667,  9.43977,  5.03082,   77,        1,
( 13/3|-25/6), 4.33333,-4.16667,  9.43977, -5.03082,   77,        1,
( 25/6|-13/3), 4.16667,-4.33333,  9.07670, -5.65967,   77,        3,
( 25/6|  1/6), 4.16667, 0.16667,  9.07670,  5.65967,   77,        2,
( -1/2| -4  ),-0.50000,-4.00000, -1.08920,-10.69049,   78,        3,
( -1/2|  9/2),-0.50000, 4.50000, -1.08920, 10.69049,   78,        2,
( -4  | -1/2),-4.00000,-0.50000, -8.71364, -6.28853,   78,        1,
( -4  |  9/2),-4.00000, 4.50000, -8.71364,  6.28853,   78,        1,
( -9/2|  1/2),-4.50000, 0.50000, -9.80284, -4.40197,   78,        2,
( -9/2|  4  ),-4.50000, 4.00000, -9.80284,  4.40197,   78,        3,
(  1/2| -9/2), 0.50000,-4.50000,  1.08920,-10.69049,   78,        2,
(  1/2|  4  ), 0.50000, 4.00000,  1.08920, 10.69049,   78,        3,
(  4  | -9/2), 4.00000,-4.50000,  8.71364, -6.28853,   78,        1,
(  4  |  1/2), 4.00000, 0.50000,  8.71364,  6.28853,   78,        1,
(  9/2| -1/2), 4.50000,-0.50000,  9.80284,  4.40197,   78,        2,
(  9/2| -4  ), 4.50000,-4.00000,  9.80284, -4.40197,   78,        3,
(-14/3| 23/6),-4.66667, 3.83333,-10.16591,  3.77312,   79,        1,
(-14/3|  5/6),-4.66667, 0.83333,-10.16591, -3.77312,   79,        1,
(-23/6| -5/6),-3.83333,-0.83333, -8.35057, -6.91738,   79,        2,
(-23/6| 14/3),-3.83333, 4.66667, -8.35057,  6.91738,   79,        3,
( -5/6|-23/6),-0.83333,-3.83333, -1.81534,-10.69049,   79,        2,
( -5/6| 14/3),-0.83333, 4.66667, -1.81534, 10.69049,   79,        3,
( 14/3|-23/6), 4.66667,-3.83333, 10.16591, -3.77312,   79,        1,
( 14/3| -5/6), 4.66667,-0.83333, 10.16591,  3.77312,   79,        1,
( 23/6|-14/3), 3.83333,-4.66667,  8.35057, -6.91738,   79,        3,
( 23/6|  5/6), 3.83333, 0.83333,  8.35057,  6.91738,   79,        2,
(  5/6|-14/3), 0.83333,-4.66667,  1.81534,-10.69049,   79,        3,
(  5/6| 23/6), 0.83333, 3.83333,  1.81534, 10.69049,   79,        2,
( -5  |  5/2),-5.00000, 2.50000,-10.89205,  0.00000,   80,        1,
( -5/2| -5/2),-2.50000,-2.50000, -5.44602, -9.43279,   80,        2,
( -5/2|  5  ),-2.50000, 5.00000, -5.44602,  9.43279,   80,        3,
(  5  | -5/2), 5.00000,-2.50000, 10.89205, -0.00000,   80,        1,
(  5/2| -5  ), 2.50000,-5.00000,  5.44602, -9.43279,   80,        3,
(  5/2|  5/2), 2.50000, 2.50000,  5.44602,  9.43279,   80,        2,
( -2  | -3  ),-2.00000,-3.00000, -4.35682,-10.06164,   81,    1+2+3,
( -2  |  5  ),-2.00000, 5.00000, -4.35682, 10.06164,   81,    1+2+3,
( -3  | -2  ),-3.00000,-2.00000, -6.53523, -8.80394,   81,    1+2+3,
( -3  |  5  ),-3.00000, 5.00000, -6.53523,  8.80394,   81,    1+2+3,
( -5  |  2  ),-5.00000, 2.00000,-10.89205, -1.25771,   81,    1+2+3,
( -5  |  3  ),-5.00000, 3.00000,-10.89205,  1.25771,   81,    1+2+3,
(  2  | -5  ), 2.00000,-5.00000,  4.35682,-10.06164,   81,    1+2+3,
(  2  |  3  ), 2.00000, 3.00000,  4.35682, 10.06164,   81,    1+2+3,
(  3  | -5  ), 3.00000,-5.00000,  6.53523, -8.80394,   81,    1+2+3,
(  3  |  2  ), 3.00000, 2.00000,  6.53523,  8.80394,   81,    1+2+3,
(  5  | -2  ), 5.00000,-2.00000, 10.89205,  1.25771,   81,    1+2+3,
(  5  | -3  ), 5.00000,-3.00000, 10.89205, -1.25771,   81,    1+2+3,
(-11/3| -7/6),-3.66667,-1.16667, -7.98750, -7.54623,   82,        1,
(-11/3| 29/6),-3.66667, 4.83333, -7.98750,  7.54623,   82,        1,
(-29/6| 11/3),-4.83333, 3.66667,-10.52898,  3.14426,   82,        3,
(-29/6|  7/6),-4.83333, 1.16667,-10.52898, -3.14426,   82,        2,
( -7/6|-11/3),-1.16667,-3.66667, -2.54148,-10.69049,   82,        3,
( -7/6| 29/6),-1.16667, 4.83333, -2.54148, 10.69049,   82,        2,
( 11/3|-29/6), 3.66667,-4.83333,  7.98750, -7.54623,   82,        1,
( 11/3|  7/6), 3.66667, 1.16667,  7.98750,  7.54623,   82,        1,
( 29/6|-11/3), 4.83333,-3.66667, 10.52898, -3.14426,   82,        3,
( 29/6| -7/6), 4.83333,-1.16667, 10.52898,  3.14426,   82,        2,
(  7/6|-29/6), 1.16667,-4.83333,  2.54148,-10.69049,   82,        2,
(  7/6| 11/3), 1.16667, 3.66667,  2.54148, 10.69049,   82,        3,
